rollout/ep_len_mean,rollout/exploration_rate,rollout/ep_rew_mean,time/episodes,time/time_elapsed,time/total_timesteps,time/fps,eval/mean_ep_length,eval/mean_reward
23.32,0.0,1.43,4556,1174,114621,97,,
22.67,0.0,1.34,4560,1175,114689,97,,
22.82,0.0,1.35,4564,1176,114779,97,,
22.74,0.0,1.32,4568,1177,114869,97,,
22.76,0.0,1.31,4572,1179,114961,97,,
22.6,0.0,1.31,4576,1179,115034,97,,
22.37,0.0,1.28,4580,1180,115124,97,,
22.29,0.0,1.27,4584,1181,115217,97,,
22.21,0.0,1.26,4588,1182,115308,97,,
22.42,0.0,1.29,4592,1183,115393,97,,
23.08,0.0,1.36,4596,1184,115516,97,,
22.96,0.0,1.35,4600,1185,115596,97,,
22.59,0.0,1.27,4604,1185,115673,97,,
22.8,0.0,1.32,4608,1186,115766,97,,
23.18,0.0,1.35,4612,1187,115906,97,,
23.18,0.0,1.35,4616,1188,116004,97,,
22.99,0.0,1.34,4620,1190,116131,97,,
22.86,0.0,1.31,4624,1191,116229,97,,
22.98,0.0,1.35,4628,1192,116310,97,,
23.39,0.0,1.43,4632,1193,116408,97,,
23.93,0.0,1.46,4636,1195,116559,97,,
23.95,0.0,1.45,4640,1196,116657,97,,
24.47,0.0,1.54,4644,1197,116786,97,,
25.39,0.0,1.63,4648,1198,116949,97,,
25.44,0.0,1.63,4652,1199,117050,97,,
25.4,0.0,1.62,4656,1200,117161,97,,
25.87,0.0,1.64,4660,1201,117276,97,,
25.79,0.0,1.63,4664,1202,117358,97,,
25.76,0.0,1.61,4668,1203,117445,97,,
25.8,0.0,1.65,4672,1204,117541,97,,
25.76,0.0,1.62,4676,1205,117610,97,,
25.88,0.0,1.61,4680,1206,117712,97,,
25.68,0.0,1.6,4684,1207,117785,97,,
25.62,0.0,1.61,4688,1208,117870,97,,
26.05,0.0,1.62,4692,1210,117998,97,,
25.87,0.0,1.62,4696,1210,118103,97,,
25.97,0.0,1.63,4700,1211,118193,97,,
26.12,0.0,1.66,4704,1212,118285,97,,
26.29,0.0,1.68,4708,1213,118395,97,,
25.59,0.0,1.59,4712,1214,118465,97,,
26.12,0.0,1.6,4716,1215,118616,97,,
25.45,0.0,1.52,4720,1216,118676,97,,
26.47,0.0,1.59,4724,1218,118876,97,,
26.52,0.0,1.55,4728,1219,118962,97,,
26.37,0.0,1.51,4732,1220,119045,97,,
25.67,0.0,1.44,4736,1221,119126,97,,
25.43,0.0,1.42,4740,1222,119200,97,,
24.85,0.0,1.32,4744,1223,119271,97,,
24.2,0.0,1.24,4748,1224,119369,97,,
24.19,0.0,1.24,4752,1225,119469,97,,
24.01,0.0,1.24,4756,1225,119562,97,,
23.8,0.0,1.25,4760,1226,119656,97,,
23.79,0.0,1.24,4764,1227,119737,97,,
24.09,0.0,1.25,4768,1228,119854,97,,
23.97,0.0,1.21,4772,1229,119938,97,,
23.76,0.0,1.19,4776,1229,119986,97,,
23.38,0.0,1.17,4780,1230,120050,97,,
23.86,0.0,1.21,4784,1231,120171,97,,
23.83,0.0,1.17,4788,1232,120253,97,,
24.64,0.0,1.33,4792,1235,120462,97,,
24.54,0.0,1.33,4796,1236,120557,97,,
24.69,0.0,1.37,4800,1237,120662,97,,
25.05,0.0,1.41,4804,1239,120790,97,,
25.09,0.0,1.37,4808,1240,120904,97,,
25.19,0.0,1.42,4812,1240,120984,97,,
24.89,0.0,1.46,4816,1241,121105,97,,
25.36,0.0,1.51,4820,1242,121212,97,,
24.07,0.0,1.44,4824,1243,121283,97,,
24.07,0.0,1.48,4828,1244,121369,97,,
24.35,0.0,1.51,4832,1245,121480,97,,
24.31,0.0,1.52,4836,1246,121557,97,,
24.58,0.0,1.56,4840,1247,121658,97,,
25.12,0.0,1.64,4844,1248,121783,97,,
25.19,0.0,1.68,4848,1249,121888,97,,
25.0,0.0,1.65,4852,1250,121969,97,,
25.03,0.0,1.63,4856,1251,122065,97,,
24.95,0.0,1.62,4860,1253,122151,97,,
25.48,0.0,1.67,4864,1254,122285,97,,
25.34,0.0,1.69,4868,1255,122388,97,,
25.41,0.0,1.72,4872,1256,122479,97,,
26.0,0.0,1.79,4876,1257,122586,97,,
26.4,0.0,1.81,4880,1258,122690,97,,
26.33,0.0,1.79,4884,1259,122804,97,,
26.51,0.0,1.83,4888,1260,122904,97,,
25.26,0.0,1.69,4892,1260,122988,97,,
25.53,0.0,1.66,4896,1261,123110,97,,
25.19,0.0,1.6,4900,1262,123181,97,,
24.74,0.0,1.55,4904,1263,123264,97,,
24.42,0.0,1.53,4908,1264,123346,97,,
24.59,0.0,1.53,4912,1265,123443,97,,
24.72,0.0,1.55,4916,1267,123577,97,,
24.92,0.0,1.57,4920,1268,123704,97,,
25.17,0.0,1.59,4924,1269,123800,97,,
25.17,0.0,1.57,4928,1270,123886,97,,
25.02,0.0,1.56,4932,1271,123982,97,,
25.33,0.0,1.59,4936,1272,124090,97,,
25.01,0.0,1.53,4940,1273,124159,97,,
24.93,0.0,1.53,4944,1274,124276,97,,
24.82,0.0,1.52,4948,1274,124370,97,,
25.06,0.0,1.58,4952,1275,124475,97,,
24.95,0.0,1.56,4956,1276,124560,97,,
25.15,0.0,1.57,4960,1277,124666,97,,
25.03,0.0,1.56,4964,1279,124788,97,,
25.12,0.0,1.57,4968,1280,124900,97,,
,0.0,,,,125000,,26.0,1.5
25.22,0.0,1.58,4972,1282,125001,97,,
24.83,0.0,1.55,4976,1283,125069,97,,
24.61,0.0,1.55,4980,1284,125151,97,,
24.57,0.0,1.57,4984,1285,125261,97,,
24.34,0.0,1.54,4988,1286,125338,97,,
24.51,0.0,1.54,4992,1286,125439,97,,
24.39,0.0,1.56,4996,1288,125549,97,,
24.67,0.0,1.61,5000,1288,125648,97,,
25.02,0.0,1.65,5004,1290,125766,97,,
25.08,0.0,1.67,5008,1290,125854,97,,
24.95,0.0,1.64,5012,1291,125938,97,,
24.57,0.0,1.58,5016,1292,126034,97,,
24.3,0.0,1.58,5020,1293,126134,97,,
24.18,0.0,1.55,5024,1294,126218,97,,
24.2,0.0,1.55,5028,1295,126306,97,,
24.05,0.0,1.51,5032,1296,126387,97,,
24.67,0.0,1.61,5036,1298,126557,97,,
25.45,0.0,1.67,5040,1300,126704,97,,
25.27,0.0,1.65,5044,1301,126803,97,,
25.16,0.0,1.61,5048,1301,126886,97,,
25.42,0.0,1.63,5052,1303,127017,97,,
25.45,0.0,1.65,5056,1303,127105,97,,
25.05,0.0,1.64,5060,1304,127171,97,,
25.01,0.0,1.64,5064,1305,127289,97,,
24.77,0.0,1.63,5068,1306,127377,97,,
24.42,0.0,1.58,5072,1307,127443,97,,
24.57,0.0,1.55,5076,1307,127526,97,,
24.59,0.0,1.52,5080,1308,127610,97,,
24.74,0.0,1.54,5084,1310,127735,97,,
25.19,0.0,1.58,5088,1311,127857,97,,
25.04,0.0,1.55,5092,1313,127943,97,,
24.94,0.0,1.54,5096,1314,128043,97,,
25.05,0.0,1.52,5100,1315,128153,97,,
24.73,0.0,1.49,5104,1315,128239,97,,
25.13,0.0,1.51,5108,1317,128367,97,,
25.12,0.0,1.55,5112,1317,128450,97,,
25.05,0.0,1.51,5116,1318,128539,97,,
24.89,0.0,1.47,5120,1319,128623,97,,
24.93,0.0,1.46,5124,1320,128711,97,,
25.03,0.0,1.48,5128,1321,128809,97,,
24.87,0.0,1.47,5132,1321,128874,97,,
24.05,0.0,1.33,5136,1322,128962,97,,
23.35,0.0,1.26,5140,1323,129039,97,,
23.15,0.0,1.23,5144,1324,129118,97,,
22.89,0.0,1.19,5148,1325,129175,97,,
22.78,0.0,1.16,5152,1326,129295,97,,
22.93,0.0,1.18,5156,1328,129398,97,,
23.35,0.0,1.21,5160,1329,129506,97,,
23.05,0.0,1.19,5164,1330,129594,97,,
22.81,0.0,1.15,5168,1330,129658,97,,
23.3,0.0,1.22,5172,1331,129773,97,,
23.15,0.0,1.24,5176,1332,129841,97,,
23.33,0.0,1.26,5180,1333,129943,97,,
22.64,0.0,1.18,5184,1333,129999,97,,
22.19,0.0,1.12,5188,1334,130076,97,,
22.24,0.0,1.09,5192,1335,130167,97,,
22.09,0.0,1.08,5196,1336,130252,97,,
22.19,0.0,1.11,5200,1337,130372,97,,
22.38,0.0,1.14,5204,1338,130477,97,,
21.93,0.0,1.12,5208,1340,130560,97,,
21.97,0.0,1.12,5212,1341,130647,97,,
21.91,0.0,1.14,5216,1342,130730,97,,
21.99,0.0,1.13,5220,1343,130822,97,,
22.35,0.0,1.21,5224,1344,130946,97,,
22.95,0.0,1.31,5228,1346,131104,97,,
23.14,0.0,1.34,5232,1346,131188,97,,
22.82,0.0,1.31,5236,1347,131244,97,,
23.02,0.0,1.38,5240,1348,131341,97,,
22.94,0.0,1.36,5244,1349,131412,97,,
23.76,0.0,1.46,5248,1350,131551,97,,
23.76,0.0,1.46,5252,1351,131671,97,,
23.72,0.0,1.47,5256,1352,131770,97,,
23.66,0.0,1.47,5260,1353,131872,97,,
24.1,0.0,1.55,5264,1355,132004,97,,
24.06,0.0,1.53,5268,1356,132064,97,,
23.65,0.0,1.49,5272,1357,132138,97,,
23.82,0.0,1.47,5276,1358,132223,97,,
23.7,0.0,1.5,5280,1359,132313,97,,
24.05,0.0,1.56,5284,1360,132404,97,,
24.23,0.0,1.6,5288,1360,132499,97,,
24.57,0.0,1.63,5292,1362,132624,97,,
24.63,0.0,1.66,5296,1362,132715,97,,
24.67,0.0,1.66,5300,1364,132839,97,,
24.37,0.0,1.59,5304,1364,132914,97,,
24.3,0.0,1.6,5308,1365,132990,97,,
24.29,0.0,1.6,5312,1366,133076,97,,
25.3,0.0,1.73,5316,1367,133260,97,,
25.22,0.0,1.74,5320,1368,133344,97,,
24.9,0.0,1.68,5324,1370,133436,97,,
24.34,0.0,1.58,5328,1371,133538,97,,
24.25,0.0,1.58,5332,1372,133613,97,,
24.96,0.0,1.68,5336,1374,133740,97,,
24.59,0.0,1.61,5340,1374,133800,97,,
24.84,0.0,1.66,5344,1375,133896,97,,
24.8,0.0,1.68,5348,1376,134031,97,,
24.51,0.0,1.68,5352,1377,134122,97,,
24.17,0.0,1.63,5356,1378,134187,97,,
23.88,0.0,1.59,5360,1378,134260,97,,
23.27,0.0,1.49,5364,1379,134331,97,,
23.7,0.0,1.57,5368,1380,134434,97,,
24.02,0.0,1.6,5372,1381,134540,97,,
24.25,0.0,1.67,5376,1382,134648,97,,
24.13,0.0,1.63,5380,1383,134726,97,,
23.93,0.0,1.62,5384,1384,134797,97,,
23.71,0.0,1.6,5388,1385,134870,97,,
23.36,0.0,1.58,5392,1386,134960,97,,
23.74,0.0,1.58,5396,1388,135089,97,,
23.55,0.0,1.56,5400,1389,135194,97,,
23.72,0.0,1.58,5404,1390,135286,97,,
24.92,0.0,1.65,5408,1391,135482,97,,
24.79,0.0,1.6,5412,1392,135555,97,,
23.65,0.0,1.47,5416,1393,135625,97,,
23.72,0.0,1.47,5420,1394,135716,97,,
24.73,0.0,1.57,5424,1395,135909,97,,
24.5,0.0,1.55,5428,1396,135988,97,,
24.55,0.0,1.54,5432,1397,136068,97,,
24.41,0.0,1.54,5436,1398,136181,97,,
24.52,0.0,1.55,5440,1399,136252,97,,
24.34,0.0,1.51,5444,1400,136330,97,,
24.03,0.0,1.46,5448,1401,136434,97,,
24.08,0.0,1.45,5452,1403,136530,97,,
24.25,0.0,1.45,5456,1404,136612,97,,
24.42,0.0,1.46,5460,1405,136702,97,,
24.69,0.0,1.47,5464,1405,136800,97,,
24.33,0.0,1.41,5468,1406,136867,97,,
24.26,0.0,1.39,5472,1407,136966,97,,
23.9,0.0,1.35,5476,1408,137038,97,,
24.16,0.0,1.37,5480,1409,137142,97,,
25.86,0.0,1.51,5484,1411,137383,97,,
26.18,0.0,1.56,5488,1412,137488,97,,
26.85,0.0,1.71,5492,1413,137645,97,,
26.51,0.0,1.67,5496,1415,137740,97,,
26.61,0.0,1.7,5500,1416,137855,97,,
26.38,0.0,1.7,5504,1417,137924,97,,
25.16,0.0,1.61,5508,1418,137998,97,,
25.3,0.0,1.66,5512,1419,138085,97,,
25.78,0.0,1.67,5516,1421,138203,97,,
25.77,0.0,1.68,5520,1422,138293,97,,
24.94,0.0,1.59,5524,1423,138403,97,,
24.87,0.0,1.58,5528,1424,138475,97,,
24.82,0.0,1.6,5532,1425,138550,97,,
24.31,0.0,1.51,5536,1425,138612,97,,
24.49,0.0,1.53,5540,1426,138701,97,,
24.33,0.0,1.51,5544,1427,138763,97,,
24.4,0.0,1.5,5548,1428,138874,97,,
24.07,0.0,1.44,5552,1429,138937,97,,
24.69,0.0,1.5,5556,1431,139081,97,,
24.35,0.0,1.45,5560,1431,139137,97,,
24.26,0.0,1.47,5564,1433,139226,97,,
24.33,0.0,1.49,5568,1434,139300,97,,
24.57,0.0,1.54,5572,1435,139423,97,,
25.23,0.0,1.59,5576,1436,139561,97,,
25.1,0.0,1.59,5580,1437,139652,97,,
23.61,0.0,1.44,5584,1438,139744,97,,
23.84,0.0,1.42,5588,1439,139872,97,,
24.07,0.0,1.38,5592,1441,140052,97,,
24.05,0.0,1.41,5596,1442,140145,97,,
23.69,0.0,1.34,5600,1443,140224,97,,
23.86,0.0,1.34,5604,1443,140310,97,,
23.95,0.0,1.36,5608,1445,140393,97,,
23.9,0.0,1.35,5612,1446,140475,97,,
23.94,0.0,1.41,5616,1447,140597,97,,
23.95,0.0,1.4,5620,1448,140688,97,,
23.87,0.0,1.4,5624,1449,140790,97,,
24.01,0.0,1.39,5628,1450,140876,97,,
24.48,0.0,1.43,5632,1452,140998,97,,
24.76,0.0,1.46,5636,1452,141088,97,,
24.5,0.0,1.44,5640,1453,141151,97,,
24.93,0.0,1.51,5644,1454,141256,97,,
24.59,0.0,1.49,5648,1455,141333,97,,
25.35,0.0,1.61,5652,1456,141472,97,,
24.71,0.0,1.54,5656,1457,141552,97,,
25.41,0.0,1.64,5660,1458,141678,97,,
25.58,0.0,1.65,5664,1459,141784,97,,
25.89,0.0,1.66,5668,1460,141889,97,,
25.7,0.0,1.61,5672,1462,141993,97,,
25.29,0.0,1.59,5676,1463,142090,97,,
25.2,0.0,1.59,5680,1464,142172,97,,
25.8,0.0,1.66,5684,1465,142324,97,,
25.94,0.0,1.66,5688,1467,142466,97,,
25.03,0.0,1.59,5692,1467,142555,97,,
25.03,0.0,1.56,5696,1468,142648,97,,
25.29,0.0,1.57,5700,1469,142753,97,,
25.85,0.0,1.61,5704,1471,142895,97,,
26.46,0.0,1.63,5708,1472,143039,97,,
26.56,0.0,1.62,5712,1473,143131,97,,
26.2,0.0,1.55,5716,1474,143217,97,,
26.01,0.0,1.51,5720,1474,143289,97,,
26.14,0.0,1.56,5724,1476,143404,97,,
27.12,0.0,1.71,5728,1478,143588,97,,
27.22,0.0,1.71,5732,1480,143720,97,,
27.59,0.0,1.79,5736,1481,143847,97,,
27.95,0.0,1.84,5740,1482,143946,97,,
27.75,0.0,1.8,5744,1483,144031,97,,
28.4,0.0,1.89,5748,1484,144173,97,,
27.78,0.0,1.8,5752,1485,144250,97,,
27.74,0.0,1.8,5756,1485,144326,97,,
27.31,0.0,1.74,5760,1486,144409,97,,
27.06,0.0,1.7,5764,1487,144490,97,,
27.16,0.0,1.75,5768,1488,144605,97,,
26.96,0.0,1.72,5772,1489,144689,97,,
27.36,0.0,1.73,5776,1490,144826,97,,
28.0,0.0,1.78,5780,1492,144972,97,,
27.58,0.0,1.75,5784,1494,145082,97,,
27.16,0.0,1.76,5788,1495,145182,97,,
27.13,0.0,1.75,5792,1495,145268,97,,
26.93,0.0,1.75,5796,1496,145341,97,,
26.91,0.0,1.79,5800,1497,145444,97,,
26.4,0.0,1.76,5804,1498,145535,97,,
26.03,0.0,1.76,5808,1499,145642,97,,
26.07,0.0,1.79,5812,1500,145738,97,,
26.96,0.0,1.84,5816,1501,145913,97,,
27.46,0.0,1.93,5820,1502,146035,97,,
27.37,0.0,1.9,5824,1504,146141,97,,
26.13,0.0,1.75,5828,1504,146201,97,,
25.59,0.0,1.7,5832,1505,146279,97,,
25.62,0.0,1.7,5836,1507,146409,97,,
25.42,0.0,1.67,5840,1508,146488,97,,
25.3,0.0,1.67,5844,1509,146561,97,,
24.49,0.0,1.54,5848,1510,146622,97,,
25.13,0.0,1.62,5852,1511,146763,97,,
25.17,0.0,1.65,5856,1512,146843,97,,
25.38,0.0,1.68,5860,1513,146947,97,,
25.49,0.0,1.72,5864,1513,147039,97,,
25.14,0.0,1.66,5868,1514,147119,97,,
25.06,0.0,1.67,5872,1515,147195,97,,
24.58,0.0,1.64,5876,1516,147284,97,,
24.24,0.0,1.62,5880,1517,147396,97,,
24.27,0.0,1.63,5884,1518,147509,97,,
24.17,0.0,1.61,5888,1519,147599,97,,
24.46,0.0,1.65,5892,1520,147714,97,,
24.51,0.0,1.65,5896,1521,147792,97,,
24.62,0.0,1.64,5900,1523,147906,97,,
24.56,0.0,1.65,5904,1524,147991,97,,
24.48,0.0,1.64,5908,1525,148090,97,,
24.57,0.0,1.63,5912,1526,148195,97,,
23.54,0.0,1.54,5916,1526,148267,97,,
23.19,0.0,1.47,5920,1527,148354,97,,
23.04,0.0,1.44,5924,1528,148445,97,,
23.26,0.0,1.46,5928,1529,148527,97,,
23.13,0.0,1.45,5932,1529,148592,97,,
22.81,0.0,1.37,5936,1530,148690,97,,
22.81,0.0,1.38,5940,1531,148769,97,,
22.76,0.0,1.37,5944,1532,148837,97,,
22.89,0.0,1.4,5948,1533,148911,97,,
22.49,0.0,1.35,5952,1534,149012,97,,
22.52,0.0,1.35,5956,1535,149095,97,,
22.31,0.0,1.33,5960,1536,149178,97,,
22.38,0.0,1.32,5964,1537,149277,97,,
22.33,0.0,1.33,5968,1538,149352,97,,
22.39,0.0,1.34,5972,1539,149434,97,,
23.01,0.0,1.41,5976,1540,149585,97,,
22.73,0.0,1.38,5980,1541,149669,97,,
22.62,0.0,1.36,5984,1542,149771,97,,
22.72,0.0,1.35,5988,1543,149871,97,,
22.54,0.0,1.34,5992,1544,149968,97,,
,0.0,,,,150000,,19.5,1.25
22.61,0.0,1.33,5996,1546,150053,97,,
22.3,0.0,1.33,6000,1546,150136,97,,
22.39,0.0,1.33,6004,1547,150230,97,,
22.81,0.0,1.36,6008,1549,150371,97,,
22.73,0.0,1.37,6012,1550,150468,97,,
22.83,0.0,1.37,6016,1551,150550,97,,
22.7,0.0,1.37,6020,1552,150624,97,,
22.75,0.0,1.39,6024,1553,150720,97,,
22.66,0.0,1.36,6028,1554,150793,96,,
22.88,0.0,1.39,6032,1555,150880,96,,
22.87,0.0,1.4,6036,1556,150977,97,,
23.1,0.0,1.43,6040,1557,151079,97,,
23.14,0.0,1.43,6044,1558,151151,97,,
23.46,0.0,1.51,6048,1559,151257,97,,
23.43,0.0,1.5,6052,1559,151355,97,,
23.3,0.0,1.46,6056,1560,151425,97,,
23.47,0.0,1.48,6060,1561,151525,97,,
23.23,0.0,1.45,6064,1562,151600,97,,
23.47,0.0,1.45,6068,1563,151699,97,,
23.98,0.0,1.44,6072,1564,151832,97,,
23.23,0.0,1.35,6076,1565,151908,97,,
23.51,0.0,1.39,6080,1566,152020,97,,
23.21,0.0,1.35,6084,1567,152092,97,,
23.41,0.0,1.4,6088,1569,152212,96,,
23.22,0.0,1.36,6092,1570,152290,96,,
23.29,0.0,1.39,6096,1571,152382,96,,
23.46,0.0,1.41,6100,1572,152482,96,,
23.29,0.0,1.37,6104,1572,152559,96,,
22.74,0.0,1.32,6108,1573,152645,96,,
22.61,0.0,1.31,6112,1574,152729,96,,
22.94,0.0,1.39,6116,1575,152844,97,,
23.19,0.0,1.44,6120,1576,152943,97,,
23.06,0.0,1.44,6124,1577,153026,97,,
23.38,0.0,1.47,6128,1578,153131,97,,
23.25,0.0,1.44,6132,1578,153205,97,,
23.2,0.0,1.44,6136,1579,153297,97,,
23.65,0.0,1.53,6140,1581,153444,97,,
23.94,0.0,1.54,6144,1582,153545,97,,
24.22,0.0,1.54,6148,1584,153679,96,,
23.87,0.0,1.5,6152,1585,153742,96,,
23.98,0.0,1.54,6156,1586,153823,96,,
23.92,0.0,1.53,6160,1586,153917,96,,
23.89,0.0,1.53,6164,1587,153989,96,,
23.73,0.0,1.52,6168,1588,154072,97,,
23.28,0.0,1.53,6172,1589,154160,97,,
23.47,0.0,1.57,6176,1589,154255,97,,
23.13,0.0,1.5,6180,1590,154333,97,,
23.3,0.0,1.52,6184,1591,154422,97,,
22.77,0.0,1.43,6188,1592,154489,97,,
23.18,0.0,1.46,6192,1593,154608,97,,
23.46,0.0,1.47,6196,1594,154728,97,,
23.13,0.0,1.41,6200,1595,154795,97,,
23.45,0.0,1.48,6204,1596,154904,97,,
23.45,0.0,1.47,6208,1597,154990,97,,
23.67,0.0,1.49,6212,1599,155096,96,,
23.39,0.0,1.45,6216,1600,155183,96,,
23.45,0.0,1.43,6220,1601,155288,96,,
23.41,0.0,1.41,6224,1601,155367,96,,
23.33,0.0,1.42,6228,1602,155464,96,,
23.8,0.0,1.49,6232,1603,155585,97,,
23.98,0.0,1.51,6236,1604,155695,97,,
23.33,0.0,1.39,6240,1605,155777,97,,
22.93,0.0,1.35,6244,1606,155838,97,,
22.38,0.0,1.27,6248,1607,155917,97,,
22.43,0.0,1.26,6252,1607,155985,97,,
22.54,0.0,1.25,6256,1608,156077,97,,
22.39,0.0,1.24,6260,1609,156156,97,,
22.57,0.0,1.28,6264,1610,156246,97,,
22.88,0.0,1.32,6268,1611,156360,97,,
23.77,0.0,1.4,6272,1613,156537,96,,
23.86,0.0,1.39,6276,1615,156641,96,,
23.53,0.0,1.37,6280,1615,156686,96,,
23.68,0.0,1.4,6284,1616,156790,96,,
23.93,0.0,1.46,6288,1617,156882,96,,
24.55,0.0,1.59,6292,1619,157063,96,,
23.85,0.0,1.52,6296,1619,157113,96,,
23.84,0.0,1.54,6300,1620,157179,96,,
23.53,0.0,1.48,6304,1621,157257,97,,
23.53,0.0,1.49,6308,1622,157343,97,,
23.47,0.0,1.45,6312,1623,157443,97,,
23.77,0.0,1.5,6316,1624,157560,97,,
23.47,0.0,1.47,6320,1624,157635,97,,
23.43,0.0,1.45,6324,1625,157710,97,,
23.31,0.0,1.46,6328,1626,157795,96,,
23.36,0.0,1.46,6332,1628,157921,96,,
23.12,0.0,1.43,6336,1629,158007,96,,
23.48,0.0,1.43,6340,1631,158125,96,,
23.6,0.0,1.45,6344,1631,158198,96,,
23.43,0.0,1.43,6348,1632,158260,96,,
24.3,0.0,1.55,6352,1633,158415,96,,
24.32,0.0,1.56,6356,1634,158509,96,,
24.38,0.0,1.56,6360,1635,158594,96,,
24.4,0.0,1.54,6364,1636,158686,96,,
23.97,0.0,1.5,6368,1637,158757,96,,
23.76,0.0,1.49,6372,1638,158913,96,,
23.94,0.0,1.5,6376,1639,159035,96,,
24.35,0.0,1.54,6380,1640,159121,97,,
24.13,0.0,1.5,6384,1641,159203,96,,
24.11,0.0,1.5,6388,1642,159293,96,,
23.23,0.0,1.36,6392,1643,159386,96,,
23.63,0.0,1.42,6396,1644,159476,96,,
24.04,0.0,1.44,6400,1646,159583,96,,
24.09,0.0,1.44,6404,1647,159666,96,,
24.11,0.0,1.44,6408,1647,159754,96,,
23.86,0.0,1.42,6412,1648,159829,96,,
23.68,0.0,1.36,6416,1649,159928,96,,
23.76,0.0,1.37,6420,1650,160011,96,,
23.79,0.0,1.37,6424,1651,160089,96,,
23.79,0.0,1.35,6428,1652,160174,96,,
23.5,0.0,1.29,6432,1652,160271,96,,
23.74,0.0,1.34,6436,1653,160381,96,,
23.77,0.0,1.37,6440,1655,160502,96,,
23.92,0.0,1.38,6444,1656,160590,96,,
24.17,0.0,1.41,6448,1657,160677,96,,
23.88,0.0,1.42,6452,1658,160803,96,,
23.6,0.0,1.38,6456,1659,160869,96,,
23.4,0.0,1.34,6460,1660,160934,96,,
23.44,0.0,1.36,6464,1661,161030,96,,
23.6,0.0,1.35,6468,1662,161117,96,,
22.98,0.0,1.28,6472,1663,161211,96,,
22.42,0.0,1.22,6476,1663,161277,96,,
22.26,0.0,1.21,6480,1664,161347,96,,
22.62,0.0,1.24,6484,1665,161465,96,,
22.6,0.0,1.23,6488,1666,161553,96,,
22.69,0.0,1.22,6492,1667,161655,96,,
22.47,0.0,1.18,6496,1668,161723,96,,
22.36,0.0,1.18,6500,1669,161819,96,,
22.57,0.0,1.2,6504,1671,161923,96,,
22.79,0.0,1.21,6508,1672,162033,96,,
23.27,0.0,1.33,6512,1674,162156,96,,
23.23,0.0,1.33,6516,1675,162251,96,,
23.55,0.0,1.39,6520,1677,162366,96,,
23.7,0.0,1.43,6524,1678,162459,96,,
23.67,0.0,1.42,6528,1679,162541,96,,
23.64,0.0,1.45,6532,1680,162635,96,,
23.48,0.0,1.42,6536,1680,162729,96,,
23.06,0.0,1.4,6540,1681,162808,96,,
23.27,0.0,1.46,6544,1682,162917,96,,
23.19,0.0,1.44,6548,1683,162996,96,,
22.78,0.0,1.37,6552,1684,163081,96,,
22.81,0.0,1.4,6556,1684,163150,96,,
22.91,0.0,1.44,6560,1685,163225,96,,
22.83,0.0,1.41,6564,1686,163313,96,,
22.83,0.0,1.45,6568,1687,163400,96,,
22.85,0.0,1.46,6572,1688,163496,96,,
23.05,0.0,1.49,6576,1689,163582,96,,
23.94,0.0,1.63,6580,1691,163741,96,,
23.75,0.0,1.61,6584,1692,163840,96,,
23.73,0.0,1.59,6588,1693,163926,96,,
23.78,0.0,1.59,6592,1694,164033,96,,
23.92,0.0,1.62,6596,1695,164115,96,,
23.95,0.0,1.61,6600,1696,164214,96,,
24.35,0.0,1.69,6604,1697,164358,96,,
24.03,0.0,1.65,6608,1698,164436,96,,
23.65,0.0,1.57,6612,1699,164521,96,,
23.52,0.0,1.58,6616,1699,164603,96,,
23.12,0.0,1.51,6620,1700,164678,96,,
22.87,0.0,1.47,6624,1701,164746,96,,
23.27,0.0,1.51,6628,1702,164868,96,,
23.13,0.0,1.48,6632,1703,164948,96,,
23.56,0.0,1.53,6636,1705,165085,96,,
23.65,0.0,1.53,6640,1706,165173,96,,
24.01,0.0,1.53,6644,1707,165318,96,,
23.95,0.0,1.54,6648,1708,165391,96,,
23.73,0.0,1.5,6652,1709,165454,96,,
23.81,0.0,1.48,6656,1710,165531,96,,
24.04,0.0,1.48,6660,1711,165629,96,,
23.83,0.0,1.47,6664,1711,165696,96,,
24.03,0.0,1.46,6668,1712,165803,96,,
23.82,0.0,1.45,6672,1713,165878,96,,
24.1,0.0,1.47,6676,1714,165992,96,,
24.16,0.0,1.44,6680,1715,166157,96,,
24.19,0.0,1.46,6684,1716,166259,96,,
24.63,0.0,1.48,6688,1718,166389,96,,
24.14,0.0,1.43,6692,1718,166447,96,,
24.12,0.0,1.42,6696,1720,166527,96,,
24.2,0.0,1.43,6700,1721,166634,96,,
23.72,0.0,1.35,6704,1722,166730,96,,
23.65,0.0,1.35,6708,1723,166801,96,,
23.66,0.0,1.32,6712,1724,166887,96,,
23.79,0.0,1.33,6716,1725,166982,96,,
23.85,0.0,1.34,6720,1725,167063,96,,
24.0,0.0,1.37,6724,1726,167146,96,,
23.69,0.0,1.36,6728,1727,167237,96,,
23.69,0.0,1.36,6732,1728,167317,96,,
23.26,0.0,1.3,6736,1729,167411,96,,
23.0,0.0,1.26,6740,1729,167473,96,,
22.37,0.0,1.19,6744,1730,167555,96,,
22.37,0.0,1.2,6748,1731,167628,96,,
22.6,0.0,1.21,6752,1731,167714,96,,
22.84,0.0,1.26,6756,1732,167815,96,,
23.11,0.0,1.3,6760,1734,167940,96,,
23.44,0.0,1.32,6764,1735,168040,96,,
23.56,0.0,1.3,6768,1737,168159,96,,
23.6,0.0,1.29,6772,1738,168238,96,,
