time/time_elapsed,time/episodes,rollout/ep_len_mean,time/fps,time/total_timesteps,rollout/ep_rew_mean,rollout/exploration_rate,eval/mean_reward,eval/mean_ep_length
3,4,27.0,28,108,1.0,0.99829,,
4,8,27.125,48,217,1.0,0.9965641666666667,,
5,12,27.0,62,324,0.9166666666666666,0.9948700000000001,,
5,16,25.375,70,406,0.9375,0.9935716666666667,,
6,20,23.9,76,478,0.8,0.9924316666666666,,
6,24,23.416666666666668,81,562,0.8333333333333334,0.9911016666666668,,
7,28,22.25,85,623,0.7142857142857143,0.9901358333333334,,
7,32,20.875,87,668,0.625,0.9894233333333333,,
8,36,22.22222222222222,95,800,0.7222222222222222,0.9873333333333333,,
8,40,21.975,98,879,0.725,0.9860824999999999,,
9,44,22.113636363636363,100,973,0.7954545454545454,0.9845941666666667,,
10,48,21.895833333333332,103,1051,0.7916666666666666,0.9833591666666667,,
10,52,22.403846153846153,106,1165,0.8076923076923077,0.9815541666666667,,
11,56,22.017857142857142,108,1233,0.7857142857142857,0.9804775000000001,,
11,60,21.85,110,1311,0.75,0.9792425,,
12,64,21.875,111,1400,0.734375,0.9778333333333333,,
13,68,22.279411764705884,114,1515,0.7794117647058824,0.9760125,,
14,72,23.36111111111111,115,1682,0.9027777777777778,0.9733683333333333,,
15,76,23.43421052631579,114,1781,0.9078947368421053,0.9718008333333332,,
16,80,23.2375,113,1859,0.8875,0.9705658333333331,,
17,84,23.333333333333332,112,1960,0.8928571428571429,0.9689666666666665,,
18,88,23.34090909090909,110,2054,0.8977272727272727,0.9674783333333333,,
18,92,23.01086956521739,111,2117,0.8804347826086957,0.9664808333333335,,
19,96,22.635416666666668,112,2173,0.84375,0.9655941666666666,,
19,100,22.35,113,2235,0.81,0.9646124999999999,,
20,104,21.98,114,2306,0.8,0.9634883333333332,,
20,108,21.7,115,2387,0.78,0.9622058333333332,,
21,112,21.98,117,2522,0.78,0.9600683333333333,,
22,116,22.21,118,2627,0.81,0.9584058333333333,,
22,120,22.21,119,2699,0.82,0.9572658333333333,,
23,124,22.43,120,2805,0.82,0.9555875000000001,,
23,128,22.59,121,2882,0.85,0.9543683333333333,,
24,132,23.02,122,2970,0.88,0.9529749999999999,,
24,136,22.56,122,3056,0.86,0.9516133333333334,,
25,140,22.63,123,3142,0.85,0.9502516666666667,,
25,144,22.37,123,3210,0.79,0.949175,,
26,148,22.3,124,3281,0.78,0.9480508333333333,,
26,152,21.96,124,3361,0.75,0.9467841666666668,,
27,156,21.98,125,3431,0.75,0.9456758333333333,,
27,160,21.89,125,3500,0.74,0.9445833333333334,,
28,164,21.9,125,3590,0.77,0.9431583333333333,,
29,168,21.45,124,3660,0.72,0.94205,,
30,172,20.89,123,3771,0.65,0.9402925000000002,,
31,176,20.72,122,3853,0.63,0.9389941666666668,,
32,180,20.66,121,3925,0.64,0.9378541666666667,,
33,184,20.98,120,4058,0.68,0.9357483333333332,,
34,188,20.92,119,4146,0.68,0.9343549999999999,,
35,192,21.02,119,4219,0.68,0.9331991666666668,,
35,196,21.47,120,4320,0.71,0.9316000000000002,,
36,200,21.44,120,4379,0.72,0.9306658333333333,,
37,204,22.0,119,4506,0.77,0.9286549999999998,,
38,208,22.44,119,4631,0.8,0.9266758333333333,,
39,212,22.22,119,4744,0.8,0.9248866666666667,,
40,216,21.84,120,4811,0.76,0.9238258333333331,,
40,220,22.27,120,4926,0.81,0.9220049999999999,,
41,224,21.97,121,5002,0.8,0.9208016666666667,,
42,228,22.25,121,5107,0.8,0.9191391666666667,,
42,232,22.1,121,5180,0.8,0.9179833333333333,,
43,236,21.99,120,5255,0.78,0.9167958333333331,,
45,240,21.87,115,5329,0.77,0.9156241666666666,,
47,244,21.85,113,5395,0.79,0.9145791666666667,,
49,248,22.01,109,5482,0.81,0.9132016666666665,,
51,252,22.04,107,5565,0.84,0.9118875000000001,,
53,256,22.72,106,5703,0.86,0.9097025000000001,,
54,260,22.65,105,5765,0.87,0.9087208333333334,,
55,264,22.41,105,5831,0.83,0.9076758333333332,,
55,268,22.57,106,5917,0.84,0.9063141666666668,,
56,272,22.59,106,6030,0.83,0.904525,,
57,276,22.97,107,6150,0.89,0.9026249999999998,,
57,280,23.3,108,6255,0.9,0.9009625000000002,,
58,284,22.85,108,6343,0.84,0.8995691666666665,,
59,288,22.93,108,6439,0.84,0.8980491666666668,,
59,292,22.82,109,6501,0.82,0.8970675,,
60,296,22.6,109,6580,0.81,0.8958166666666665,,
60,300,22.63,109,6642,0.8,0.8948350000000002,,
61,304,22.22,109,6728,0.74,0.8934733333333333,,
63,308,23.12,109,6943,0.81,0.8900691666666665,,
64,312,22.93,108,7037,0.81,0.8885808333333333,,
65,316,23.15,109,7126,0.81,0.8871716666666665,,
65,320,22.64,109,7190,0.76,0.8861583333333332,,
66,324,22.85,109,7287,0.79,0.8846225,,
67,328,22.85,110,7392,0.81,0.88296,,
68,332,23.75,110,7555,0.87,0.8803791666666667,,
68,336,23.93,111,7648,0.9,0.8789066666666665,,
69,340,24.48,111,7777,0.95,0.8768641666666664,,
70,344,24.91,111,7886,0.96,0.8751383333333335,,
71,348,24.86,112,7968,0.95,0.8738400000000001,,
71,352,25.09,112,8074,0.94,0.8721616666666666,,
72,356,24.52,112,8155,0.93,0.8708791666666666,,
73,360,25.22,113,8287,0.98,0.8687891666666667,,
73,364,25.79,113,8410,1.02,0.8668416666666665,,
74,368,26.05,114,8522,1.06,0.8650683333333332,,
75,372,25.86,114,8616,1.06,0.86358,,
76,376,25.38,113,8688,1.0,0.8624399999999999,,
77,380,25.63,113,8818,0.99,0.8603816666666668,,
78,384,25.42,113,8885,0.98,0.8593208333333332,,
79,388,25.52,112,8991,0.99,0.8576425000000001,,
80,392,25.6,113,9061,1.02,0.8565341666666666,,
80,396,26.08,113,9188,1.04,0.8545233333333334,,
81,400,26.82,113,9324,1.13,0.8523700000000001,,
82,404,27.09,114,9437,1.14,0.8505808333333332,,
83,408,25.84,114,9527,1.05,0.8491558333333333,,
84,412,26.26,114,9663,1.07,0.8470025,,
84,416,26.63,115,9789,1.07,0.8450074999999999,,
85,420,26.8,115,9870,1.08,0.8437250000000001,,
86,424,27.1,115,9997,1.07,0.8417141666666669,,
90,428,27.25,112,10117,1.06,0.8398141666666668,,
91,432,26.82,112,10237,0.99,0.8379141666666665,,
92,436,26.99,111,10347,1.0,0.8361725000000001,,
93,440,26.7,111,10447,0.97,0.8345891666666666,,
94,444,26.62,111,10548,0.98,0.8329899999999999,,
95,448,26.46,111,10614,0.97,0.8319450000000002,,
95,452,26.31,111,10705,0.98,0.8305041666666665,,
96,456,26.32,111,10787,0.98,0.8292058333333334,,
96,460,25.63,112,10850,0.94,0.8282083333333332,,
97,464,25.37,112,10947,0.91,0.8266725000000001,,
97,468,24.87,112,11009,0.86,0.8256908333333333,,
98,472,24.57,112,11073,0.82,0.8246775,,
99,476,24.79,112,11167,0.84,0.8231891666666667,,
99,480,24.04,112,11222,0.81,0.8223183333333334,,
100,484,24.55,113,11340,0.85,0.8204500000000001,,
100,488,24.23,113,11414,0.8,0.8192783333333336,,
101,492,24.3,113,11491,0.8,0.8180591666666666,,
102,496,23.97,113,11585,0.8,0.8165708333333334,,
102,500,23.48,113,11672,0.73,0.8151933333333334,,
103,504,23.18,113,11755,0.73,0.8138791666666666,,
103,508,23.1,113,11837,0.72,0.8125808333333332,,
104,512,22.71,113,11934,0.71,0.811045,,
105,516,22.25,113,12014,0.7,0.8097783333333335,,
106,520,22.28,113,12098,0.7,0.8084483333333332,,
107,524,21.64,113,12161,0.65,0.8074508333333333,,
108,528,21.08,112,12225,0.61,0.8064375,,
109,532,20.52,112,12289,0.62,0.8054241666666667,,
109,536,20.36,112,12383,0.56,0.8039358333333335,,
110,540,20.07,113,12454,0.54,0.8028116666666665,,
110,544,20.0,113,12548,0.52,0.8013233333333333,,
111,548,20.44,113,12658,0.53,0.7995816666666669,,
111,552,20.17,113,12722,0.5,0.7985683333333335,,
112,556,20.1,113,12797,0.48,0.7973808333333334,,
112,560,20.12,113,12862,0.47,0.7963516666666668,,
113,564,19.9,113,12937,0.47,0.7951641666666667,,
114,568,20.12,114,13021,0.49,0.7938341666666667,,
114,572,20.3,114,13103,0.51,0.7925358333333333,,
115,576,20.01,114,13168,0.47,0.7915066666666666,,
115,580,20.1,114,13232,0.47,0.7904933333333334,,
116,584,19.69,114,13309,0.44,0.7892741666666667,,
116,588,19.64,114,13378,0.45,0.7881816666666667,,
117,592,19.73,114,13464,0.45,0.7868199999999999,,
117,596,19.47,114,13532,0.41,0.7857433333333332,,
118,600,19.37,115,13609,0.39,0.7845241666666666,,
118,604,19.5,115,13705,0.4,0.7830041666666668,,
119,608,19.46,115,13783,0.39,0.7817691666666665,,
120,612,19.07,114,13841,0.35,0.7808508333333335,,
121,616,18.82,114,13896,0.33,0.7799800000000001,,
121,620,18.61,114,13959,0.3,0.7789824999999998,,
123,624,18.86,114,14047,0.34,0.7775891666666666,,
123,628,18.76,114,14101,0.34,0.7767341666666665,,
124,632,18.85,113,14174,0.34,0.7755783333333334,,
124,636,18.56,113,14239,0.36,0.7745491666666666,,
125,640,18.31,113,14285,0.35,0.7738208333333334,,
126,644,18.13,113,14361,0.35,0.7726175,,
126,648,18.15,114,14473,0.36,0.7708441666666667,,
127,652,18.53,114,14575,0.37,0.7692291666666666,,
127,656,18.43,114,14640,0.37,0.7681999999999999,,
128,660,18.54,114,14716,0.37,0.7669966666666668,,
129,664,18.56,114,14793,0.35,0.7657774999999998,,
129,668,18.41,114,14862,0.34,0.7646850000000001,,
130,672,18.28,114,14931,0.34,0.7635924999999999,,
130,676,18.38,114,15006,0.35,0.7624049999999999,,
131,680,18.68,114,15100,0.36,0.7609166666666667,,
132,684,18.97,115,15206,0.37,0.7592383333333332,,
132,688,18.88,114,15266,0.36,0.7582883333333332,,
133,692,19.21,114,15385,0.34,0.7564041666666667,,
134,696,19.21,114,15453,0.36,0.7553274999999999,,
135,700,19.22,114,15531,0.39,0.7540924999999999,,
135,704,18.78,114,15583,0.35,0.7532691666666669,,
136,708,18.79,114,15662,0.36,0.7520183333333333,,
137,712,18.83,114,15724,0.36,0.7510366666666666,,
138,716,19.03,114,15799,0.39,0.7498491666666665,,
139,720,19.42,113,15901,0.42,0.7482341666666665,,
140,724,19.13,113,15960,0.39,0.7473000000000001,,
140,728,19.28,114,16029,0.4,0.7462074999999999,,
141,732,19.49,114,16123,0.4,0.7447191666666666,,
142,736,20.1,114,16249,0.4,0.7427241666666666,,
142,740,20.58,114,16343,0.42,0.7412358333333333,,
143,744,20.73,114,16434,0.42,0.7397950000000001,,
144,748,21.12,114,16585,0.41,0.7374041666666666,,
144,752,20.87,115,16662,0.41,0.7361850000000001,,
145,756,21.13,115,16753,0.42,0.7347441666666668,,
146,760,21.14,115,16830,0.43,0.7335250000000002,,
146,764,21.22,115,16915,0.45,0.7321791666666668,,
147,768,21.2,115,16982,0.44,0.7311183333333332,,
147,772,21.18,115,17049,0.42,0.7300575,,
148,776,21.12,115,17118,0.42,0.7289649999999999,,
148,780,20.86,115,17186,0.43,0.7278883333333331,,
149,784,20.68,115,17274,0.43,0.7264949999999998,,
150,788,20.83,115,17349,0.44,0.7253075000000001,,
150,792,20.44,115,17429,0.45,0.7240408333333332,,
152,796,20.93,115,17546,0.48,0.7221883333333334,,
153,800,21.23,115,17654,0.47,0.7204783333333334,,
154,804,21.49,114,17732,0.49,0.7192433333333335,,
155,808,21.87,115,17849,0.5,0.7173908333333332,,
155,812,22.29,115,17953,0.5,0.7157441666666666,,
156,816,22.06,115,18005,0.47,0.7149208333333332,,
156,820,21.64,115,18065,0.44,0.7139708333333333,,
157,824,21.63,115,18123,0.43,0.7130525,,
157,828,21.68,115,18197,0.43,0.7118808333333334,,
158,832,21.81,115,18304,0.45,0.7101866666666665,,
158,836,21.16,115,18365,0.44,0.7092208333333332,,
159,840,20.92,115,18435,0.43,0.7081124999999999,,
160,844,20.83,115,18517,0.43,0.7068141666666665,,
160,848,20.1,115,18595,0.43,0.7055791666666666,,
161,852,20.25,115,18687,0.44,0.7041224999999998,,
161,856,20.28,115,18781,0.45,0.7026341666666667,,
162,860,20.17,116,18847,0.43,0.7015891666666668,,
163,864,20.12,116,18927,0.44,0.7003225,,
163,868,20.43,116,19025,0.48,0.6987708333333333,,
164,872,21.03,116,19152,0.52,0.6967600000000002,,
165,876,21.11,116,19229,0.53,0.6955408333333333,,
166,880,21.16,115,19302,0.52,0.694385,,
167,884,21.06,115,19380,0.5,0.69315,,
168,888,20.86,115,19435,0.49,0.6922791666666667,,
168,892,20.72,115,19501,0.47,0.6912341666666668,,
170,896,20.86,115,19632,0.49,0.68916,,
170,900,20.71,115,19725,0.49,0.6876875000000001,,
171,904,20.72,115,19804,0.5,0.6864366666666667,,
172,908,20.41,115,19890,0.48,0.6850749999999999,,
172,912,20.06,115,19959,0.49,0.6839825000000002,,
175,916,20.08,113,20013,0.49,0.6831275000000001,,
176,920,20.3,114,20095,0.52,0.6818291666666667,,
176,924,20.6,114,20183,0.54,0.6804358333333334,,
177,928,20.63,114,20260,0.55,0.6792166666666668,,
177,932,20.29,114,20333,0.51,0.6780608333333333,,
178,936,20.54,114,20419,0.51,0.6766991666666665,,
179,940,20.55,114,20490,0.51,0.6755749999999998,,
179,944,20.33,114,20550,0.49,0.674625,,
180,948,20.81,114,20676,0.51,0.6726299999999998,,
181,952,20.63,114,20750,0.48,0.6714583333333333,,
182,956,20.53,114,20834,0.46,0.6701283333333334,,
183,960,20.63,114,20910,0.48,0.668925,,
184,964,20.86,113,21013,0.49,0.6672941666666667,,
186,968,21.36,113,21161,0.52,0.6649508333333332,,
186,972,20.71,113,21223,0.5,0.6639691666666667,,
187,976,20.65,113,21294,0.49,0.6628450000000001,,
187,980,20.82,113,21384,0.51,0.6614199999999999,,
188,984,20.65,113,21445,0.5,0.6604541666666666,,
188,988,20.78,113,21513,0.52,0.6593775,,
189,992,21.2,114,21621,0.55,0.6576675,,
190,996,20.97,114,21729,0.54,0.6559575,,
193,1000,23.17,114,22042,0.68,0.6510016666666665,,
194,1004,23.45,114,22149,0.71,0.6493075000000001,,
194,1008,23.12,113,22202,0.7,0.6484683333333332,,
196,1012,23.29,113,22288,0.72,0.6471066666666667,,
197,1016,24.34,113,22447,0.8,0.6445891666666668,,
199,1020,24.53,113,22548,0.81,0.6429899999999997,,
200,1024,24.5,113,22633,0.81,0.6416441666666668,,
202,1028,25.92,113,22852,0.88,0.6381766666666666,,
202,1032,25.99,113,22932,0.91,0.6369100000000001,,
204,1036,27.28,113,23147,1.0,0.6335058333333332,,
205,1040,28.04,113,23294,1.08,0.6311783333333334,,
205,1044,28.18,113,23368,1.09,0.6300066666666665,,
206,1048,28.94,113,23570,1.12,0.6268083333333333,,
207,1052,29.52,114,23702,1.19,0.6247183333333333,,
208,1056,29.32,114,23766,1.19,0.623705,,
209,1060,30.28,114,23938,1.29,0.6209816666666668,,
210,1064,30.84,114,24097,1.34,0.6184641666666668,,
211,1068,30.78,114,24239,1.34,0.6162158333333335,,
213,1072,31.68,114,24391,1.4,0.6138091666666665,,
214,1076,31.74,114,24468,1.43,0.61259,,
215,1080,31.67,113,24551,1.43,0.6112758333333335,,
216,1084,32.28,113,24673,1.52,0.6093441666666668,,
217,1088,33.15,113,24828,1.57,0.6068899999999999,,
218,1092,33.36,114,24957,1.61,0.6048474999999999,,
,,,,25000,,0.6041825000000001,2.0,38.25
223,1096,33.69,112,25098,1.61,0.602615,,
224,1100,31.94,112,25236,1.52,0.6004300000000001,,
225,1104,31.64,112,25313,1.49,0.5992108333333332,,
225,1108,32.27,112,25429,1.55,0.5973741666666665,,
226,1112,32.73,112,25561,1.6,0.5952841666666668,,
227,1116,32.06,112,25653,1.58,0.5938275000000002,,
229,1120,32.44,112,25792,1.61,0.5916266666666667,,
231,1124,32.88,112,25921,1.66,0.5895841666666668,,
232,1128,31.79,112,26031,1.63,0.5878424999999999,,
234,1132,33.68,112,26300,1.74,0.5835833333333335,,
234,1136,32.28,112,26375,1.67,0.5823958333333334,,
235,1140,32.33,112,26527,1.68,0.5799891666666666,,
236,1144,32.6,112,26628,1.72,0.5783899999999998,,
237,1148,31.62,112,26732,1.69,0.5767433333333333,,
237,1152,31.32,112,26834,1.65,0.5751283333333332,,
238,1156,31.46,112,26912,1.69,0.5738933333333334,,
239,1160,31.02,112,27040,1.62,0.5718666666666667,,
240,1164,30.43,112,27140,1.58,0.5702833333333336,,
241,1168,30.45,113,27284,1.58,0.5680033333333334,,
241,1172,29.79,113,27370,1.56,0.5666416666666665,,
244,1176,31.64,113,27632,1.66,0.5624933333333331,,
245,1180,31.94,112,27745,1.71,0.5607041666666668,,
246,1184,31.38,112,27811,1.63,0.5596591666666666,,
248,1188,31.62,112,27990,1.67,0.5568249999999999,,
249,1192,32.02,112,28159,1.72,0.5541491666666667,,
250,1196,31.75,113,28273,1.72,0.5523441666666667,,
250,1200,31.11,113,28347,1.68,0.5511725000000002,,
251,1204,30.97,113,28410,1.67,0.550175,,
252,1208,30.92,113,28521,1.67,0.5484175,,
252,1212,30.36,113,28597,1.62,0.5472141666666666,,
253,1216,30.46,113,28699,1.62,0.5455991666666665,,
254,1220,30.39,113,28831,1.63,0.5435091666666666,,
255,1224,30.57,113,28978,1.63,0.5411816666666669,,
256,1228,30.54,113,29085,1.62,0.5394874999999999,,
257,1232,29.64,113,29264,1.6,0.5366533333333334,,
258,1236,29.98,113,29373,1.64,0.5349274999999999,,
260,1240,30.27,113,29554,1.65,0.5320616666666668,,
261,1244,30.24,113,29652,1.62,0.5305099999999998,,
263,1248,30.96,113,29828,1.67,0.5277233333333332,,
263,1252,31.04,113,29938,1.69,0.5259816666666667,,
267,1256,31.15,112,30027,1.68,0.5245724999999999,,
268,1260,30.96,112,30136,1.66,0.5228466666666666,,
269,1264,32.11,112,30351,1.76,0.5194425,,
270,1268,32.29,112,30513,1.75,0.5168774999999998,,
272,1272,32.97,112,30667,1.81,0.5144391666666667,,
273,1276,32.27,112,30859,1.82,0.5113991666666667,,
275,1280,32.32,112,30977,1.81,0.5095308333333335,,
276,1284,32.46,112,31057,1.84,0.5082641666666666,,
278,1288,32.45,112,31235,1.88,0.5054458333333335,,
279,1292,32.47,112,31406,1.88,0.5027383333333333,,
280,1296,32.8,112,31553,1.89,0.5004108333333336,,
281,1300,33.93,112,31740,2.0,0.4974499999999997,,
282,1304,34.18,112,31828,2.02,0.4960566666666665,,
283,1308,34.73,112,31994,2.05,0.49342833333333347,,
284,1312,35.6,112,32157,2.11,0.4908475000000001,,
285,1316,35.77,113,32276,2.11,0.4889633333333334,,
286,1320,36.59,113,32490,2.13,0.4855750000000001,,
288,1324,36.69,113,32647,2.17,0.48308916666666657,,
289,1328,36.43,113,32728,2.17,0.4818066666666666,,
290,1332,36.39,113,32903,2.15,0.47903583333333344,,
292,1336,37.09,112,33082,2.23,0.4762016666666665,,
293,1340,36.34,112,33188,2.17,0.4745233333333334,,
294,1344,36.85,113,33337,2.2,0.47216416666666683,,
296,1348,37.0,113,33528,2.25,0.4691399999999999,,
296,1352,36.9,113,33628,2.25,0.46755666666666673,,
297,1356,37.08,113,33735,2.26,0.46586249999999996,,
298,1360,37.39,113,33875,2.32,0.4636458333333331,,
300,1364,37.85,113,34136,2.32,0.45951333333333355,,
301,1368,38.05,113,34318,2.36,0.45663166666666666,,
303,1372,39.04,113,34571,2.37,0.4526258333333334,,
305,1376,38.88,113,34747,2.32,0.4498391666666667,,
308,1380,40.47,113,35024,2.43,0.4454533333333336,,
309,1384,40.66,113,35123,2.45,0.4438858333333334,,
311,1388,40.72,113,35307,2.42,0.4409725,,
311,1392,39.68,113,35374,2.31,0.4399116666666667,,
313,1396,40.07,113,35560,2.35,0.43696666666666684,,
313,1400,39.3,113,35670,2.28,0.435225,,
315,1404,40.26,113,35854,2.37,0.43231166666666654,,
316,1408,40.5,113,36044,2.37,0.42930333333333326,,
317,1412,40.01,113,36158,2.36,0.4274983333333333,,
318,1416,40.05,114,36281,2.35,0.4255508333333332,,
320,1420,40.14,113,36504,2.37,0.42201999999999995,,
321,1424,39.8,113,36627,2.35,0.42007249999999985,,
323,1428,40.72,113,36800,2.4,0.41733333333333356,,
325,1432,40.63,113,36966,2.4,0.4147049999999999,,
326,1436,40.69,113,37151,2.36,0.41177583333333334,,
327,1440,41.77,113,37365,2.46,0.4083874999999999,,
328,1444,41.39,113,37476,2.48,0.40663000000000005,,
330,1448,41.1,114,37638,2.44,0.4040650000000001,,
330,1452,41.33,114,37761,2.49,0.4021175,,
332,1456,41.86,114,37921,2.54,0.39958416666666663,,
333,1460,42.76,114,38151,2.57,0.3959425,,
334,1464,41.08,114,38244,2.46,0.3944700000000002,,
336,1468,40.69,114,38387,2.43,0.3922058333333335,,
337,1472,39.75,114,38546,2.37,0.3896883333333332,,
339,1476,39.46,113,38693,2.34,0.3873608333333334,,
340,1480,38.58,114,38882,2.29,0.3843683333333334,,
342,1484,39.32,114,39055,2.32,0.3816291666666668,,
343,1488,38.67,114,39174,2.27,0.379745,,
343,1492,38.98,114,39272,2.3,0.3781933333333335,,
344,1496,38.51,114,39411,2.28,0.37599250000000006,,
346,1500,39.29,114,39599,2.32,0.3730158333333332,,
346,1504,38.51,114,39705,2.25,0.3713374999999999,,
347,1508,37.86,114,39830,2.25,0.36935833333333357,,
348,1512,37.72,114,39930,2.21,0.36777499999999996,,
352,1516,37.58,113,40039,2.24,0.36604916666666665,,
353,1520,36.98,113,40202,2.25,0.3634683333333333,,
355,1524,37.72,113,40399,2.3,0.3603491666666666,,
356,1528,37.73,113,40573,2.32,0.3575941666666669,,
357,1532,37.51,113,40717,2.29,0.3553141666666666,,
358,1536,37.06,113,40857,2.26,0.35309749999999984,,
359,1540,37.07,114,41072,2.26,0.3496933333333333,,
360,1544,37.09,114,41185,2.26,0.34790416666666657,,
361,1548,36.44,114,41282,2.2,0.3463683333333334,,
363,1552,37.47,114,41508,2.23,0.3427899999999998,,
364,1556,37.09,114,41630,2.23,0.34085833333333315,,
365,1560,35.8,114,41731,2.16,0.33925916666666656,,
367,1564,36.37,114,41881,2.22,0.33688416666666643,,
368,1568,35.88,113,41975,2.16,0.3353958333333332,,
369,1572,35.31,113,42077,2.14,0.3337808333333332,,
370,1576,34.86,113,42179,2.12,0.33216583333333316,,
371,1580,34.25,114,42307,2.06,0.33013916666666665,,
372,1584,34.37,114,42492,2.1,0.3272100000000001,,
373,1588,34.39,114,42613,2.09,0.32529416666666644,,
374,1592,34.91,114,42763,2.14,0.32291916666666676,,
375,1596,34.61,114,42872,2.11,0.32119333333333333,,
376,1600,33.94,114,42993,2.06,0.3192775000000001,,
377,1604,34.79,114,43184,2.09,0.3162533333333333,,
378,1608,35.03,114,43333,2.09,0.3138941666666667,,
380,1612,36.22,114,43552,2.19,0.31042666666666685,,
382,1616,36.32,114,43671,2.17,0.30854250000000005,,
383,1620,35.8,114,43782,2.08,0.3067850000000002,,
384,1624,34.63,114,43862,1.98,0.30551833333333334,,
386,1628,34.76,114,44049,1.95,0.3025574999999999,,
387,1632,35.23,114,44240,1.99,0.2995333333333331,,
388,1636,34.9,114,44347,1.96,0.29783916666666665,,
389,1640,34.24,114,44496,1.89,0.29547999999999996,,
390,1644,34.0,114,44585,1.85,0.2940708333333333,,
391,1648,34.77,114,44759,1.92,0.29131583333333344,,
392,1652,34.16,114,44924,1.86,0.2887033333333332,,
393,1656,33.91,114,45021,1.83,0.2871675,,
394,1660,33.91,114,45122,1.81,0.2855683333333334,,
395,1664,33.45,114,45226,1.75,0.28392166666666685,,
396,1668,33.68,114,45343,1.8,0.2820691666666667,,
398,1672,34.19,114,45496,1.81,0.2796466666666667,,
399,1676,34.28,114,45607,1.78,0.27788916666666674,,
400,1680,34.1,114,45717,1.78,0.2761474999999999,,
401,1684,33.13,114,45805,1.7,0.27475416666666663,,
401,1688,33.07,114,45920,1.7,0.27293333333333325,,
402,1692,32.57,114,46020,1.67,0.2713500000000001,,
403,1696,32.34,114,46106,1.65,0.2699883333333334,,
404,1700,32.17,114,46210,1.65,0.2683416666666668,,
404,1704,31.29,114,46313,1.62,0.26671083333333323,,
406,1708,31.34,114,46467,1.61,0.26427250000000013,,
407,1712,30.49,114,46601,1.57,0.2621508333333332,,
407,1716,30.13,114,46684,1.53,0.2608366666666668,,
408,1720,30.37,114,46819,1.55,0.2586991666666669,,
409,1724,30.45,114,46907,1.56,0.25730583333333357,,
410,1728,29.8,114,47029,1.53,0.2553741666666668,,
411,1732,29.09,114,47149,1.45,0.25347416666666667,,
413,1736,29.05,114,47252,1.45,0.2518433333333333,,
414,1740,28.84,114,47380,1.43,0.2498166666666667,,
415,1744,29.02,114,47487,1.47,0.2481224999999998,,
416,1748,28.17,114,47576,1.4,0.24671333333333345,,
417,1752,28.12,114,47736,1.41,0.24417999999999995,,
418,1756,28.04,114,47825,1.38,0.24277083333333316,,
418,1760,28.16,114,47938,1.43,0.24098166666666676,,
419,1764,28.27,114,48053,1.47,0.2391608333333335,,
420,1768,28.05,114,48148,1.46,0.23765666666666685,,
421,1772,27.93,114,48289,1.49,0.23542416666666655,,
422,1776,28.05,114,48412,1.54,0.2334766666666669,,
423,1780,27.89,114,48506,1.54,0.23198833333333324,,
424,1784,28.31,114,48636,1.55,0.2299300000000002,,
425,1788,29.0,114,48820,1.5,0.22701666666666676,,
427,1792,29.08,114,48928,1.45,0.22530666666666677,,
428,1796,29.32,114,49038,1.45,0.2235649999999999,,
429,1800,29.2,114,49130,1.43,0.22210833333333324,,
430,1804,29.2,114,49233,1.43,0.2204775000000001,,
431,1808,29.01,114,49368,1.38,0.2183400000000002,,
432,1812,29.03,114,49504,1.35,0.21618666666666675,,
433,1816,29.31,114,49615,1.39,0.21442916666666656,,
434,1820,28.95,114,49714,1.39,0.21286166666666684,,
434,1824,29.07,114,49814,1.38,0.21127833333333323,,
435,1828,29.05,114,49934,1.37,0.2093783333333331,,
,,,,50000,,0.2083491666666668,1.5,36.25
440,1832,28.62,113,50011,1.35,0.20815916666666656,,
441,1836,28.87,113,50139,1.41,0.20613250000000005,,
442,1840,28.45,113,50225,1.39,0.20477083333333324,,
444,1844,28.75,113,50362,1.38,0.20260166666666668,,
446,1848,29.46,113,50522,1.37,0.2000683333333334,,
447,1852,29.17,113,50653,1.38,0.19799416666666647,,
447,1856,29.38,113,50763,1.39,0.19625249999999994,,
448,1860,29.48,113,50886,1.32,0.19430500000000017,,
449,1864,29.56,113,51009,1.29,0.19235750000000018,,
450,1868,29.84,113,51132,1.31,0.19041000000000008,,
451,1872,29.15,113,51204,1.24,0.18926999999999994,,
452,1876,29.05,113,51317,1.21,0.1874808333333331,,
453,1880,29.86,113,51492,1.23,0.18470999999999993,,
454,1884,29.94,113,51630,1.18,0.18252500000000005,,
455,1888,29.14,113,51734,1.21,0.18087833333333347,,
457,1892,29.79,113,51907,1.22,0.1781391666666664,,
458,1896,30.33,113,52071,1.26,0.17554250000000005,,
460,1900,31.02,113,52232,1.24,0.1729933333333331,,
461,1904,31.0,113,52333,1.24,0.17139416666666663,,
462,1908,30.68,113,52436,1.28,0.16976333333333304,,
463,1912,30.45,113,52549,1.27,0.16797416666666665,,
464,1916,30.43,113,52658,1.23,0.16624833333333333,,
464,1920,30.33,113,52747,1.21,0.16483916666666654,,
465,1924,30.19,113,52833,1.2,0.16347750000000016,,
466,1928,30.1,113,52944,1.19,0.16171999999999986,,
467,1932,30.25,113,53036,1.2,0.16026333333333342,,
467,1936,29.94,113,53133,1.13,0.1587274999999999,,
468,1940,30.22,113,53247,1.1,0.15692249999999996,,
469,1944,29.68,113,53330,1.05,0.15560833333333324,,
470,1948,29.63,113,53485,1.07,0.1531541666666666,,
