time/time_elapsed,time/episodes,rollout/ep_len_mean,time/fps,time/total_timesteps,rollout/ep_rew_mean,rollout/exploration_rate,eval/mean_reward,eval/mean_ep_length
1677,6148,33.21,109,183274,2.15,0.05,,
1678,6152,33.63,109,183415,2.21,0.05,,
1680,6156,34.18,109,183634,2.26,0.05,,
1682,6160,34.21,109,183798,2.23,0.05,,
1683,6164,34.04,109,183920,2.19,0.05,,
1685,6168,33.65,109,184026,2.17,0.05,,
1686,6172,33.1,109,184138,2.12,0.05,,
1687,6176,32.82,109,184230,2.09,0.05,,
1688,6180,33.03,109,184360,2.15,0.05,,
1688,6184,32.56,109,184463,2.1,0.05,,
1689,6188,32.5,109,184574,2.06,0.05,,
1691,6192,32.92,109,184763,2.09,0.05,,
1692,6196,32.98,109,184886,2.07,0.05,,
1692,6200,32.23,109,184992,1.92,0.05,,
1693,6204,31.61,109,185083,1.91,0.05,,
1694,6208,31.73,109,185219,1.9,0.05,,
1695,6212,31.69,109,185301,1.89,0.05,,
1696,6216,30.9,109,185420,1.8,0.05,,
1697,6220,30.93,109,185525,1.8,0.05,,
1699,6224,30.73,109,185644,1.78,0.05,,
1700,6228,31.01,109,185796,1.79,0.05,,
1702,6232,31.3,109,185935,1.77,0.05,,
1703,6236,31.37,109,186056,1.79,0.05,,
1704,6240,31.6,109,186160,1.83,0.05,,
1704,6244,31.34,109,186264,1.84,0.05,,
1705,6248,30.99,109,186373,1.83,0.05,,
1706,6252,31.18,109,186533,1.81,0.05,,
1708,6256,30.84,109,186718,1.82,0.05,,
1709,6260,30.58,109,186856,1.88,0.05,,
1710,6264,30.51,109,186971,1.88,0.05,,
1711,6268,30.6,109,187086,1.88,0.05,,
1712,6272,30.7,109,187208,1.9,0.05,,
1714,6276,31.15,109,187345,1.94,0.05,,
1715,6280,31.21,109,187481,1.94,0.05,,
1716,6284,31.0,109,187563,1.94,0.05,,
1717,6288,31.06,109,187680,1.96,0.05,,
1718,6292,30.14,109,187777,1.95,0.05,,
1718,6296,29.65,109,187851,1.92,0.05,,
1720,6300,30.09,109,188001,1.98,0.05,,
1720,6304,30.42,109,188125,2.04,0.05,,
1721,6308,30.31,109,188250,2.05,0.05,,
1722,6312,30.75,109,188376,2.1,0.05,,
1723,6316,30.54,109,188474,2.14,0.05,,
1725,6320,31.4,109,188665,2.21,0.05,,
1726,6324,31.84,109,188828,2.23,0.05,,
1728,6328,31.9,109,188986,2.23,0.05,,
1729,6332,31.78,109,189113,2.22,0.05,,
1731,6336,31.97,109,189253,2.24,0.05,,
1732,6340,31.92,109,189352,2.23,0.05,,
1733,6344,32.19,109,189483,2.21,0.05,,
1734,6348,32.41,109,189614,2.25,0.05,,
1735,6352,32.09,109,189742,2.26,0.05,,
1736,6356,31.4,109,189858,2.19,0.05,,
1739,6360,31.54,109,190010,2.22,0.05,,
1740,6364,31.71,109,190142,2.25,0.05,,
1741,6368,31.84,109,190270,2.26,0.05,,
1743,6372,31.48,109,190356,2.21,0.05,,
1744,6376,31.42,109,190487,2.21,0.05,,
1746,6380,31.66,109,190647,2.18,0.05,,
1747,6384,32.03,109,190766,2.2,0.05,,
1748,6388,31.83,109,190863,2.19,0.05,,
1749,6392,32.55,109,191032,2.22,0.05,,
1750,6396,33.18,109,191169,2.28,0.05,,
1751,6400,32.82,109,191283,2.28,0.05,,
1752,6404,32.78,109,191403,2.28,0.05,,
1753,6408,32.93,109,191543,2.25,0.05,,
1754,6412,32.54,109,191630,2.22,0.05,,
1755,6416,32.73,109,191747,2.22,0.05,,
1756,6420,31.93,109,191858,2.15,0.05,,
1757,6424,31.48,109,191976,2.1,0.05,,
1758,6428,30.73,109,192059,2.08,0.05,,
1760,6432,30.81,109,192194,2.11,0.05,,
1761,6436,30.71,109,192324,2.07,0.05,,
1763,6440,31.07,109,192459,2.11,0.05,,
1764,6444,31.4,109,192623,2.12,0.05,,
1765,6448,31.28,109,192742,2.1,0.05,,
1766,6452,31.63,109,192905,2.11,0.05,,
1767,6456,31.44,109,193002,2.1,0.05,,
1768,6460,31.61,109,193171,2.07,0.05,,
1769,6464,31.54,109,193296,2.06,0.05,,
1770,6468,31.86,109,193456,2.04,0.05,,
1771,6472,32.63,109,193619,2.13,0.05,,
1772,6476,32.38,109,193725,2.11,0.05,,
1775,6480,32.86,109,193933,2.13,0.05,,
1777,6484,33.34,109,194100,2.16,0.05,,
1778,6488,33.95,109,194258,2.18,0.05,,
1779,6492,33.51,109,194383,2.12,0.05,,
1780,6496,33.42,109,194511,2.07,0.05,,
1781,6500,33.64,109,194647,2.07,0.05,,
1782,6504,33.88,109,194791,2.07,0.05,,
1783,6508,33.8,109,194923,2.09,0.05,,
1784,6512,34.11,109,195041,2.13,0.05,,
1785,6516,34.29,109,195176,2.16,0.05,,
1787,6520,34.84,109,195342,2.19,0.05,,
1788,6524,34.97,109,195473,2.26,0.05,,
1789,6528,35.28,109,195587,2.27,0.05,,
1791,6532,35.32,109,195726,2.27,0.05,,
1793,6536,36.1,109,195934,2.31,0.05,,
1794,6540,36.29,109,196088,2.3,0.05,,
1795,6544,36.26,109,196249,2.35,0.05,,
1797,6548,37.03,109,196445,2.38,0.05,,
1798,6552,36.37,109,196542,2.32,0.05,,
1799,6556,36.63,109,196665,2.36,0.05,,
1799,6560,36.14,109,196785,2.33,0.05,,
1801,6564,36.27,109,196923,2.32,0.05,,
1802,6568,36.07,109,197063,2.35,0.05,,
1803,6572,35.96,109,197215,2.34,0.05,,
1804,6576,36.07,109,197332,2.32,0.05,,
1807,6580,36.22,109,197555,2.41,0.05,,
1808,6584,36.17,109,197717,2.42,0.05,,
1809,6588,35.95,109,197853,2.4,0.05,,
1811,6592,36.24,109,198007,2.4,0.05,,
1812,6596,36.11,109,198122,2.43,0.05,,
1813,6600,36.14,109,198261,2.46,0.05,,
1814,6604,36.24,109,198415,2.47,0.05,,
1815,6608,36.29,109,198552,2.49,0.05,,
1816,6612,36.89,109,198730,2.48,0.05,,
1817,6616,36.98,109,198874,2.46,0.05,,
1819,6620,36.77,109,199019,2.46,0.05,,
1821,6624,36.78,109,199151,2.41,0.05,,
1823,6628,38.02,109,199389,2.52,0.05,,
1824,6632,37.92,109,199518,2.56,0.05,,
1825,6636,37.19,109,199653,2.54,0.05,,
1827,6640,37.58,109,199846,2.54,0.05,,
1828,6644,37.49,109,199998,2.5,0.05,,
,,,,200000,,0.05,3.0,34.75
