time/fps,rollout/exploration_rate,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,time/time_elapsed,eval/mean_ep_length,eval/mean_reward
52,0.0,106,0.25,26.5,4,2,,
81,0.0,310,1.25,38.75,8,3,,
90,0.0,517,1.5833333333333333,43.083333333333336,12,5,,
97,0.0,720,1.75,45.0,16,7,,
94,0.0,921,1.85,46.05,20,9,,
93,0.0,1124,1.9166666666666667,46.833333333333336,24,12,,
95,0.0,1326,1.9642857142857142,47.357142857142854,28,13,,
97,0.0,1450,1.90625,45.3125,32,14,,
99,0.0,1610,1.8611111111111112,44.72222222222222,36,16,,
101,0.0,1743,1.8,43.575,40,17,,
102,0.0,1863,1.6590909090909092,42.34090909090909,44,18,,
103,0.0,1978,1.5625,41.208333333333336,48,19,,
104,0.0,2102,1.5,40.42307692307692,52,20,,
105,0.0,2291,1.4285714285714286,40.910714285714285,56,21,,
103,0.0,2469,1.3333333333333333,41.15,60,23,,
102,0.0,2581,1.296875,40.328125,64,25,,
101,0.0,2744,1.25,40.35294117647059,68,26,,
101,0.0,2828,1.2222222222222223,39.27777777777778,72,27,,
102,0.0,2914,1.1578947368421053,38.3421052631579,76,28,,
102,0.0,3029,1.1625,37.8625,80,29,,
103,0.0,3121,1.1071428571428572,37.154761904761905,84,30,,
103,0.0,3222,1.1136363636363635,36.61363636363637,88,31,,
103,0.0,3319,1.065217391304348,36.07608695652174,92,32,,
103,0.0,3416,1.0520833333333333,35.583333333333336,96,32,,
104,0.0,3544,1.05,35.44,100,34,,
104,0.0,3714,1.09,36.08,104,35,,
105,0.0,3820,1.05,35.1,108,36,,
104,0.0,3899,1.0,33.82,112,37,,
104,0.0,3977,0.93,32.57,116,38,,
103,0.0,4042,0.85,31.21,120,38,,
103,0.0,4119,0.77,29.95,124,39,,
102,0.0,4167,0.68,28.41,128,40,,
102,0.0,4245,0.65,27.95,132,41,,
102,0.0,4317,0.61,27.07,136,42,,
102,0.0,4380,0.57,26.37,140,42,,
102,0.0,4436,0.56,25.73,144,43,,
102,0.0,4481,0.54,25.03,148,43,,
102,0.0,4563,0.54,24.61,152,44,,
102,0.0,4708,0.58,24.17,156,45,,
102,0.0,4759,0.59,22.9,160,46,,
103,0.0,4840,0.58,22.59,164,46,,
103,0.0,4941,0.6,21.97,168,47,,
103,0.0,4997,0.59,21.69,172,48,,
103,0.0,5102,0.63,21.88,176,49,,
103,0.0,5181,0.61,21.52,180,49,,
104,0.0,5291,0.64,21.7,184,50,,
103,0.0,5382,0.65,21.6,188,51,,
103,0.0,5458,0.67,21.39,192,52,,
103,0.0,5557,0.66,21.41,196,53,,
102,0.0,5647,0.66,21.03,200,55,,
102,0.0,5826,0.67,21.12,204,57,,
102,0.0,5894,0.63,20.74,208,57,,
102,0.0,5979,0.62,20.8,212,58,,
102,0.0,6064,0.62,20.87,216,59,,
102,0.0,6112,0.61,20.7,220,59,,
102,0.0,6162,0.6,20.43,224,60,,
102,0.0,6220,0.61,20.53,228,60,,
102,0.0,6308,0.62,20.63,232,61,,
102,0.0,6374,0.62,20.57,236,61,,
103,0.0,6478,0.66,20.98,240,62,,
103,0.0,6580,0.7,21.44,244,63,,
103,0.0,6709,0.78,22.28,248,64,,
103,0.0,6862,0.86,22.99,252,66,,
103,0.0,6982,0.83,22.74,256,67,,
103,0.0,7040,0.82,22.81,260,68,,
102,0.0,7159,0.84,23.19,264,69,,
102,0.0,7254,0.85,23.13,268,70,,
102,0.0,7349,0.87,23.52,272,71,,
102,0.0,7522,0.89,24.2,276,73,,
102,0.0,7604,0.88,24.23,280,73,,
102,0.0,7699,0.9,24.08,284,74,,
102,0.0,7799,0.9,24.17,288,75,,
103,0.0,7899,0.93,24.41,292,76,,
103,0.0,8006,0.96,24.49,296,77,,
103,0.0,8126,1.0,24.79,300,78,,
103,0.0,8205,0.98,23.79,304,79,,
103,0.0,8361,1.02,24.67,308,80,,
103,0.0,8451,1.02,24.72,312,81,,
102,0.0,8589,1.06,25.25,316,83,,
102,0.0,8660,1.09,25.48,320,84,,
102,0.0,8744,1.14,25.82,324,85,,
102,0.0,8857,1.19,26.37,328,86,,
102,0.0,9030,1.25,27.22,332,87,,
102,0.0,9168,1.3,27.94,336,89,,
102,0.0,9263,1.3,27.85,340,89,,
103,0.0,9361,1.29,27.81,344,90,,
103,0.0,9493,1.27,27.84,348,91,,
103,0.0,9607,1.2,27.45,352,92,,
103,0.0,9661,1.17,26.79,356,93,,
103,0.0,9711,1.17,26.71,360,93,,
103,0.0,9808,1.2,26.49,364,94,,
103,0.0,9917,1.21,26.63,368,95,,
103,0.0,9979,1.17,26.3,372,96,,
97,0.0,10039,1.13,25.17,376,102,,
97,0.0,10114,1.13,25.1,380,103,,
97,0.0,10218,1.17,25.19,384,104,,
97,0.0,10294,1.13,24.95,388,105,,
97,0.0,10387,1.12,24.88,392,106,,
98,0.0,10508,1.16,25.02,396,107,,
98,0.0,10596,1.14,24.7,400,107,,
98,0.0,10661,1.11,24.56,404,108,,
97,0.0,10749,1.1,23.88,408,109,,
97,0.0,10911,1.12,24.6,412,111,,
97,0.0,10970,1.07,23.81,416,112,,
97,0.0,11176,1.18,25.16,420,114,,
97,0.0,11263,1.17,25.19,424,115,,
97,0.0,11342,1.13,24.85,428,116,,
97,0.0,11399,1.03,23.69,432,116,,
97,0.0,11517,1.0,23.49,436,117,,
97,0.0,11599,0.99,23.36,440,118,,
97,0.0,11688,0.99,23.27,444,119,,
97,0.0,11773,0.97,22.8,448,120,,
98,0.0,11852,0.96,22.45,452,120,,
98,0.0,11935,1.0,22.74,456,121,,
98,0.0,12012,1.04,23.01,460,122,,
98,0.0,12073,0.98,22.65,464,122,,
98,0.0,12225,0.98,23.08,468,124,,
98,0.0,12299,1.0,23.2,472,125,,
97,0.0,12425,1.04,23.86,476,126,,
97,0.0,12548,1.08,24.34,480,128,,
97,0.0,12667,1.06,24.49,484,129,,
97,0.0,12782,1.12,24.88,488,130,,
97,0.0,12850,1.1,24.63,492,131,,
97,0.0,12911,1.03,24.03,496,131,,
98,0.0,13029,0.98,24.33,500,132,,
98,0.0,13087,0.97,24.26,504,133,,
98,0.0,13171,0.97,24.22,508,134,,
98,0.0,13253,0.92,23.42,512,134,,
98,0.0,13324,0.93,23.54,516,135,,
98,0.0,13417,0.85,22.41,520,136,,
98,0.0,13504,0.85,22.41,524,137,,
98,0.0,13573,0.84,22.31,528,137,,
98,0.0,13703,0.91,23.04,532,138,,
98,0.0,13778,0.88,22.61,536,139,,
98,0.0,13841,0.85,22.42,540,140,,
98,0.0,13902,0.82,22.14,544,141,,
98,0.0,13983,0.81,22.1,548,142,,
97,0.0,14045,0.78,21.93,552,143,,
98,0.0,14248,0.85,23.13,556,145,,
98,0.0,14370,0.86,23.58,560,146,,
98,0.0,14459,0.89,23.86,564,147,,
98,0.0,14540,0.86,23.15,568,147,,
98,0.0,14598,0.85,22.99,572,148,,
98,0.0,14665,0.8,22.4,576,149,,
98,0.0,14759,0.77,22.11,580,150,,
98,0.0,14844,0.73,21.77,584,150,,
98,0.0,14966,0.71,21.84,588,152,,
98,0.0,15060,0.74,22.1,592,152,,
98,0.0,15114,0.73,22.03,596,153,,
98,0.0,15173,0.73,21.44,600,154,,
98,0.0,15324,0.82,22.37,604,156,,
97,0.0,15423,0.81,22.52,608,157,,
97,0.0,15525,0.87,22.72,612,158,,
97,0.0,15633,0.89,23.09,616,159,,
97,0.0,15701,0.85,22.84,620,160,,
97,0.0,15755,0.81,22.51,624,161,,
97,0.0,15844,0.83,22.71,628,162,,
97,0.0,15918,0.78,22.15,632,162,,
97,0.0,16022,0.82,22.44,636,163,,
97,0.0,16108,0.85,22.67,640,164,,
97,0.0,16213,0.86,23.11,644,165,,
97,0.0,16287,0.86,23.04,648,166,,
97,0.0,16409,0.91,23.64,652,167,,
97,0.0,16505,0.84,22.57,656,168,,
97,0.0,16582,0.84,22.12,660,170,,
97,0.0,16670,0.84,22.11,664,171,,
97,0.0,16758,0.86,22.18,668,172,,
97,0.0,16839,0.89,22.41,672,173,,
97,0.0,16893,0.88,22.28,676,174,,
97,0.0,17019,0.95,22.6,680,175,,
97,0.0,17100,0.97,22.56,684,176,,
97,0.0,17198,0.96,22.32,688,177,,
97,0.0,17298,0.97,22.38,692,178,,
97,0.0,17358,0.98,22.44,696,178,,
97,0.0,17506,1.06,23.33,700,180,,
97,0.0,17601,1.0,22.77,704,181,,
97,0.0,17695,1.01,22.72,708,182,,
97,0.0,17777,0.97,22.52,712,182,,
97,0.0,17834,0.94,22.01,716,183,,
97,0.0,17942,0.97,22.41,720,184,,
96,0.0,18049,1.02,22.94,724,186,,
96,0.0,18129,1.03,22.85,728,187,,
96,0.0,18220,1.09,23.02,732,188,,
96,0.0,18286,1.06,22.64,736,189,,
96,0.0,18367,1.03,22.59,740,190,,
96,0.0,18474,1.1,22.61,744,191,,
96,0.0,18583,1.12,22.96,748,192,,
96,0.0,18666,1.1,22.57,752,193,,
96,0.0,18739,1.09,22.34,756,193,,
96,0.0,18802,1.05,22.2,760,194,,
96,0.0,18865,1.02,21.95,764,195,,
96,0.0,18940,0.98,21.82,768,195,,
96,0.0,19015,0.97,21.76,772,196,,
96,0.0,19092,0.99,21.99,776,197,,
96,0.0,19139,0.89,21.2,780,197,,
96,0.0,19279,0.9,21.79,784,199,,
96,0.0,19357,0.87,21.59,788,200,,
96,0.0,19438,0.84,21.4,792,201,,
96,0.0,19569,0.86,22.11,796,203,,
96,0.0,19661,0.81,21.55,800,204,,
96,0.0,19759,0.82,21.58,804,205,,
96,0.0,19810,0.78,21.15,808,205,,
96,0.0,19906,0.8,21.29,812,206,,
95,0.0,20000,0.82,21.66,816,209,,
95,0.0,20074,0.8,21.32,820,210,,
95,0.0,20145,0.77,20.96,824,211,,
95,0.0,20206,0.74,20.77,828,211,,
95,0.0,20286,0.7,20.66,832,212,,
95,0.0,20398,0.76,21.12,836,213,,
95,0.0,20507,0.79,21.4,840,214,,
95,0.0,20552,0.71,20.78,844,215,,
95,0.0,20619,0.67,20.36,848,216,,
95,0.0,20711,0.66,20.45,852,217,,
95,0.0,20790,0.66,20.51,856,218,,
95,0.0,20863,0.67,20.61,860,219,,
95,0.0,20942,0.68,20.77,864,220,,
95,0.0,21036,0.73,20.96,868,221,,
95,0.0,21130,0.74,21.15,872,222,,
95,0.0,21261,0.79,21.69,876,223,,
95,0.0,21346,0.82,22.07,880,224,,
95,0.0,21427,0.77,21.48,884,224,,
95,0.0,21497,0.76,21.4,888,225,,
95,0.0,21576,0.75,21.38,892,226,,
95,0.0,21766,0.79,21.97,896,228,,
95,0.0,21888,0.76,22.27,900,229,,
95,0.0,21969,0.73,22.1,904,230,,
95,0.0,22075,0.78,22.65,908,232,,
94,0.0,22169,0.77,22.63,912,233,,
95,0.0,22282,0.8,22.82,916,234,,
95,0.0,22367,0.79,22.93,920,235,,
95,0.0,22467,0.81,23.22,924,236,,
95,0.0,22552,0.83,23.46,928,236,,
95,0.0,22640,0.84,23.54,932,237,,
95,0.0,22788,0.84,23.9,936,239,,
95,0.0,22925,0.87,24.18,940,240,,
95,0.0,23026,0.92,24.74,944,241,,
95,0.0,23159,0.96,25.4,948,242,,
95,0.0,23273,1.0,25.62,952,244,,
95,0.0,23384,1.01,25.94,956,245,,
94,0.0,23476,1.03,26.13,960,247,,
94,0.0,23552,1.04,26.1,964,248,,
94,0.0,23651,1.04,26.15,968,249,,
94,0.0,23749,1.04,26.19,972,250,,
94,0.0,23845,1.01,25.84,976,251,,
94,0.0,23929,1.02,25.83,980,252,,
94,0.0,24038,1.06,26.11,984,253,,
94,0.0,24104,1.06,26.07,988,253,,
94,0.0,24214,1.1,26.38,992,254,,
95,0.0,24301,1.06,25.35,996,255,,
95,0.0,24411,1.09,25.23,1000,256,,
95,0.0,24510,1.14,25.41,1004,257,,
95,0.0,24628,1.14,25.53,1008,258,,
95,0.0,24710,1.12,25.41,1012,259,,
95,0.0,24827,1.12,25.45,1016,261,,
94,0.0,24985,1.19,26.18,1020,263,,
,0.0,25000,,,,,23.75,1.0
93,0.0,25095,1.25,26.28,1024,268,,
93,0.0,25245,1.27,26.93,1028,270,,
93,0.0,25340,1.28,27.0,1032,271,,
93,0.0,25421,1.22,26.33,1036,272,,
93,0.0,25524,1.18,25.99,1040,273,,
92,0.0,25628,1.19,26.02,1044,275,,
92,0.0,25728,1.21,25.69,1048,276,,
92,0.0,25796,1.16,25.23,1052,277,,
92,0.0,25874,1.14,24.9,1056,279,,
92,0.0,25983,1.14,25.07,1060,280,,
92,0.0,26070,1.16,25.18,1064,281,,
92,0.0,26165,1.16,25.14,1068,282,,
92,0.0,26276,1.18,25.27,1072,283,,
92,0.0,26476,1.27,26.31,1076,284,,
92,0.0,26582,1.31,26.53,1080,285,,
92,0.0,26653,1.27,26.15,1084,286,,
93,0.0,26738,1.3,26.34,1088,287,,
93,0.0,26839,1.32,26.25,1092,288,,
92,0.0,26938,1.31,26.37,1096,289,,
92,0.0,27026,1.29,26.15,1100,291,,
92,0.0,27094,1.25,25.84,1104,292,,
92,0.0,27172,1.21,25.44,1108,293,,
92,0.0,27306,1.26,25.96,1112,294,,
92,0.0,27391,1.26,25.64,1116,295,,
92,0.0,27459,1.18,24.74,1120,296,,
92,0.0,27533,1.11,24.38,1124,296,,
92,0.0,27603,1.09,23.58,1128,297,,
92,0.0,27751,1.1,24.11,1132,299,,
92,0.0,27839,1.13,24.18,1136,299,,
92,0.0,27985,1.18,24.61,1140,301,,
92,0.0,28099,1.21,24.71,1144,302,,
92,0.0,28259,1.23,25.31,1148,304,,
92,0.0,28316,1.24,25.2,1152,305,,
92,0.0,28404,1.25,25.3,1156,306,,
92,0.0,28550,1.3,25.67,1160,308,,
92,0.0,28700,1.34,26.3,1164,310,,
92,0.0,28819,1.33,26.54,1168,311,,
92,0.0,28944,1.34,26.68,1172,312,,
92,0.0,29013,1.23,25.37,1176,313,,
92,0.0,29084,1.16,25.02,1180,313,,
92,0.0,29219,1.23,25.66,1184,314,,
92,0.0,29299,1.22,25.61,1188,315,,
92,0.0,29456,1.23,26.17,1192,317,,
92,0.0,29611,1.28,26.73,1196,318,,
92,0.0,29730,1.29,27.04,1200,320,,
92,0.0,29818,1.31,27.24,1204,321,,
92,0.0,29953,1.37,27.81,1208,322,,
91,0.0,30036,1.36,27.3,1212,326,,
91,0.0,30206,1.39,28.15,1216,328,,
91,0.0,30312,1.43,28.53,1220,329,,
91,0.0,30389,1.43,28.56,1224,330,,
91,0.0,30480,1.43,28.77,1228,331,,
92,0.0,30580,1.4,28.29,1232,332,,
92,0.0,30658,1.41,28.19,1236,333,,
92,0.0,30730,1.34,27.45,1240,333,,
91,0.0,30817,1.27,27.18,1244,335,,
91,0.0,30893,1.19,26.34,1248,336,,
91,0.0,30989,1.21,26.73,1252,337,,
91,0.0,31081,1.22,26.77,1256,338,,
91,0.0,31223,1.22,26.73,1260,340,,
91,0.0,31300,1.16,26.0,1264,341,,
91,0.0,31393,1.15,25.74,1268,341,,
91,0.0,31513,1.14,25.69,1272,342,,
91,0.0,31673,1.19,26.6,1276,344,,
92,0.0,31792,1.28,27.08,1280,345,,
92,0.0,31951,1.25,27.32,1284,346,,
92,0.0,32066,1.28,27.67,1288,347,,
92,0.0,32163,1.26,27.07,1292,348,,
92,0.0,32243,1.21,26.32,1296,349,,
92,0.0,32313,1.19,25.83,1300,350,,
92,0.0,32417,1.22,25.99,1304,351,,
92,0.0,32528,1.19,25.75,1308,353,,
92,0.0,32615,1.18,25.79,1312,354,,
92,0.0,32722,1.15,25.16,1316,355,,
92,0.0,32814,1.14,25.02,1320,356,,
92,0.0,33020,1.22,26.31,1324,358,,
92,0.0,33106,1.23,26.26,1328,358,,
92,0.0,33276,1.3,26.96,1332,360,,
92,0.0,33362,1.29,27.04,1336,361,,
92,0.0,33443,1.31,27.13,1340,361,,
92,0.0,33517,1.3,27.0,1344,362,,
92,0.0,33644,1.36,27.51,1348,363,,
92,0.0,33763,1.36,27.74,1352,364,,
92,0.0,33891,1.4,28.1,1356,366,,
92,0.0,33973,1.34,27.5,1360,367,,
92,0.0,34073,1.36,27.73,1364,368,,
92,0.0,34153,1.34,27.6,1368,369,,
92,0.0,34234,1.31,27.21,1372,370,,
92,0.0,34306,1.26,26.33,1376,371,,
92,0.0,34369,1.16,25.77,1380,371,,
92,0.0,34472,1.15,25.21,1384,372,,
92,0.0,34586,1.14,25.2,1388,373,,
92,0.0,34685,1.11,25.22,1392,374,,
92,0.0,34772,1.12,25.29,1396,375,,
92,0.0,34879,1.14,25.66,1400,376,,
92,0.0,35114,1.23,26.97,1404,378,,
92,0.0,35205,1.25,26.77,1408,379,,
92,0.0,35326,1.28,27.11,1412,380,,
92,0.0,35424,1.27,27.02,1416,381,,
92,0.0,35505,1.25,26.91,1420,383,,
92,0.0,35567,1.14,25.47,1424,383,,
92,0.0,35656,1.15,25.5,1428,384,,
92,0.0,35724,1.06,24.48,1432,385,,
92,0.0,35807,1.05,24.45,1436,386,,
92,0.0,35877,1.03,24.34,1440,386,,
92,0.0,36007,1.07,24.9,1444,387,,
92,0.0,36074,1.01,24.3,1448,388,,
92,0.0,36154,1.0,23.91,1452,389,,
92,0.0,36230,0.95,23.39,1456,390,,
92,0.0,36298,0.94,23.25,1460,390,,
92,0.0,36406,0.95,23.33,1464,391,,
92,0.0,36514,1.02,23.61,1468,392,,
93,0.0,36607,1.04,23.73,1472,393,,
93,0.0,36689,1.06,23.83,1476,394,,
92,0.0,36810,1.11,24.41,1480,395,,
92,0.0,36887,1.09,24.15,1484,396,,
92,0.0,37006,1.1,24.2,1488,398,,
92,0.0,37171,1.13,24.86,1492,400,,
92,0.0,37265,1.12,24.93,1496,400,,
92,0.0,37328,1.09,24.49,1500,401,,
93,0.0,37459,0.98,23.45,1504,402,,
93,0.0,37629,1.04,24.24,1508,404,,
93,0.0,37776,1.07,24.5,1512,405,,
93,0.0,37880,1.06,24.56,1516,406,,
93,0.0,37975,1.08,24.7,1520,407,,
93,0.0,38114,1.13,25.47,1524,408,,
93,0.0,38219,1.12,25.63,1528,409,,
93,0.0,38312,1.15,25.88,1532,410,,
93,0.0,38433,1.19,26.26,1536,412,,
93,0.0,38552,1.25,26.75,1540,413,,
93,0.0,38640,1.25,26.33,1544,414,,
93,0.0,38745,1.28,26.71,1548,415,,
93,0.0,38830,1.28,26.76,1552,416,,
93,0.0,38949,1.31,27.19,1556,417,,
93,0.0,39030,1.33,27.32,1560,418,,
93,0.0,39120,1.32,27.14,1564,419,,
93,0.0,39211,1.26,26.97,1568,419,,
93,0.0,39304,1.25,26.97,1572,420,,
93,0.0,39393,1.25,27.04,1576,421,,
93,0.0,39476,1.23,26.66,1580,422,,
93,0.0,39620,1.27,27.33,1584,423,,
93,0.0,39694,1.25,26.88,1588,424,,
93,0.0,39801,1.22,26.3,1592,425,,
93,0.0,39885,1.24,26.2,1596,427,,
93,0.0,39964,1.27,26.36,1600,428,,
92,0.0,40056,1.26,25.97,1604,431,,
92,0.0,40163,1.19,25.34,1608,432,,
92,0.0,40275,1.13,24.99,1612,433,,
92,0.0,40358,1.12,24.78,1616,434,,
92,0.0,40441,1.12,24.66,1620,435,,
92,0.0,40526,1.1,24.12,1624,435,,
93,0.0,40664,1.11,24.45,1628,437,,
93,0.0,40762,1.11,24.5,1632,438,,
92,0.0,40851,1.08,24.18,1636,439,,
92,0.0,40946,1.04,23.94,1640,440,,
92,0.0,41032,1.02,23.92,1644,441,,
92,0.0,41112,1.0,23.67,1648,443,,
92,0.0,41218,1.05,23.88,1652,444,,
92,0.0,41327,1.02,23.78,1656,445,,
92,0.0,41419,1.04,23.89,1660,446,,
92,0.0,41515,1.04,23.95,1664,447,,
92,0.0,41611,1.06,24.0,1668,447,,
92,0.0,41681,1.05,23.77,1672,448,,
92,0.0,41771,1.07,23.78,1676,449,,
92,0.0,41873,1.09,23.97,1680,450,,
92,0.0,42014,1.1,23.94,1684,451,,
93,0.0,42106,1.09,24.12,1688,452,,
93,0.0,42199,1.1,23.98,1692,453,,
93,0.0,42313,1.12,24.28,1696,454,,
93,0.0,42401,1.13,24.37,1700,455,,
92,0.0,42484,1.12,24.28,1704,456,,
92,0.0,42573,1.08,24.1,1708,458,,
92,0.0,42704,1.14,24.29,1712,459,,
92,0.0,42780,1.13,24.22,1716,460,,
92,0.0,42882,1.14,24.41,1720,461,,
92,0.0,42981,1.16,24.55,1724,462,,
93,0.0,43105,1.23,24.41,1728,463,,
93,0.0,43180,1.19,24.18,1732,464,,
93,0.0,43281,1.19,24.3,1736,465,,
93,0.0,43361,1.2,24.15,1740,465,,
93,0.0,43468,1.21,24.36,1744,466,,
93,0.0,43625,1.3,25.13,1748,468,,
93,0.0,43768,1.32,25.5,1752,469,,
93,0.0,43880,1.34,25.53,1756,470,,
93,0.0,43978,1.31,25.59,1760,472,,
93,0.0,44130,1.36,26.15,1764,474,,
93,0.0,44218,1.36,26.07,1768,475,,
93,0.0,44311,1.35,26.3,1772,476,,
93,0.0,44392,1.34,26.21,1776,476,,
93,0.0,44529,1.39,26.56,1780,478,,
93,0.0,44628,1.34,26.14,1784,478,,
93,0.0,44712,1.34,26.06,1788,479,,
93,0.0,44763,1.29,25.64,1792,480,,
93,0.0,44840,1.25,25.27,1796,481,,
93,0.0,44923,1.27,25.22,1800,481,,
93,0.0,45012,1.27,25.28,1804,482,,
93,0.0,45112,1.31,25.39,1808,483,,
93,0.0,45196,1.24,24.92,1812,484,,
93,0.0,45314,1.28,25.34,1816,485,,
93,0.0,45399,1.26,25.17,1820,486,,
93,0.0,45520,1.28,25.39,1824,488,,
93,0.0,45598,1.2,24.93,1828,489,,
93,0.0,45688,1.24,25.08,1832,490,,
93,0.0,45822,1.31,25.41,1836,491,,
93,0.0,45917,1.29,25.56,1840,492,,
93,0.0,46020,1.29,25.52,1844,493,,
93,0.0,46102,1.21,24.77,1848,494,,
93,0.0,46189,1.15,24.21,1852,494,,
93,0.0,46299,1.17,24.19,1856,495,,
93,0.0,46393,1.18,24.15,1860,496,,
93,0.0,46500,1.13,23.7,1864,497,,
93,0.0,46679,1.22,24.61,1868,499,,
93,0.0,46781,1.24,24.7,1872,500,,
93,0.0,46852,1.21,24.6,1876,501,,
93,0.0,46958,1.17,24.29,1880,502,,
93,0.0,47068,1.21,24.4,1884,504,,
93,0.0,47213,1.28,25.01,1888,505,,
93,0.0,47294,1.32,25.31,1892,506,,
93,0.0,47390,1.34,25.5,1896,507,,
93,0.0,47491,1.35,25.68,1900,508,,
93,0.0,47582,1.34,25.7,1904,509,,
93,0.0,47679,1.36,25.67,1908,510,,
93,0.0,47766,1.37,25.7,1912,510,,
93,0.0,47855,1.32,25.41,1916,511,,
93,0.0,47930,1.3,25.31,1920,512,,
93,0.0,48007,1.25,24.87,1924,513,,
93,0.0,48167,1.3,25.69,1928,514,,
93,0.0,48260,1.29,25.72,1932,515,,
93,0.0,48344,1.22,25.22,1936,516,,
93,0.0,48443,1.25,25.26,1940,517,,
93,0.0,48540,1.28,25.2,1944,519,,
93,0.0,48622,1.29,25.2,1948,520,,
93,0.0,48729,1.33,25.4,1952,521,,
93,0.0,48842,1.31,25.43,1956,522,,
93,0.0,48907,1.28,25.14,1960,522,,
93,0.0,48986,1.24,24.86,1964,523,,
93,0.0,49091,1.16,24.12,1968,524,,
93,0.0,49169,1.16,23.88,1972,525,,
93,0.0,49285,1.19,24.33,1976,526,,
93,0.0,49392,1.21,24.34,1980,527,,
93,0.0,49496,1.2,24.28,1984,528,,
93,0.0,49594,1.14,23.81,1988,529,,
93,0.0,49676,1.12,23.82,1992,529,,
93,0.0,49749,1.08,23.59,1996,530,,
93,0.0,49901,1.11,24.1,2000,532,,
,0.0,50000,,,,,44.5,3.75
92,0.0,50039,1.2,24.57,2004,539,,
92,0.0,50160,1.21,24.81,2008,540,,
92,0.0,50237,1.21,24.71,2012,541,,
92,0.0,50360,1.3,25.05,2016,542,,
92,0.0,50445,1.32,25.15,2020,543,,
92,0.0,50527,1.32,25.2,2024,543,,
92,0.0,50715,1.34,25.48,2028,546,,
92,0.0,50803,1.35,25.43,2032,547,,
92,0.0,50957,1.41,26.13,2036,549,,
92,0.0,51053,1.43,26.1,2040,550,,
92,0.0,51146,1.38,26.06,2044,551,,
92,0.0,51232,1.38,26.1,2048,552,,
92,0.0,51329,1.35,26.0,2052,553,,
92,0.0,51488,1.4,26.46,2056,554,,
92,0.0,51572,1.43,26.65,2060,555,,
92,0.0,51689,1.48,27.03,2064,556,,
92,0.0,51811,1.49,27.2,2068,557,,
92,0.0,51890,1.49,27.21,2072,558,,
92,0.0,51933,1.44,26.48,2076,559,,
92,0.0,52017,1.4,26.25,2080,559,,
92,0.0,52148,1.42,26.52,2084,561,,
92,0.0,52264,1.47,26.7,2088,562,,
92,0.0,52358,1.51,26.82,2092,563,,
92,0.0,52434,1.53,26.85,2096,564,,
92,0.0,52538,1.51,26.37,2100,566,,
92,0.0,52622,1.43,25.83,2104,567,,
92,0.0,52716,1.39,25.56,2108,567,,
92,0.0,52788,1.37,25.51,2112,568,,
92,0.0,52847,1.29,24.87,2116,569,,
92,0.0,52973,1.35,25.28,2120,570,,
92,0.0,53055,1.38,25.28,2124,571,,
92,0.0,53155,1.33,24.4,2128,572,,
92,0.0,53263,1.33,24.6,2132,573,,
92,0.0,53333,1.26,23.76,2136,573,,
92,0.0,53434,1.23,23.81,2140,574,,
92,0.0,53493,1.22,23.47,2144,575,,
92,0.0,53582,1.24,23.5,2148,576,,
92,0.0,53651,1.23,23.22,2152,577,,
92,0.0,53736,1.19,22.48,2156,578,,
92,0.0,53836,1.2,22.64,2160,579,,
92,0.0,53922,1.17,22.33,2164,580,,
92,0.0,54009,1.12,21.98,2168,581,,
92,0.0,54097,1.1,22.07,2172,582,,
92,0.0,54193,1.13,22.6,2176,583,,
92,0.0,54323,1.17,23.06,2180,584,,
92,0.0,54417,1.15,22.69,2184,585,,
92,0.0,54509,1.09,22.45,2188,586,,
92,0.0,54588,1.05,22.3,2192,587,,
93,0.0,54704,1.06,22.7,2196,588,,
93,0.0,54814,1.02,22.76,2200,589,,
93,0.0,54878,1.01,22.56,2204,589,,
93,0.0,54954,0.99,22.38,2208,590,,
93,0.0,55023,0.99,22.35,2212,591,,
93,0.0,55146,1.07,22.99,2216,592,,
93,0.0,55225,1.0,22.52,2220,593,,
92,0.0,55302,0.98,22.47,2224,594,,
92,0.0,55449,1.02,22.94,2228,596,,
92,0.0,55564,1.07,23.01,2232,597,,
92,0.0,55661,1.09,23.28,2236,598,,
93,0.0,55797,1.11,23.63,2240,599,,
93,0.0,55871,1.12,23.78,2244,600,,
93,0.0,55959,1.1,23.77,2248,601,,
93,0.0,56041,1.09,23.9,2252,602,,
93,0.0,56101,1.05,23.65,2256,602,,
93,0.0,56281,1.14,24.45,2260,604,,
93,0.0,56392,1.17,24.7,2264,605,,
93,0.0,56464,1.17,24.55,2268,605,,
93,0.0,56522,1.16,24.25,2272,606,,
93,0.0,56589,1.16,23.96,2276,607,,
93,0.0,56659,1.1,23.36,2280,608,,
93,0.0,56770,1.1,23.53,2284,609,,
93,0.0,56885,1.15,23.76,2288,611,,
93,0.0,57010,1.19,24.22,2292,612,,
93,0.0,57130,1.24,24.26,2296,613,,
93,0.0,57220,1.26,24.06,2300,614,,
93,0.0,57310,1.28,24.32,2304,615,,
93,0.0,57404,1.32,24.5,2308,616,,
93,0.0,57476,1.32,24.53,2312,616,,
93,0.0,57585,1.27,24.39,2316,617,,
93,0.0,57666,1.29,24.41,2320,618,,
93,0.0,57756,1.29,24.54,2324,619,,
93,0.0,57829,1.21,23.8,2328,619,,
93,0.0,57951,1.18,23.87,2332,621,,
