time/fps,rollout/exploration_rate,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,time/time_elapsed,eval/mean_ep_length,eval/mean_reward
94,0.0,129076,2.68,30.8,5036,1366,,
94,0.0,129189,2.72,30.98,5040,1367,,
94,0.0,129378,2.86,31.93,5044,1369,,
94,0.0,129461,2.84,31.87,5048,1369,,
94,0.0,129582,2.86,32.14,5052,1370,,
94,0.0,129680,2.82,31.99,5056,1371,,
94,0.0,129799,2.84,32.33,5060,1372,,
94,0.0,129989,2.92,32.72,5064,1374,,
94,0.0,130125,2.95,33.15,5068,1379,,
94,0.0,130229,2.89,32.49,5072,1380,,
94,0.0,130328,2.91,32.43,5076,1381,,
94,0.0,130428,2.81,31.42,5080,1382,,
94,0.0,130555,2.8,31.61,5084,1383,,
94,0.0,130646,2.74,30.85,5088,1384,,
94,0.0,130843,2.78,31.31,5092,1386,,
94,0.0,131019,2.84,32.11,5096,1387,,
94,0.0,131168,2.82,32.29,5100,1389,,
94,0.0,131369,2.85,33.08,5104,1390,,
94,0.0,131512,2.84,33.26,5108,1392,,
94,0.0,131617,2.8,32.9,5112,1393,,
94,0.0,131705,2.77,32.72,5116,1395,,
94,0.0,131852,2.83,32.87,5120,1396,,
94,0.0,131953,2.82,32.78,5124,1397,,
94,0.0,132103,2.89,33.08,5128,1398,,
94,0.0,132190,2.83,32.67,5132,1399,,
94,0.0,132323,2.84,32.47,5136,1400,,
94,0.0,132463,2.86,32.74,5140,1401,,
94,0.0,132623,2.77,32.45,5144,1403,,
94,0.0,132758,2.82,32.97,5148,1404,,
94,0.0,132921,2.84,33.39,5152,1405,,
94,0.0,133048,2.89,33.68,5156,1407,,
94,0.0,133157,2.87,33.58,5160,1408,,
94,0.0,133288,2.79,32.99,5164,1410,,
94,0.0,133407,2.75,32.82,5168,1411,,
94,0.0,133498,2.73,32.69,5172,1412,,
94,0.0,133603,2.75,32.75,5176,1413,,
94,0.0,133692,2.73,32.64,5180,1413,,
94,0.0,133806,2.72,32.51,5184,1414,,
94,0.0,133900,2.72,32.54,5188,1415,,
94,0.0,134038,2.64,31.95,5192,1416,,
94,0.0,134195,2.63,31.76,5196,1418,,
94,0.0,134316,2.67,31.48,5200,1419,,
94,0.0,134418,2.6,30.49,5204,1419,,
94,0.0,134533,2.59,30.21,5208,1421,,
94,0.0,134651,2.62,30.34,5212,1422,,
94,0.0,134756,2.66,30.51,5216,1423,,
94,0.0,134950,2.71,30.98,5220,1425,,
94,0.0,135053,2.72,31.0,5224,1426,,
94,0.0,135245,2.72,31.42,5228,1428,,
94,0.0,135340,2.75,31.5,5232,1429,,
94,0.0,135460,2.71,31.37,5236,1430,,
94,0.0,135586,2.67,31.23,5240,1431,,
94,0.0,135675,2.63,30.52,5244,1432,,
94,0.0,135820,2.65,30.62,5248,1433,,
94,0.0,135908,2.6,29.87,5252,1433,,
94,0.0,136045,2.61,29.97,5256,1435,,
94,0.0,136155,2.62,29.98,5260,1436,,
94,0.0,136257,2.59,29.69,5264,1437,,
94,0.0,136390,2.6,29.83,5268,1439,,
94,0.0,136602,2.72,31.04,5272,1441,,
94,0.0,136748,2.76,31.45,5276,1442,,
94,0.0,136838,2.76,31.46,5280,1443,,
94,0.0,136938,2.76,31.32,5284,1444,,
94,0.0,137060,2.82,31.6,5288,1445,,
94,0.0,137142,2.79,31.04,5292,1445,,
94,0.0,137240,2.75,30.45,5296,1446,,
94,0.0,137367,2.67,30.51,5300,1447,,
94,0.0,137466,2.65,30.48,5304,1448,,
94,0.0,137609,2.65,30.76,5308,1449,,
94,0.0,137752,2.66,31.01,5312,1451,,
94,0.0,137841,2.64,30.85,5316,1452,,
94,0.0,137926,2.51,29.76,5320,1453,,
94,0.0,138084,2.57,30.31,5324,1455,,
94,0.0,138218,2.53,29.73,5328,1456,,
94,0.0,138387,2.55,30.47,5332,1457,,
94,0.0,138504,2.55,30.44,5336,1458,,
94,0.0,138727,2.62,31.41,5340,1460,,
94,0.0,138832,2.64,31.57,5344,1461,,
95,0.0,139020,2.67,32.0,5348,1462,,
95,0.0,139172,2.73,32.64,5352,1464,,
95,0.0,139346,2.78,33.01,5356,1466,,
95,0.0,139489,2.8,33.34,5360,1467,,
95,0.0,139650,2.9,33.93,5364,1469,,
95,0.0,139770,2.91,33.8,5368,1470,,
95,0.0,139953,2.89,33.51,5372,1472,,
94,0.0,140091,2.9,33.43,5376,1476,,
94,0.0,140179,2.91,33.41,5380,1476,,
94,0.0,140289,2.9,33.51,5384,1477,,
94,0.0,140437,2.93,33.77,5388,1479,,
94,0.0,140529,2.92,33.87,5392,1480,,
94,0.0,140679,2.99,34.39,5396,1482,,
94,0.0,140803,3.03,34.36,5400,1483,,
94,0.0,140899,3.05,34.33,5404,1484,,
94,0.0,141020,3.06,34.11,5408,1485,,
94,0.0,141191,3.11,34.39,5412,1487,,
94,0.0,141323,3.15,34.82,5416,1488,,
94,0.0,141449,3.19,35.23,5420,1489,,
94,0.0,141581,3.1,34.97,5424,1490,,
95,0.0,141675,3.08,34.57,5428,1491,,
95,0.0,141820,3.11,34.33,5432,1492,,
95,0.0,141902,3.06,33.98,5436,1493,,
95,0.0,142005,2.96,32.78,5440,1494,,
95,0.0,142098,2.9,32.66,5444,1495,,
95,0.0,142193,2.77,31.73,5448,1496,,
94,0.0,142373,2.79,32.01,5452,1498,,
95,0.0,142488,2.71,31.42,5456,1499,,
95,0.0,142590,2.64,31.01,5460,1500,,
95,0.0,142701,2.5,30.51,5464,1501,,
95,0.0,142785,2.44,30.15,5468,1502,,
95,0.0,142865,2.31,29.12,5472,1503,,
95,0.0,142948,2.23,28.57,5476,1503,,
95,0.0,143048,2.18,28.69,5480,1504,,
95,0.0,143135,2.16,28.46,5484,1505,,
95,0.0,143227,2.06,27.9,5488,1506,,
95,0.0,143318,2.03,27.89,5492,1507,,
95,0.0,143411,1.91,27.32,5496,1507,,
95,0.0,143520,1.86,27.17,5500,1508,,
95,0.0,143629,1.83,27.3,5504,1510,,
95,0.0,143750,1.81,27.3,5508,1511,,
95,0.0,143853,1.72,26.62,5512,1513,,
95,0.0,144022,1.78,26.99,5516,1514,,
95,0.0,144158,1.78,27.09,5520,1515,,
95,0.0,144320,1.86,27.39,5524,1517,,
95,0.0,144413,1.85,27.38,5528,1517,,
95,0.0,144521,1.8,27.01,5532,1518,,
95,0.0,144675,1.9,27.73,5536,1520,,
95,0.0,144780,1.94,27.75,5540,1521,,
95,0.0,144879,1.99,27.81,5544,1521,,
95,0.0,145008,2.07,28.15,5548,1522,,
95,0.0,145175,2.04,28.02,5552,1524,,
95,0.0,145312,2.08,28.24,5556,1526,,
95,0.0,145413,2.15,28.23,5560,1527,,
95,0.0,145523,2.21,28.22,5564,1528,,
95,0.0,145621,2.24,28.36,5568,1529,,
95,0.0,145778,2.32,29.13,5572,1531,,
95,0.0,145915,2.38,29.67,5576,1532,,
95,0.0,146093,2.53,30.45,5580,1533,,
95,0.0,146210,2.55,30.75,5584,1534,,
95,0.0,146454,2.7,32.27,5588,1536,,
95,0.0,146659,2.84,33.41,5592,1538,,
95,0.0,146758,2.88,33.47,5596,1539,,
95,0.0,146912,2.94,33.92,5600,1541,,
95,0.0,147087,3.04,34.58,5604,1543,,
95,0.0,147204,3.09,34.54,5608,1544,,
95,0.0,147324,3.09,34.71,5612,1545,,
95,0.0,147426,3.0,34.04,5616,1546,,
95,0.0,147524,2.98,33.66,5620,1547,,
95,0.0,147637,2.95,33.17,5624,1548,,
95,0.0,147754,2.98,33.41,5628,1549,,
95,0.0,147846,2.98,33.25,5632,1550,,
95,0.0,148014,2.96,33.39,5636,1551,,
95,0.0,148238,3.12,34.58,5640,1553,,
95,0.0,148376,3.13,34.97,5644,1555,,
95,0.0,148479,3.1,34.71,5648,1556,,
95,0.0,148600,3.1,34.25,5652,1558,,
95,0.0,148702,3.04,33.9,5656,1558,,
95,0.0,148894,3.1,34.81,5660,1560,,
95,0.0,149011,3.09,34.88,5664,1561,,
95,0.0,149115,3.11,34.94,5668,1562,,
95,0.0,149244,3.1,34.66,5672,1563,,
95,0.0,149390,3.12,34.75,5676,1565,,
95,0.0,149520,3.05,34.27,5680,1566,,
95,0.0,149758,3.14,35.48,5684,1568,,
95,0.0,149943,3.1,34.89,5688,1570,,
,0.0,150000,,,,,25.5,2.0
95,0.0,150044,3.01,33.85,5692,1574,,
95,0.0,150145,3.0,33.87,5696,1575,,
95,0.0,150255,2.94,33.43,5700,1576,,
95,0.0,150420,2.9,33.33,5704,1577,,
95,0.0,150530,2.87,33.26,5708,1578,,
95,0.0,150634,2.88,33.1,5712,1579,,
95,0.0,150739,2.9,33.13,5716,1580,,
95,0.0,150854,2.89,33.3,5720,1581,,
95,0.0,151002,2.89,33.65,5724,1583,,
95,0.0,151202,2.94,34.48,5728,1585,,
95,0.0,151351,2.95,35.05,5732,1587,,
95,0.0,151474,2.92,34.6,5736,1588,,
95,0.0,151624,2.75,33.86,5740,1589,,
95,0.0,151773,2.76,33.97,5744,1590,,
95,0.0,151885,2.76,34.06,5748,1591,,
95,0.0,151996,2.75,33.96,5752,1592,,
95,0.0,152074,2.71,33.72,5756,1593,,
95,0.0,152198,2.62,33.04,5760,1594,,
95,0.0,152289,2.6,32.78,5764,1595,,
95,0.0,152384,2.57,32.69,5768,1595,,
95,0.0,152484,2.56,32.4,5772,1596,,
95,0.0,152608,2.51,32.18,5776,1598,,
95,0.0,152723,2.49,32.03,5780,1599,,
95,0.0,152824,2.41,30.66,5784,1600,,
95,0.0,153026,2.42,30.83,5788,1602,,
95,0.0,153199,2.51,31.55,5792,1604,,
95,0.0,153304,2.54,31.59,5796,1604,,
95,0.0,153433,2.57,31.78,5800,1606,,
95,0.0,153584,2.61,31.64,5804,1607,,
95,0.0,153689,2.57,31.59,5808,1608,,
95,0.0,153798,2.55,31.64,5812,1609,,
95,0.0,153935,2.54,31.96,5816,1610,,
95,0.0,154102,2.6,32.48,5820,1611,,
95,0.0,154328,2.69,33.26,5824,1614,,
95,0.0,154465,2.65,32.63,5828,1615,,
95,0.0,154582,2.65,32.31,5832,1617,,
95,0.0,154722,2.66,32.48,5836,1618,,
95,0.0,154868,2.71,32.44,5840,1619,,
95,0.0,154968,2.67,31.95,5844,1620,,
95,0.0,155094,2.71,32.09,5848,1621,,
95,0.0,155184,2.68,31.88,5852,1622,,
95,0.0,155298,2.73,32.24,5856,1623,,
95,0.0,155420,2.76,32.22,5860,1624,,
95,0.0,155567,2.8,32.78,5864,1625,,
95,0.0,155698,2.85,33.14,5868,1626,,
95,0.0,155838,2.87,33.54,5872,1628,,
95,0.0,155934,2.84,33.26,5876,1629,,
95,0.0,156085,2.87,33.62,5880,1631,,
95,0.0,156216,2.87,33.92,5884,1632,,
95,0.0,156387,2.84,33.61,5888,1633,,
95,0.0,156499,2.75,33.0,5892,1634,,
95,0.0,156624,2.77,33.2,5896,1635,,
95,0.0,156781,2.8,33.48,5900,1637,,
95,0.0,156898,2.73,33.14,5904,1638,,
95,0.0,157040,2.8,33.51,5908,1639,,
95,0.0,157182,2.84,33.84,5912,1640,,
95,0.0,157286,2.81,33.51,5916,1641,,
95,0.0,157462,2.79,33.6,5920,1643,,
95,0.0,157570,2.67,32.42,5924,1645,,
95,0.0,157664,2.63,31.99,5928,1645,,
95,0.0,157813,2.65,32.31,5932,1647,,
95,0.0,157940,2.64,32.18,5936,1648,,
95,0.0,158060,2.6,31.92,5940,1649,,
95,0.0,158159,2.62,31.91,5944,1650,,
95,0.0,158291,2.58,31.97,5948,1651,,
95,0.0,158439,2.65,32.55,5952,1652,,
95,0.0,158566,2.68,32.68,5956,1653,,
95,0.0,158702,2.68,32.82,5960,1654,,
95,0.0,158947,2.8,33.8,5964,1657,,
95,0.0,159072,2.79,33.74,5968,1658,,
95,0.0,159181,2.77,33.43,5972,1659,,
95,0.0,159291,2.83,33.57,5976,1660,,
95,0.0,159410,2.8,33.25,5980,1661,,
95,0.0,159571,2.85,33.55,5984,1663,,
95,0.0,159690,2.78,33.03,5988,1664,,
95,0.0,159820,2.79,33.21,5992,1665,,
95,0.0,159985,2.8,33.61,5996,1666,,
95,0.0,160260,2.86,34.79,6000,1672,,
95,0.0,160379,2.87,34.81,6004,1674,,
95,0.0,160551,2.86,35.11,6008,1675,,
95,0.0,160728,2.88,35.46,6012,1677,,
95,0.0,160933,2.94,36.47,6016,1678,,
95,0.0,161042,2.9,35.8,6020,1679,,
95,0.0,161180,2.95,36.1,6024,1680,,
95,0.0,161299,2.95,36.35,6028,1682,,
95,0.0,161404,2.91,35.91,6032,1682,,
95,0.0,161546,2.95,36.06,6036,1684,,
95,0.0,161702,2.99,36.42,6040,1685,,
95,0.0,161993,3.12,38.34,6044,1688,,
95,0.0,162163,3.18,38.72,6048,1690,,
95,0.0,162312,3.15,38.73,6052,1691,,
95,0.0,162468,3.12,39.02,6056,1692,,
95,0.0,162577,3.1,38.75,6060,1693,,
95,0.0,162740,2.99,37.93,6064,1695,,
96,0.0,162896,2.99,38.24,6068,1696,,
96,0.0,163065,3.04,38.84,6072,1697,,
96,0.0,163168,2.99,38.77,6076,1698,,
96,0.0,163296,3.01,38.86,6080,1700,,
96,0.0,163398,2.95,38.27,6084,1701,,
96,0.0,163498,2.94,38.08,6088,1702,,
96,0.0,163667,2.95,38.47,6092,1704,,
96,0.0,163775,2.89,37.9,6096,1705,,
96,0.0,163895,2.77,36.35,6100,1706,,
96,0.0,163979,2.72,36.0,6104,1706,,
96,0.0,164136,2.67,35.85,6108,1708,,
96,0.0,164249,2.55,35.21,6112,1709,,
96,0.0,164336,2.47,34.03,6116,1710,,
96,0.0,164440,2.41,33.98,6120,1710,,
96,0.0,164539,2.32,33.59,6124,1711,,
96,0.0,164677,2.33,33.78,6128,1712,,
96,0.0,164827,2.31,34.23,6132,1714,,
96,0.0,164962,2.27,34.16,6136,1716,,
96,0.0,165077,2.19,33.75,6140,1717,,
96,0.0,165189,2.03,31.96,6144,1718,,
96,0.0,165346,1.97,31.83,6148,1720,,
96,0.0,165445,1.92,31.33,6152,1720,,
96,0.0,165548,1.89,30.8,6156,1721,,
96,0.0,165722,1.91,31.45,6160,1723,,
96,0.0,165823,1.83,30.83,6164,1724,,
96,0.0,165928,1.78,30.32,6168,1725,,
96,0.0,166106,1.7,30.41,6172,1726,,
96,0.0,166222,1.66,30.54,6176,1727,,
96,0.0,166344,1.59,30.48,6180,1728,,
96,0.0,166607,1.64,32.09,6184,1731,,
96,0.0,166748,1.63,32.5,6188,1733,,
96,0.0,166862,1.58,31.95,6192,1734,,
96,0.0,167050,1.56,32.75,6196,1735,,
96,0.0,167157,1.54,32.62,6200,1736,,
96,0.0,167295,1.55,33.16,6204,1738,,
96,0.0,167428,1.55,32.92,6208,1739,,
96,0.0,167536,1.58,32.87,6212,1740,,
96,0.0,167657,1.59,33.21,6216,1741,,
96,0.0,167809,1.66,33.69,6220,1742,,
96,0.0,167934,1.69,33.95,6224,1743,,
96,0.0,168089,1.68,34.12,6228,1745,,
96,0.0,168198,1.71,33.71,6232,1747,,
96,0.0,168396,1.68,34.34,6236,1749,,
96,0.0,168493,1.67,34.16,6240,1750,,
96,0.0,168680,1.69,34.91,6244,1751,,
96,0.0,168884,1.69,35.38,6248,1753,,
96,0.0,169038,1.69,35.93,6252,1754,,
96,0.0,169138,1.67,35.9,6256,1755,,
96,0.0,169400,1.68,36.78,6260,1757,,
96,0.0,169490,1.71,36.67,6264,1758,,
96,0.0,169694,1.74,37.66,6268,1761,,
96,0.0,169901,1.81,37.95,6272,1763,,
96,0.0,170079,1.89,38.57,6276,1767,,
96,0.0,170175,1.92,38.31,6280,1768,,
96,0.0,170267,1.82,36.6,6284,1769,,
96,0.0,170381,1.83,36.33,6288,1770,,
96,0.0,170559,1.83,36.97,6292,1771,,
96,0.0,170732,1.88,36.82,6296,1773,,
96,0.0,170818,1.89,36.61,6300,1774,,
96,0.0,170936,1.89,36.41,6304,1775,,
96,0.0,171058,1.88,36.3,6308,1777,,
96,0.0,171162,1.9,36.26,6312,1778,,
96,0.0,171271,1.88,36.14,6316,1779,,
96,0.0,171426,1.86,36.17,6320,1781,,
96,0.0,171651,1.92,37.17,6324,1782,,
96,0.0,171746,1.9,36.57,6328,1783,,
96,0.0,172075,1.93,38.77,6332,1786,,
96,0.0,172246,1.92,38.5,6336,1787,,
96,0.0,172338,1.92,38.45,6340,1788,,
96,0.0,172437,1.9,37.57,6344,1789,,
96,0.0,172685,1.92,38.01,6348,1792,,
96,0.0,172838,1.92,38.0,6352,1794,,
96,0.0,173133,2.02,39.95,6356,1796,,
96,0.0,173443,2.02,40.43,6360,1798,,
96,0.0,173620,2.05,41.3,6364,1800,,
96,0.0,173735,2.06,40.41,6368,1801,,
96,0.0,173851,1.99,39.5,6372,1802,,
96,0.0,173979,1.94,39.0,6376,1803,,
96,0.0,174076,1.91,39.01,6380,1804,,
96,0.0,174231,1.95,39.64,6384,1805,,
96,0.0,174443,1.95,40.62,6388,1808,,
96,0.0,174540,1.96,39.81,6392,1809,,
96,0.0,174673,1.91,39.41,6396,1810,,
96,0.0,174844,1.93,40.26,6400,1811,,
96,0.0,174928,1.93,39.92,6404,1812,,
,0.0,175000,,,,,51.0,2.75
96,0.0,175123,1.93,40.65,6408,1815,,
96,0.0,175242,1.92,40.8,6412,1816,,
96,0.0,175329,1.95,40.58,6416,1816,,
96,0.0,175487,1.98,40.61,6420,1817,,
96,0.0,175613,1.94,39.62,6424,1819,,
96,0.0,175734,1.95,39.88,6428,1820,,
96,0.0,175926,1.92,38.51,6432,1822,,
96,0.0,176168,1.98,39.22,6436,1825,,
96,0.0,176299,1.99,39.61,6440,1826,,
96,0.0,176401,1.97,39.64,6444,1827,,
96,0.0,176615,1.95,39.3,6448,1828,,
96,0.0,176732,1.95,38.94,6452,1829,,
96,0.0,176843,1.86,37.1,6456,1830,,
96,0.0,176986,1.84,35.43,6460,1831,,
96,0.0,177148,1.81,35.28,6464,1833,,
96,0.0,177271,1.78,35.36,6468,1834,,
96,0.0,177590,1.88,37.39,6472,1838,,
96,0.0,177815,1.91,38.36,6476,1839,,
96,0.0,177915,1.94,38.39,6480,1840,,
96,0.0,178070,1.95,38.39,6484,1842,,
96,0.0,178217,1.91,37.74,6488,1843,,
96,0.0,178407,1.94,38.67,6492,1844,,
96,0.0,178528,1.96,38.55,6496,1845,,
96,0.0,178686,1.93,38.42,6500,1847,,
96,0.0,179049,2.05,41.21,6504,1850,,
96,0.0,179188,2.03,40.65,6508,1852,,
96,0.0,179375,2.06,41.33,6512,1854,,
96,0.0,179513,2.07,41.84,6516,1855,,
96,0.0,179696,2.03,42.09,6520,1856,,
96,0.0,179894,2.01,42.81,6524,1858,,
96,0.0,180030,2.0,42.96,6528,1859,,
96,0.0,180137,1.95,42.11,6532,1860,,
96,0.0,180239,1.9,40.71,6536,1861,,
96,0.0,180350,1.9,40.51,6540,1862,,
96,0.0,180455,1.9,40.54,6544,1863,,
96,0.0,180697,1.91,40.82,6548,1866,,
96,0.0,180832,1.91,41.0,6552,1867,,
96,0.0,180971,1.9,41.28,6556,1869,,
96,0.0,181050,1.87,40.64,6560,1869,,
96,0.0,181157,1.88,40.09,6564,1871,,
96,0.0,181324,1.89,40.53,6568,1872,,
96,0.0,181442,1.79,38.52,6572,1873,,
96,0.0,181585,1.74,37.7,6576,1874,,
96,0.0,181731,1.75,38.16,6580,1875,,
96,0.0,181858,1.75,37.88,6584,1876,,
96,0.0,182018,1.79,38.01,6588,1878,,
96,0.0,182141,1.74,37.34,6592,1880,,
96,0.0,182374,1.76,38.46,6596,1882,,
96,0.0,182541,1.79,38.55,6600,1884,,
96,0.0,182730,1.7,36.81,6604,1885,,
96,0.0,182861,1.72,36.73,6608,1886,,
96,0.0,183015,1.7,36.4,6612,1887,,
96,0.0,183194,1.72,36.81,6616,1889,,
96,0.0,183323,1.72,36.27,6620,1890,,
96,0.0,183474,1.71,35.8,6624,1891,,
96,0.0,183627,1.71,35.97,6628,1893,,
96,0.0,183818,1.74,36.81,6632,1895,,
96,0.0,184022,1.78,37.83,6636,1897,,
96,0.0,184139,1.78,37.89,6640,1898,,
96,0.0,184247,1.81,37.92,6644,1899,,
97,0.0,184476,1.83,37.79,6648,1901,,
97,0.0,184637,1.84,38.05,6652,1902,,
97,0.0,184807,1.86,38.36,6656,1904,,
97,0.0,184914,1.86,38.64,6660,1905,,
97,0.0,185051,1.84,38.94,6664,1906,,
97,0.0,185203,1.84,38.79,6668,1907,,
97,0.0,185397,1.84,39.55,6672,1910,,
97,0.0,185530,1.87,39.45,6676,1911,,
97,0.0,185665,1.85,39.34,6680,1913,,
97,0.0,185795,1.83,39.37,6684,1914,,
97,0.0,185928,1.82,39.1,6688,1915,,
97,0.0,186067,1.83,39.26,6692,1916,,
97,0.0,186245,1.81,38.71,6696,1917,,
97,0.0,186423,1.81,38.82,6700,1919,,
97,0.0,186585,1.79,38.55,6704,1920,,
97,0.0,186742,1.8,38.81,6708,1922,,
97,0.0,186942,1.84,39.27,6712,1924,,
97,0.0,187151,1.83,39.57,6716,1926,,
97,0.0,187334,1.85,40.11,6720,1928,,
97,0.0,187577,1.88,41.03,6724,1930,,
97,0.0,187734,1.9,41.07,6728,1931,,
97,0.0,187920,1.94,41.02,6732,1933,,
97,0.0,188091,1.9,40.69,6736,1934,,
97,0.0,188246,1.93,41.07,6740,1935,,
97,0.0,188410,1.96,41.63,6744,1937,,
97,0.0,188655,1.94,41.79,6748,1940,,
97,0.0,188791,1.96,41.54,6752,1941,,
97,0.0,188989,2.01,41.82,6756,1943,,
97,0.0,189191,2.03,42.77,6760,1945,,
97,0.0,189382,2.07,43.31,6764,1946,,
97,0.0,189555,2.08,43.52,6768,1948,,
97,0.0,189731,2.09,43.34,6772,1949,,
97,0.0,189888,2.09,43.58,6776,1951,,
97,0.0,190135,2.15,44.7,6780,1954,,
97,0.0,190328,2.17,45.33,6784,1956,,
97,0.0,190535,2.22,46.07,6788,1958,,
97,0.0,190745,2.28,46.78,6792,1960,,
97,0.0,190935,2.32,46.9,6796,1962,,
97,0.0,191104,2.32,46.81,6800,1964,,
97,0.0,191311,2.34,47.26,6804,1965,,
97,0.0,191499,2.37,47.57,6808,1967,,
97,0.0,191672,2.35,47.3,6812,1969,,
97,0.0,191866,2.38,47.15,6816,1971,,
97,0.0,192049,2.41,47.15,6820,1973,,
97,0.0,192191,2.4,46.14,6824,1974,,
97,0.0,192436,2.45,47.02,6828,1976,,
97,0.0,192579,2.41,46.59,6832,1978,,
97,0.0,192811,2.45,47.2,6836,1980,,
97,0.0,193084,2.52,48.38,6840,1982,,
97,0.0,193309,2.55,48.99,6844,1985,,
97,0.0,193528,2.6,48.73,6848,1987,,
97,0.0,193714,2.61,49.23,6852,1988,,
97,0.0,193889,2.59,49.0,6856,1990,,
97,0.0,194059,2.55,48.68,6860,1991,,
97,0.0,194198,2.48,48.16,6864,1993,,
97,0.0,194340,2.42,47.85,6868,1994,,
97,0.0,194421,2.35,46.9,6872,1994,,
97,0.0,194531,2.28,46.43,6876,1995,,
97,0.0,194680,2.19,45.45,6880,1997,,
97,0.0,194919,2.13,45.91,6884,2000,,
97,0.0,195044,2.02,45.09,6888,2001,,
97,0.0,195228,1.9,44.83,6892,2003,,
97,0.0,195370,1.85,44.35,6896,2004,,
97,0.0,195550,1.85,44.46,6900,2006,,
97,0.0,195774,1.86,44.63,6904,2008,,
97,0.0,195924,1.81,44.25,6908,2009,,
97,0.0,196149,1.86,44.77,6912,2011,,
97,0.0,196321,1.84,44.55,6916,2013,,
97,0.0,196477,1.82,44.28,6920,2015,,
97,0.0,196625,1.78,44.34,6924,2016,,
97,0.0,196768,1.7,43.32,6928,2018,,
97,0.0,196919,1.68,43.4,6932,2019,,
97,0.0,197135,1.7,43.24,6936,2021,,
97,0.0,197283,1.6,41.99,6940,2022,,
97,0.0,197398,1.5,40.89,6944,2023,,
97,0.0,197506,1.38,39.78,6948,2024,,
97,0.0,197628,1.33,39.14,6952,2025,,
97,0.0,197795,1.33,39.06,6956,2027,,
97,0.0,197913,1.35,38.54,6960,2028,,
97,0.0,198069,1.41,38.71,6964,2030,,
97,0.0,198215,1.48,38.75,6968,2031,,
97,0.0,198453,1.55,40.32,6972,2033,,
97,0.0,198596,1.58,40.65,6976,2035,,
97,0.0,198762,1.65,40.82,6980,2036,,
97,0.0,198981,1.75,40.62,6984,2038,,
97,0.0,199127,1.83,40.83,6988,2039,,
97,0.0,199248,1.9,40.2,6992,2040,,
97,0.0,199675,2.08,43.05,6996,2045,,
97,0.0,199803,2.07,42.53,7000,2046,,
,0.0,200000,,,,,57.75,4.75
