rollout/exploration_rate,time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,eval/mean_reward,eval/mean_ep_length
0.0,1233,1.46,4752,102,30.42,126275,,
0.0,1235,1.46,4756,102,30.4,126380,,
0.0,1236,1.47,4760,102,30.09,126492,,
0.0,1237,1.47,4764,102,30.42,126636,,
0.0,1239,1.47,4768,102,30.73,126781,,
0.0,1239,1.44,4772,102,29.89,126871,,
0.0,1241,1.43,4776,102,29.88,127016,,
0.0,1242,1.43,4780,102,30.14,127159,,
0.0,1242,1.43,4784,102,29.96,127243,,
0.0,1243,1.45,4788,102,29.75,127359,,
0.0,1245,1.49,4792,102,30.4,127515,,
0.0,1246,1.5,4796,102,30.49,127618,,
0.0,1247,1.47,4800,102,30.12,127732,,
0.0,1249,1.45,4804,102,29.82,127845,,
0.0,1250,1.45,4808,102,29.59,127947,,
0.0,1252,1.46,4812,102,30.15,128112,,
0.0,1253,1.46,4816,102,29.7,128262,,
0.0,1254,1.43,4820,102,30.06,128438,,
0.0,1256,1.49,4824,102,31.35,128647,,
0.0,1257,1.47,4828,102,31.18,128773,,
0.0,1258,1.46,4832,102,31.22,128911,,
0.0,1259,1.47,4836,102,31.47,129040,,
0.0,1260,1.46,4840,102,31.22,129150,,
0.0,1262,1.48,4844,102,31.98,129295,,
0.0,1263,1.48,4848,102,32.02,129380,,
0.0,1264,1.48,4852,102,32.07,129482,,
0.0,1266,1.5,4856,102,32.48,129628,,
0.0,1267,1.51,4860,102,32.74,129766,,
0.0,1269,1.52,4864,102,33.07,129943,,
0.0,1270,1.54,4868,102,33.24,130105,,
0.0,1271,1.53,4872,102,33.33,130204,,
0.0,1272,1.53,4876,102,32.71,130287,,
0.0,1273,1.54,4880,102,32.44,130403,,
0.0,1274,1.54,4884,102,33.1,130553,,
0.0,1275,1.54,4888,102,33.22,130681,,
0.0,1277,1.53,4892,102,33.34,130849,,
0.0,1279,1.52,4896,102,33.4,130958,,
0.0,1280,1.51,4900,102,33.04,131036,,
0.0,1281,1.53,4904,102,33.12,131157,,
0.0,1282,1.53,4908,102,32.91,131238,,
0.0,1283,1.51,4912,102,32.76,131388,,
0.0,1284,1.49,4916,102,32.16,131478,,
0.0,1285,1.49,4920,102,31.38,131576,,
0.0,1286,1.43,4924,102,30.47,131694,,
0.0,1286,1.42,4928,102,29.91,131764,,
0.0,1287,1.44,4932,102,29.26,131837,,
0.0,1288,1.43,4936,102,29.02,131942,,
0.0,1289,1.42,4940,102,28.93,132043,,
0.0,1290,1.41,4944,102,28.58,132153,,
0.0,1291,1.43,4948,102,28.73,132253,,
0.0,1292,1.43,4952,102,28.6,132342,,
0.0,1294,1.44,4956,102,29.01,132529,,
0.0,1295,1.42,4960,102,28.55,132621,,
0.0,1296,1.4,4964,102,27.74,132717,,
0.0,1297,1.38,4968,102,27.28,132833,,
0.0,1298,1.39,4972,102,27.14,132918,,
0.0,1299,1.38,4976,102,27.31,133018,,
0.0,1300,1.37,4980,102,27.16,133119,,
0.0,1301,1.37,4984,102,26.77,133230,,
0.0,1302,1.35,4988,102,26.39,133320,,
0.0,1303,1.31,4992,102,25.98,133447,,
0.0,1304,1.33,4996,102,26.25,133583,,
0.0,1305,1.34,5000,102,26.64,133700,,
0.0,1306,1.32,5004,102,26.43,133800,,
0.0,1307,1.36,5008,102,27.06,133944,,
0.0,1309,1.36,5012,102,26.48,134036,,
0.0,1310,1.38,5016,102,27.07,134185,,
0.0,1311,1.38,5020,102,27.0,134276,,
0.0,1312,1.38,5024,102,26.85,134379,,
0.0,1313,1.4,5028,102,27.48,134512,,
0.0,1314,1.4,5032,102,27.73,134610,,
0.0,1315,1.39,5036,102,27.66,134708,,
0.0,1316,1.38,5040,102,27.65,134808,,
0.0,1317,1.39,5044,102,27.43,134896,,
0.0,1318,1.36,5048,102,27.55,135008,,
0.0,1319,1.34,5052,102,27.75,135117,,
0.0,1320,1.28,5056,102,26.97,135226,,
0.0,1321,1.27,5060,102,27.06,135327,,
0.0,1322,1.26,5064,102,27.26,135443,,
0.0,1323,1.23,5068,102,27.16,135549,,
0.0,1325,1.24,5072,102,27.55,135673,,
0.0,1326,1.24,5076,102,27.83,135801,,
0.0,1327,1.24,5080,102,27.84,135903,,
0.0,1328,1.2,5084,102,27.62,135992,,
0.0,1329,1.2,5088,102,27.69,136089,,
0.0,1330,1.21,5092,102,27.62,136209,,
0.0,1331,1.23,5096,102,27.96,136379,,
0.0,1332,1.21,5100,102,27.93,136493,,
0.0,1333,1.2,5104,102,28.07,136607,,
0.0,1334,1.18,5108,102,27.95,136739,,
0.0,1335,1.16,5112,102,28.0,136836,,
0.0,1336,1.15,5116,102,27.57,136942,,
0.0,1337,1.11,5120,102,27.34,137010,,
0.0,1338,1.13,5124,102,27.69,137148,,
0.0,1340,1.12,5128,102,27.35,137247,,
0.0,1341,1.11,5132,102,27.5,137360,,
0.0,1342,1.15,5136,102,28.34,137542,,
0.0,1343,1.16,5140,102,28.44,137652,,
0.0,1344,1.14,5144,102,28.51,137747,,
0.0,1345,1.12,5148,102,28.18,137826,,
0.0,1346,1.15,5152,102,28.31,137948,,
0.0,1346,1.16,5156,102,28.01,138027,,
0.0,1347,1.18,5160,102,28.1,138137,,
0.0,1348,1.17,5164,102,28.17,138260,,
0.0,1349,1.2,5168,102,28.14,138363,,
0.0,1350,1.18,5172,102,27.9,138463,,
0.0,1352,1.17,5176,102,27.93,138594,,
0.0,1353,1.18,5180,102,27.96,138699,,
0.0,1354,1.2,5184,102,27.88,138780,,
0.0,1355,1.24,5188,102,28.02,138891,,
0.0,1356,1.23,5192,102,27.84,138993,,
0.0,1357,1.21,5196,102,27.08,139087,,
0.0,1358,1.24,5200,102,27.14,139207,,
0.0,1359,1.25,5204,102,27.09,139316,,
0.0,1360,1.23,5208,102,26.87,139426,,
0.0,1360,1.25,5212,102,26.85,139521,,
0.0,1362,1.29,5216,102,27.19,139661,,
0.0,1362,1.33,5220,102,27.44,139754,,
0.0,1363,1.32,5224,102,27.23,139871,,
0.0,1364,1.32,5228,102,27.36,139983,,
0.0,1365,1.33,5232,102,27.06,140066,,
0.0,1367,1.27,5236,102,26.18,140160,,
0.0,1368,1.27,5240,102,26.09,140261,,
0.0,1369,1.29,5244,102,26.65,140412,,
0.0,1370,1.31,5248,102,26.95,140521,,
0.0,1371,1.31,5252,102,26.67,140615,,
0.0,1372,1.28,5256,102,26.88,140715,,
0.0,1373,1.25,5260,102,26.67,140804,,
0.0,1374,1.25,5264,102,26.35,140895,,
0.0,1375,1.24,5268,102,26.76,141039,,
0.0,1376,1.23,5272,102,27.0,141163,,
0.0,1377,1.24,5276,102,26.75,141269,,
0.0,1378,1.23,5280,102,27.02,141401,,
0.0,1379,1.27,5284,102,27.17,141497,,
0.0,1380,1.26,5288,102,26.86,141577,,
0.0,1382,1.3,5292,102,27.64,141757,,
0.0,1384,1.29,5296,102,28.19,141906,,
0.0,1385,1.27,5300,102,28.14,142021,,
0.0,1386,1.24,5304,102,28.07,142123,,
0.0,1386,1.24,5308,102,27.8,142206,,
0.0,1387,1.23,5312,102,27.86,142307,,
0.0,1388,1.21,5316,102,27.49,142410,,
0.0,1389,1.22,5320,102,27.52,142506,,
0.0,1390,1.21,5324,102,27.71,142642,,
0.0,1391,1.23,5328,102,27.91,142774,,
0.0,1392,1.24,5332,102,27.91,142857,,
0.0,1393,1.26,5336,102,28.05,142965,,
0.0,1393,1.25,5340,102,27.82,143043,,
0.0,1394,1.23,5344,102,26.89,143101,,
0.0,1395,1.22,5348,102,26.68,143189,,
0.0,1396,1.24,5352,102,27.14,143329,,
0.0,1397,1.26,5356,102,27.0,143415,,
0.0,1399,1.26,5360,102,27.52,143556,,
0.0,1400,1.28,5364,102,27.84,143679,,
0.0,1401,1.26,5368,102,27.52,143791,,
0.0,1402,1.26,5372,102,26.89,143852,,
0.0,1402,1.25,5376,102,26.7,143939,,
0.0,1404,1.28,5380,102,26.94,144095,,
0.0,1404,1.25,5384,102,26.95,144192,,
0.0,1405,1.21,5388,102,26.78,144255,,
0.0,1406,1.22,5392,102,26.68,144425,,
0.0,1407,1.22,5396,102,26.17,144523,,
0.0,1408,1.23,5400,102,25.84,144605,,
0.0,1409,1.25,5404,102,26.23,144746,,
0.0,1411,1.26,5408,102,26.61,144867,,
0.0,1411,1.23,5412,102,26.17,144924,,
0.0,1413,1.24,5416,102,26.79,145089,,
0.0,1415,1.28,5420,102,27.62,145268,,
0.0,1416,1.28,5424,102,27.24,145366,,
0.0,1417,1.29,5428,102,27.21,145495,,
0.0,1418,1.33,5432,102,27.69,145626,,
0.0,1418,1.36,5436,102,27.72,145737,,
0.0,1419,1.39,5440,102,27.81,145824,,
0.0,1420,1.42,5444,102,28.76,145977,,
0.0,1421,1.43,5448,102,28.79,146068,,
0.0,1423,1.43,5452,102,28.86,146215,,
0.0,1424,1.44,5456,102,29.13,146328,,
0.0,1425,1.46,5460,102,28.79,146435,,
0.0,1426,1.44,5464,102,28.78,146557,,
0.0,1428,1.46,5468,102,28.61,146652,,
0.0,1429,1.48,5472,102,29.39,146791,,
0.0,1430,1.51,5476,102,29.85,146924,,
0.0,1431,1.46,5480,102,29.09,147004,,
0.0,1431,1.46,5484,102,29.08,147100,,
0.0,1432,1.47,5488,102,29.6,147215,,
0.0,1433,1.43,5492,102,28.61,147286,,
0.0,1434,1.42,5496,102,28.52,147375,,
0.0,1435,1.41,5500,102,28.87,147492,,
0.0,1436,1.43,5504,102,28.57,147603,,
0.0,1437,1.42,5508,102,28.52,147719,,
0.0,1438,1.47,5512,102,29.33,147857,,
0.0,1439,1.45,5516,102,29.22,148011,,
0.0,1440,1.4,5520,102,28.38,148106,,
0.0,1442,1.4,5524,102,28.62,148228,,
0.0,1443,1.38,5528,102,28.4,148335,,
0.0,1444,1.34,5532,102,28.57,148483,,
0.0,1446,1.34,5536,102,28.92,148629,,
0.0,1447,1.34,5540,102,29.63,148787,,
0.0,1448,1.32,5544,102,29.04,148881,,
0.0,1449,1.31,5548,102,29.28,148996,,
0.0,1450,1.3,5552,102,29.03,149118,,
0.0,1451,1.33,5556,102,28.99,149227,,
0.0,1452,1.36,5560,102,29.53,149388,,
0.0,1454,1.36,5564,102,29.79,149536,,
0.0,1455,1.38,5568,102,30.34,149686,,
0.0,1457,1.38,5572,102,29.83,149774,,
0.0,1458,1.35,5576,102,29.46,149870,,
0.0,1459,1.36,5580,102,29.58,149962,,
0.0,,,,,,150000,2.0,23.0
0.0,1461,1.38,5584,102,29.98,150098,,
0.0,1462,1.39,5588,102,29.84,150199,,
0.0,1463,1.41,5592,102,30.41,150327,,
0.0,1465,1.46,5596,102,31.11,150486,,
0.0,1466,1.46,5600,102,31.1,150602,,
0.0,1467,1.48,5604,102,31.6,150763,,
0.0,1469,1.49,5608,102,31.7,150889,,
0.0,1470,1.49,5612,102,31.29,150986,,
0.0,1472,1.49,5616,102,30.78,151089,,
0.0,1473,1.51,5620,102,31.43,151249,,
0.0,1474,1.52,5624,102,31.57,151385,,
0.0,1476,1.5,5628,102,31.96,151531,,
0.0,1477,1.5,5632,102,31.86,151669,,
0.0,1478,1.5,5636,102,31.73,151802,,
0.0,1479,1.48,5640,102,31.17,151904,,
0.0,1480,1.51,5644,102,31.38,152019,,
0.0,1481,1.52,5648,102,31.66,152162,,
0.0,1482,1.51,5652,102,32.04,152322,,
0.0,1484,1.5,5656,102,32.28,152455,,
0.0,1485,1.48,5660,102,32.16,152604,,
0.0,1487,1.48,5664,102,31.78,152714,,
0.0,1488,1.47,5668,102,31.88,152874,,
0.0,1490,1.47,5672,102,32.38,153012,,
0.0,1491,1.46,5676,102,32.78,153148,,
0.0,1491,1.47,5680,102,32.66,153228,,
0.0,1493,1.47,5684,102,32.67,153365,,
0.0,1494,1.48,5688,102,32.79,153478,,
0.0,1494,1.46,5692,102,32.54,153581,,
0.0,1495,1.43,5696,102,32.14,153700,,
0.0,1496,1.4,5700,102,31.61,153763,,
0.0,1497,1.39,5704,102,31.31,153894,,
0.0,1498,1.37,5708,102,31.12,154001,,
0.0,1500,1.4,5712,102,31.77,154163,,
0.0,1502,1.44,5716,102,32.31,154320,,
0.0,1504,1.44,5720,102,32.23,154472,,
0.0,1505,1.41,5724,102,31.95,154580,,
0.0,1506,1.42,5728,102,31.41,154672,,
0.0,1506,1.38,5732,102,31.08,154777,,
0.0,1507,1.39,5736,102,30.62,154864,,
0.0,1508,1.4,5740,102,30.78,154982,,
0.0,1509,1.33,5744,102,30.55,155074,,
0.0,1510,1.32,5748,102,30.23,155185,,
0.0,1511,1.3,5752,102,29.41,155263,,
0.0,1512,1.27,5756,102,29.1,155365,,
0.0,1512,1.23,5760,102,28.34,155438,,
0.0,1513,1.25,5764,102,27.95,155509,,
0.0,1514,1.23,5768,102,27.33,155607,,
0.0,1516,1.24,5772,102,26.92,155704,,
0.0,1517,1.27,5776,102,26.92,155840,,
0.0,1518,1.25,5780,102,27.21,155949,,
0.0,1520,1.28,5784,102,27.32,156097,,
0.0,1520,1.26,5788,102,26.96,156174,,
0.0,1521,1.24,5792,102,26.67,156248,,
0.0,1522,1.2,5796,102,26.42,156342,,
0.0,1523,1.22,5800,102,26.79,156442,,
0.0,1523,1.19,5804,102,26.64,156558,,
0.0,1524,1.19,5808,102,26.35,156636,,
0.0,1525,1.17,5812,102,26.24,156787,,
0.0,1526,1.14,5816,102,25.95,156915,,
0.0,1528,1.15,5820,102,26.03,157075,,
0.0,1529,1.19,5824,102,25.99,157179,,
0.0,1531,1.22,5828,102,26.26,157298,,
0.0,1532,1.27,5832,102,26.76,157453,,
0.0,1534,1.3,5836,102,27.62,157626,,
0.0,1536,1.37,5840,102,28.75,157857,,
0.0,1537,1.44,5844,102,29.29,158003,,
0.0,1538,1.46,5848,102,29.38,158123,,
0.0,1539,1.48,5852,102,30.19,158282,,
0.0,1540,1.51,5856,102,30.41,158406,,
0.0,1542,1.56,5860,102,31.48,158586,,
0.0,1544,1.59,5864,102,32.39,158748,,
0.0,1545,1.6,5868,102,32.51,158858,,
0.0,1546,1.61,5872,102,32.79,158983,,
0.0,1548,1.6,5876,102,32.73,159113,,
0.0,1548,1.57,5880,102,32.11,159160,,
0.0,1549,1.55,5884,102,32.04,159301,,
0.0,1550,1.57,5888,102,32.37,159411,,
0.0,1551,1.59,5892,102,32.76,159524,,
0.0,1553,1.68,5896,102,33.7,159712,,
0.0,1554,1.7,5900,102,34.03,159845,,
0.0,1555,1.72,5904,102,33.99,159957,,
0.0,1556,1.72,5908,102,34.24,160060,,
0.0,1557,1.7,5912,102,33.68,160155,,
0.0,1560,1.75,5916,102,35.09,160424,,
0.0,1562,1.73,5920,102,34.75,160550,,
0.0,1563,1.72,5924,102,34.91,160670,,
0.0,1565,1.71,5928,102,35.18,160816,,
0.0,1566,1.69,5932,102,35.01,160954,,
0.0,1567,1.65,5936,102,34.42,161068,,
0.0,1568,1.6,5940,102,33.22,161179,,
0.0,1569,1.62,5944,102,33.15,161318,,
0.0,1570,1.63,5948,102,33.06,161429,,
0.0,1570,1.61,5952,102,32.29,161511,,
0.0,1571,1.61,5956,102,32.1,161616,,
0.0,1573,1.59,5960,102,31.57,161743,,
0.0,1574,1.54,5964,102,31.23,161871,,
0.0,1576,1.56,5968,102,31.42,162000,,
0.0,1577,1.53,5972,102,31.22,162105,,
0.0,1578,1.56,5976,102,31.2,162233,,
0.0,1579,1.61,5980,102,31.7,162330,,
0.0,1580,1.61,5984,102,31.43,162444,,
0.0,1581,1.62,5988,102,31.42,162553,,
0.0,1582,1.61,5992,102,31.71,162695,,
0.0,1583,1.57,5996,102,30.75,162787,,
0.0,1584,1.6,6000,102,30.82,162927,,
0.0,1586,1.64,6004,102,31.63,163120,,
0.0,1587,1.66,6008,102,31.67,163227,,
0.0,1588,1.65,6012,102,31.54,163309,,
0.0,1589,1.61,6016,102,29.93,163417,,
0.0,1591,1.6,6020,102,29.86,163536,,
0.0,1592,1.63,6024,102,29.79,163649,,
0.0,1593,1.64,6028,102,29.48,163764,,
0.0,1594,1.67,6032,102,29.18,163872,,
0.0,1595,1.67,6036,102,29.23,163991,,
0.0,1596,1.66,6040,102,29.07,164086,,
0.0,1597,1.61,6044,102,28.75,164193,,
0.0,1598,1.59,6048,102,28.63,164292,,
0.0,1599,1.61,6052,102,29.03,164414,,
0.0,1600,1.61,6056,102,29.97,164613,,
0.0,1601,1.62,6060,102,29.52,164695,,
0.0,1602,1.66,6064,102,29.49,164820,,
0.0,1604,1.66,6068,102,29.18,164918,,
0.0,1605,1.67,6072,102,29.03,165008,,
0.0,1606,1.64,6076,102,28.68,165101,,
0.0,1607,1.63,6080,102,28.69,165199,,
0.0,1608,1.63,6084,102,29.02,165346,,
0.0,1609,1.61,6088,102,28.87,165440,,
0.0,1610,1.64,6092,102,28.49,165544,,
0.0,1611,1.64,6096,102,28.71,165658,,
0.0,1612,1.59,6100,102,28.44,165771,,
0.0,1613,1.55,6104,102,27.94,165914,,
0.0,1614,1.56,6108,102,28.03,166030,,
0.0,1616,1.57,6112,102,28.43,166152,,
0.0,1617,1.54,6116,102,28.49,166266,,
0.0,1618,1.55,6120,102,28.46,166382,,
0.0,1619,1.53,6124,102,28.35,166484,,
0.0,1620,1.51,6128,102,28.36,166600,,
0.0,1622,1.49,6132,102,28.25,166697,,
0.0,1623,1.49,6136,102,28.53,166844,,
0.0,1624,1.48,6140,102,28.58,166944,,
0.0,1625,1.51,6144,102,29.14,167107,,
0.0,1627,1.53,6148,102,30.14,167306,,
0.0,1628,1.54,6152,102,29.87,167401,,
0.0,1628,1.52,6156,102,28.7,167483,,
0.0,1629,1.51,6160,102,28.9,167585,,
0.0,1630,1.47,6164,102,28.55,167675,,
0.0,1631,1.46,6168,102,28.84,167802,,
0.0,1633,1.48,6172,102,29.52,167960,,
0.0,1634,1.51,6176,102,29.57,168058,,
0.0,1636,1.55,6180,102,29.51,168150,,
0.0,1637,1.54,6184,102,29.23,168269,,
0.0,1638,1.57,6188,102,29.31,168371,,
0.0,1639,1.57,6192,102,29.33,168477,,
0.0,1639,1.57,6196,102,29.01,168559,,
0.0,1641,1.6,6200,102,29.15,168686,,
0.0,1641,1.57,6204,102,28.8,168794,,
0.0,1642,1.54,6208,102,28.82,168912,,
0.0,1643,1.54,6212,102,28.65,169017,,
0.0,1644,1.53,6216,102,28.27,169093,,
0.0,1645,1.52,6220,102,28.12,169194,,
0.0,1646,1.5,6224,102,27.98,169282,,
0.0,1647,1.5,6228,102,28.01,169401,,
0.0,1649,1.49,6232,102,28.16,169513,,
0.0,1650,1.49,6236,102,27.53,169597,,
0.0,1651,1.5,6240,102,27.55,169699,,
0.0,1652,1.46,6244,102,26.82,169789,,
0.0,1653,1.44,6248,102,25.82,169888,,
0.0,1654,1.41,6252,102,25.99,170000,,
0.0,1655,1.42,6256,102,26.3,170113,,
0.0,1656,1.42,6260,102,26.27,170212,,
0.0,1657,1.42,6264,102,26.35,170310,,
0.0,1658,1.41,6268,102,26.13,170415,,
0.0,1659,1.38,6272,102,25.64,170524,,
0.0,1659,1.35,6276,102,25.48,170606,,
0.0,1660,1.3,6280,102,25.59,170709,,
0.0,1661,1.29,6284,102,25.41,170810,,
0.0,1662,1.25,6288,102,25.19,170890,,
0.0,1663,1.23,6292,102,25.17,170994,,
0.0,1665,1.21,6296,102,25.33,171092,,
0.0,1666,1.21,6300,102,25.13,171199,,
0.0,1667,1.23,6304,102,24.82,171276,,
0.0,1668,1.23,6308,102,24.7,171382,,
0.0,1669,1.24,6312,102,25.13,171530,,
0.0,1670,1.26,6316,102,25.57,171650,,
0.0,1671,1.26,6320,102,25.45,171739,,
0.0,1672,1.26,6324,102,25.35,171817,,
0.0,1673,1.23,6328,102,25.06,171907,,
0.0,1674,1.23,6332,102,25.04,172017,,
0.0,1675,1.22,6336,102,25.39,172136,,
0.0,1676,1.2,6340,102,25.39,172238,,
0.0,1677,1.2,6344,102,25.6,172349,,
0.0,1678,1.19,6348,102,25.83,172471,,
0.0,1679,1.19,6352,102,25.99,172599,,
0.0,1680,1.18,6356,102,25.64,172677,,
0.0,1681,1.18,6360,102,25.52,172764,,
0.0,1682,1.19,6364,102,25.52,172862,,
0.0,1684,1.18,6368,102,25.68,172983,,
0.0,1684,1.17,6372,102,25.41,173065,,
0.0,1685,1.15,6376,102,25.34,173140,,
0.0,1686,1.16,6380,102,25.23,173232,,
0.0,1687,1.14,6384,102,25.18,173328,,
0.0,1688,1.15,6388,102,25.61,173451,,
0.0,1688,1.16,6392,102,25.35,173529,,
0.0,1689,1.15,6396,102,25.29,173621,,
0.0,1690,1.14,6400,102,25.32,173731,,
0.0,1691,1.13,6404,102,25.71,173847,,
0.0,1692,1.12,6408,102,25.41,173923,,
0.0,1693,1.09,6412,102,25.21,174051,,
0.0,1694,1.09,6416,102,24.84,174134,,
0.0,1696,1.1,6420,102,25.02,174241,,
0.0,1697,1.09,6424,102,25.54,174371,,
0.0,1698,1.09,6428,102,25.91,174498,,
0.0,1699,1.09,6432,102,26.1,174627,,
0.0,1700,1.07,6436,102,25.81,174717,,
0.0,1701,1.07,6440,102,25.65,174803,,
0.0,1702,1.08,6444,102,25.36,174885,,
0.0,1702,1.06,6448,102,25.0,174971,,
0.0,,,,,,175000,2.0,32.5
0.0,1704,1.07,6452,102,24.71,175070,,
0.0,1705,1.08,6456,102,24.76,175153,,
0.0,1705,1.07,6460,102,24.82,175246,,
0.0,1707,1.07,6464,102,24.97,175359,,
0.0,1707,1.06,6468,102,24.57,175440,,
0.0,1709,1.07,6472,102,24.9,175555,,
0.0,1710,1.1,6476,102,24.93,175633,,
0.0,1711,1.12,6480,102,25.14,175746,,
0.0,1712,1.13,6484,102,25.49,175877,,
0.0,1713,1.13,6488,102,25.1,175961,,
0.0,1714,1.11,6492,102,25.26,176055,,
0.0,1715,1.12,6496,102,25.38,176159,,
0.0,1716,1.11,6500,102,25.22,176253,,
0.0,1717,1.1,6504,102,25.1,176357,,
0.0,1718,1.12,6508,102,25.35,176458,,
0.0,1718,1.12,6512,102,24.82,176533,,
0.0,1719,1.11,6516,102,24.79,176613,,
0.0,1720,1.1,6520,102,24.99,176740,,
0.0,1721,1.12,6524,102,24.79,176850,,
0.0,1722,1.14,6528,102,24.52,176950,,
0.0,1723,1.13,6532,102,24.49,177076,,
0.0,1725,1.14,6536,102,24.73,177190,,
0.0,1726,1.14,6540,102,24.85,177288,,
0.0,1727,1.15,6544,102,25.33,177418,,
0.0,1728,1.19,6548,102,25.36,177507,,
0.0,1729,1.21,6552,102,25.36,177606,,
0.0,1730,1.2,6556,102,25.44,177697,,
0.0,1730,1.22,6560,102,25.29,177775,,
0.0,1731,1.21,6564,102,24.97,177856,,
0.0,1732,1.2,6568,102,24.9,177930,,
0.0,1733,1.19,6572,102,24.56,178011,,
0.0,1734,1.19,6576,102,25.05,178138,,
0.0,1734,1.18,6580,102,24.82,178228,,
0.0,1735,1.19,6584,102,24.39,178316,,
0.0,1736,1.19,6588,102,24.63,178424,,
0.0,1738,1.2,6592,102,25.16,178571,,
0.0,1739,1.2,6596,102,25.11,178670,,
0.0,1741,1.2,6600,102,25.61,178814,,
0.0,1742,1.22,6604,102,25.74,178931,,
0.0,1743,1.22,6608,102,25.89,179047,,
0.0,1744,1.22,6612,102,25.99,179132,,
0.0,1745,1.22,6616,102,26.3,179243,,
0.0,1746,1.22,6620,102,25.88,179328,,
0.0,1746,1.2,6624,102,25.72,179422,,
0.0,1748,1.2,6628,102,25.97,179547,,
0.0,1749,1.2,6632,102,25.84,179660,,
0.0,1750,1.19,6636,102,25.84,179774,,
0.0,1751,1.19,6640,102,26.16,179904,,
0.0,1751,1.17,6644,102,25.73,179991,,
0.0,1753,1.16,6648,102,25.8,180087,,
0.0,1754,1.15,6652,102,25.92,180198,,
0.0,1756,1.18,6656,102,26.22,180319,,
0.0,1757,1.16,6660,102,26.6,180435,,
0.0,1758,1.17,6664,102,26.86,180542,,
0.0,1759,1.2,6668,102,27.01,180631,,
0.0,1760,1.25,6672,102,27.64,180775,,
0.0,1761,1.23,6676,102,27.55,180893,,
0.0,1763,1.24,6680,102,28.15,181043,,
0.0,1764,1.23,6684,102,28.42,181158,,
0.0,1765,1.22,6688,102,28.48,181272,,
0.0,1766,1.21,6692,102,28.02,181373,,
0.0,1766,1.18,6696,102,27.88,181458,,
0.0,1768,1.2,6700,102,27.54,181568,,
0.0,1769,1.19,6704,102,27.32,181663,,
0.0,1770,1.2,6708,102,27.11,181758,,
0.0,1771,1.19,6712,102,27.06,181838,,
0.0,1772,1.19,6716,102,27.07,181950,,
0.0,1773,1.19,6720,102,27.19,182047,,
0.0,1774,1.21,6724,102,27.27,182149,,
0.0,1775,1.19,6728,102,26.89,182236,,
0.0,1776,1.2,6732,102,26.91,182351,,
0.0,1777,1.22,6736,102,26.92,182466,,
0.0,1778,1.26,6740,102,26.66,182570,,
0.0,1779,1.3,6744,102,27.47,182738,,
0.0,1781,1.35,6748,102,28.16,182903,,
0.0,1782,1.35,6752,102,28.57,183055,,
0.0,1784,1.35,6756,102,28.69,183188,,
0.0,1786,1.37,6760,102,29.19,183354,,
0.0,1787,1.4,6764,102,29.46,183488,,
0.0,1789,1.42,6768,102,30.26,183657,,
0.0,1791,1.39,6772,102,29.8,183755,,
0.0,1793,1.41,6776,102,30.14,183907,,
0.0,1794,1.4,6780,102,29.92,184035,,
0.0,1795,1.43,6784,102,29.96,184154,,
0.0,1797,1.44,6788,102,30.31,184303,,
0.0,1798,1.5,6792,102,30.69,184442,,
0.0,1800,1.54,6796,102,31.33,184591,,
0.0,1801,1.52,6800,102,31.5,184718,,
0.0,1802,1.53,6804,102,31.65,184828,,
0.0,1804,1.51,6808,102,32.01,184959,,
0.0,1805,1.52,6812,102,32.36,185074,,
0.0,1806,1.52,6816,102,32.36,185186,,
0.0,1807,1.52,6820,102,32.54,185301,,
0.0,1808,1.53,6824,102,32.85,185434,,
0.0,1810,1.59,6828,102,33.98,185634,,
0.0,1812,1.56,6832,102,34.02,185753,,
0.0,1813,1.55,6836,102,34.04,185870,,
0.0,1814,1.52,6840,102,33.83,185953,,
0.0,1816,1.5,6844,102,33.45,186083,,
0.0,1817,1.44,6848,102,33.07,186210,,
0.0,1818,1.42,6852,102,32.88,186343,,
0.0,1819,1.4,6856,102,32.58,186446,,
0.0,1820,1.39,6860,102,32.01,186555,,
0.0,1821,1.36,6864,102,31.63,186651,,
0.0,1822,1.33,6868,102,31.15,186772,,
0.0,1823,1.34,6872,102,31.85,186940,,
0.0,1824,1.31,6876,102,31.11,187018,,
0.0,1825,1.31,6880,102,31.14,187149,,
0.0,1826,1.29,6884,102,30.98,187252,,
0.0,1827,1.27,6888,102,30.39,187342,,
0.0,1829,1.21,6892,102,30.41,187483,,
0.0,1830,1.19,6896,102,29.76,187567,,
0.0,1832,1.18,6900,102,29.83,187701,,
0.0,1833,1.18,6904,102,29.74,187802,,
0.0,1834,1.18,6908,102,29.55,187914,,
0.0,1835,1.18,6912,102,29.72,188046,,
0.0,1836,1.18,6916,102,29.94,188180,,
0.0,1837,1.17,6920,102,29.88,188289,,
0.0,1837,1.14,6924,102,29.49,188383,,
0.0,1838,1.09,6928,102,28.61,188495,,
0.0,1839,1.12,6932,102,28.42,188595,,
0.0,1840,1.12,6936,102,28.43,188713,,
0.0,1841,1.11,6940,102,28.91,188844,,
0.0,1843,1.09,6944,102,28.93,188976,,
0.0,1844,1.1,6948,102,28.66,189076,,
0.0,1846,1.11,6952,102,28.6,189203,,
0.0,1847,1.1,6956,102,28.75,189321,,
0.0,1848,1.09,6960,102,28.58,189413,,
0.0,1849,1.1,6964,102,28.81,189532,,
0.0,1850,1.12,6968,102,28.91,189663,,
