rollout/exploration_rate,time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,eval/mean_reward,eval/mean_ep_length
0.0,639,1.49,2480,102,27.61,65627,,
0.0,640,1.46,2484,102,27.29,65720,,
0.0,641,1.45,2488,102,26.9,65804,,
0.0,642,1.46,2492,102,26.92,65913,,
0.0,642,1.47,2496,102,26.93,66028,,
0.0,643,1.47,2500,102,26.91,66112,,
0.0,644,1.47,2504,102,26.88,66209,,
0.0,645,1.47,2508,102,26.91,66298,,
0.0,646,1.46,2512,102,26.86,66383,,
0.0,646,1.46,2516,102,26.75,66474,,
0.0,647,1.46,2520,102,26.74,66569,,
0.0,648,1.46,2524,102,26.67,66663,,
0.0,650,1.41,2528,102,26.02,66765,,
0.0,651,1.39,2532,102,26.11,66872,,
0.0,652,1.34,2536,102,25.46,66981,,
0.0,653,1.32,2540,102,25.51,67076,,
0.0,654,1.3,2544,102,25.42,67154,,
0.0,655,1.22,2548,102,25.12,67243,,
0.0,655,1.18,2552,102,24.29,67320,,
0.0,656,1.12,2556,102,23.8,67417,,
0.0,657,1.13,2560,102,23.82,67518,,
0.0,658,1.1,2564,102,23.59,67584,,
0.0,659,1.11,2568,102,23.74,67715,,
0.0,660,1.09,2572,102,23.63,67802,,
0.0,661,1.07,2576,102,23.99,67937,,
0.0,662,1.06,2580,102,23.99,68026,,
0.0,662,1.04,2584,102,23.93,68113,,
0.0,664,1.05,2588,102,24.09,68213,,
0.0,665,1.04,2592,102,24.13,68326,,
0.0,667,1.06,2596,102,24.29,68457,,
0.0,668,1.07,2600,102,24.34,68546,,
0.0,669,1.06,2604,102,24.22,68631,,
0.0,669,1.06,2608,102,24.17,68715,,
0.0,671,1.09,2612,102,24.89,68872,,
0.0,672,1.07,2616,102,25.04,68978,,
0.0,672,1.05,2620,102,24.91,69060,,
0.0,673,1.03,2624,102,24.8,69143,,
0.0,674,1.02,2628,102,24.69,69234,,
0.0,675,1.05,2632,102,24.82,69354,,
0.0,676,1.05,2636,102,24.68,69449,,
0.0,677,1.03,2640,102,24.65,69541,,
0.0,678,1.04,2644,102,24.83,69637,,
0.0,679,1.09,2648,102,24.83,69726,,
0.0,680,1.13,2652,102,24.8,69800,,
0.0,681,1.11,2656,102,24.65,69882,,
0.0,682,1.11,2660,102,24.72,69990,,
0.0,683,1.16,2664,102,24.97,70081,,
0.0,684,1.1,2668,102,24.43,70158,,
0.0,685,1.1,2672,102,24.49,70251,,
0.0,686,1.1,2676,102,23.95,70332,,
0.0,686,1.09,2680,102,23.86,70412,,
0.0,687,1.09,2684,102,23.78,70491,,
0.0,688,1.08,2688,102,23.56,70569,,
0.0,688,1.08,2692,102,23.29,70655,,
0.0,689,1.06,2696,102,23.04,70761,,
0.0,690,1.04,2700,102,22.84,70830,,
0.0,691,1.01,2704,102,22.82,70913,,
0.0,692,1.0,2708,102,22.95,71010,,
0.0,693,0.96,2712,102,22.23,71095,,
0.0,694,0.97,2716,102,22.09,71187,,
0.0,695,1.01,2720,102,22.4,71300,,
0.0,696,1.02,2724,102,22.28,71371,,
0.0,697,1.0,2728,102,22.09,71443,,
0.0,698,0.95,2732,102,21.88,71542,,
0.0,699,0.95,2736,102,21.86,71635,,
0.0,700,0.98,2740,102,22.13,71754,,
0.0,701,0.95,2744,102,22.01,71838,,
0.0,702,0.94,2748,102,22.11,71937,,
0.0,702,0.93,2752,102,22.26,72026,,
0.0,703,0.93,2756,102,22.51,72133,,
0.0,704,0.92,2760,102,22.55,72245,,
0.0,705,0.91,2764,102,22.43,72324,,
0.0,706,0.96,2768,102,22.56,72414,,
0.0,707,1.0,2772,102,22.71,72522,,
0.0,708,1.01,2776,102,22.74,72606,,
0.0,709,1.04,2780,102,22.83,72695,,
0.0,710,1.06,2784,102,23.23,72814,,
0.0,711,1.04,2788,102,23.3,72899,,
0.0,712,1.04,2792,102,23.27,72982,,
0.0,713,1.04,2796,102,23.2,73081,,
0.0,714,1.07,2800,102,23.4,73170,,
0.0,715,1.08,2804,102,23.45,73258,,
0.0,716,1.11,2808,102,23.46,73356,,
0.0,716,1.12,2812,102,23.43,73438,,
0.0,717,1.13,2816,102,23.42,73529,,
0.0,718,1.1,2820,102,23.18,73618,,
0.0,719,1.12,2824,102,23.37,73708,,
0.0,719,1.13,2828,102,23.41,73784,,
0.0,720,1.15,2832,102,23.38,73880,,
0.0,721,1.13,2836,102,23.42,73977,,
0.0,722,1.15,2840,102,23.03,74057,,
0.0,723,1.16,2844,102,23.18,74156,,
0.0,724,1.15,2848,102,22.98,74235,,
0.0,725,1.13,2852,102,22.87,74313,,
0.0,726,1.17,2856,102,23.08,74441,,
0.0,728,1.18,2860,102,23.23,74568,,
0.0,729,1.18,2864,102,23.38,74662,,
0.0,729,1.16,2868,102,23.41,74755,,
0.0,730,1.14,2872,102,23.52,74874,,
0.0,731,1.14,2876,102,23.64,74970,,
0.0,,,,,,75000,0.75,19.75
0.0,732,1.11,2880,102,23.64,75059,,
0.0,733,1.08,2884,102,23.35,75149,,
0.0,734,1.09,2888,102,23.42,75241,,
0.0,735,1.1,2892,102,23.64,75346,,
0.0,736,1.08,2896,102,23.45,75426,,
0.0,737,1.09,2900,102,23.6,75530,,
0.0,737,1.1,2904,102,23.53,75611,,
0.0,739,1.1,2908,102,23.66,75722,,
0.0,740,1.09,2912,102,23.91,75829,,
0.0,741,1.05,2916,102,23.88,75917,,
0.0,742,1.08,2920,102,23.89,76007,,
0.0,743,1.08,2924,102,24.09,76117,,
0.0,744,1.1,2928,102,24.68,76252,,
0.0,745,1.08,2932,102,24.61,76341,,
0.0,746,1.07,2936,102,24.66,76443,,
0.0,747,1.05,2940,102,24.84,76541,,
0.0,748,1.04,2944,102,24.66,76622,,
0.0,748,1.05,2948,102,24.71,76706,,
0.0,749,1.07,2952,102,24.86,76799,,
0.0,750,1.06,2956,102,24.42,76883,,
0.0,751,1.04,2960,102,23.99,76967,,
0.0,752,1.07,2964,102,24.04,77066,,
0.0,753,1.1,2968,102,24.19,77174,,
0.0,754,1.08,2972,102,24.05,77279,,
0.0,755,1.09,2976,102,23.89,77359,,
0.0,757,1.09,2980,102,24.09,77468,,
0.0,758,1.1,2984,102,24.22,77571,,
0.0,759,1.13,2988,102,24.31,77672,,
0.0,760,1.13,2992,102,24.56,77802,,
0.0,761,1.13,2996,102,24.87,77913,,
0.0,761,1.09,3000,102,24.79,78009,,
0.0,762,1.07,3004,102,24.92,78103,,
0.0,763,1.07,3008,102,25.07,78229,,
0.0,764,1.09,3012,102,24.85,78314,,
0.0,765,1.12,3016,102,24.98,78415,,
0.0,766,1.11,3020,102,25.11,78518,,
0.0,767,1.11,3024,102,25.18,78635,,
0.0,768,1.11,3028,102,24.86,78738,,
0.0,769,1.13,3032,102,25.1,78851,,
0.0,771,1.14,3036,102,25.02,78945,,
0.0,772,1.13,3040,102,25.03,79044,,
0.0,773,1.16,3044,102,25.2,79142,,
0.0,773,1.18,3048,102,25.21,79227,,
0.0,774,1.21,3052,102,25.65,79364,,
0.0,775,1.19,3056,102,25.8,79463,,
0.0,776,1.22,3060,102,26.05,79572,,
0.0,777,1.17,3064,102,25.93,79659,,
0.0,778,1.14,3068,102,25.62,79736,,
0.0,778,1.12,3072,102,25.31,79810,,
0.0,779,1.13,3076,102,25.5,79909,,
0.0,780,1.15,3080,102,25.39,80007,,
0.0,781,1.16,3084,102,25.32,80103,,
0.0,782,1.12,3088,102,25.3,80202,,
0.0,783,1.09,3092,102,24.82,80284,,
0.0,784,1.09,3096,102,24.56,80369,,
0.0,785,1.09,3100,102,24.38,80447,,
0.0,786,1.12,3104,102,24.36,80539,,
0.0,787,1.13,3108,102,24.3,80659,,
0.0,789,1.14,3112,102,24.62,80776,,
0.0,789,1.12,3116,102,24.31,80846,,
0.0,790,1.1,3120,102,24.04,80922,,
0.0,791,1.07,3124,102,23.66,81001,,
0.0,792,1.07,3128,102,23.65,81103,,
0.0,792,1.06,3132,102,23.51,81202,,
0.0,793,1.08,3136,102,23.45,81290,,
0.0,794,1.07,3140,102,23.36,81380,,
0.0,795,1.08,3144,102,23.83,81525,,
0.0,796,1.05,3148,102,23.89,81616,,
0.0,797,1.01,3152,102,23.34,81698,,
0.0,798,1.01,3156,102,23.21,81784,,
0.0,799,1.01,3160,102,22.96,81868,,
0.0,800,1.04,3164,102,23.19,81978,,
0.0,802,1.04,3168,102,23.54,82090,,
0.0,802,1.06,3172,102,23.69,82179,,
0.0,803,1.08,3176,102,23.75,82284,,
0.0,804,1.08,3180,102,23.94,82401,,
0.0,805,1.08,3184,102,24.14,82517,,
0.0,806,1.1,3188,102,24.1,82612,,
0.0,807,1.13,3192,102,24.2,82704,,
0.0,808,1.14,3196,102,24.23,82792,,
0.0,808,1.15,3200,102,24.13,82860,,
0.0,809,1.15,3204,102,24.14,82953,,
0.0,810,1.15,3208,102,23.82,83041,,
0.0,811,1.11,3212,102,23.65,83141,,
0.0,812,1.13,3216,102,23.83,83229,,
0.0,813,1.13,3220,102,23.84,83306,,
0.0,814,1.17,3224,102,23.94,83395,,
0.0,815,1.19,3228,102,23.82,83485,,
0.0,816,1.21,3232,102,23.72,83574,,
0.0,817,1.22,3236,102,23.77,83667,,
0.0,818,1.21,3240,102,23.99,83779,,
0.0,819,1.18,3244,102,23.46,83871,,
0.0,820,1.18,3248,102,23.34,83950,,
0.0,820,1.2,3252,102,23.36,84034,,
0.0,821,1.21,3256,102,23.41,84125,,
0.0,822,1.2,3260,102,23.55,84223,,
0.0,823,1.23,3264,102,23.35,84313,,
0.0,824,1.24,3268,102,23.12,84402,,
0.0,825,1.25,3272,102,23.32,84511,,
0.0,826,1.26,3276,102,23.39,84623,,
0.0,827,1.28,3280,102,23.34,84735,,
0.0,828,1.28,3284,102,22.99,84816,,
0.0,830,1.3,3288,102,22.96,84908,,
0.0,831,1.29,3292,102,22.91,84995,,
0.0,832,1.31,3296,102,22.91,85083,,
0.0,832,1.31,3300,102,23.03,85163,,
0.0,833,1.31,3304,102,23.43,85296,,
0.0,834,1.29,3308,102,23.54,85395,,
0.0,835,1.35,3312,102,23.54,85495,,
0.0,836,1.36,3316,102,23.89,85618,,
0.0,837,1.39,3320,102,24.28,85734,,
0.0,838,1.37,3324,102,24.3,85825,,
0.0,839,1.38,3328,102,25.01,85986,,
0.0,840,1.37,3332,102,25.17,86091,,
0.0,842,1.36,3336,102,25.33,86200,,
0.0,843,1.35,3340,102,25.02,86281,,
0.0,844,1.37,3344,102,25.08,86379,,
0.0,845,1.38,3348,102,25.32,86482,,
0.0,847,1.37,3352,102,25.79,86613,,
0.0,847,1.39,3356,102,25.75,86700,,
0.0,849,1.41,3360,102,26.14,86837,,
0.0,849,1.35,3364,102,26.14,86927,,
0.0,850,1.35,3368,102,26.23,87025,,
0.0,851,1.37,3372,102,26.0,87111,,
0.0,852,1.35,3376,102,26.15,87238,,
0.0,853,1.34,3380,102,25.98,87333,,
0.0,854,1.34,3384,102,26.02,87418,,
0.0,855,1.31,3388,102,26.0,87508,,
0.0,856,1.32,3392,102,26.3,87625,,
0.0,857,1.31,3396,102,26.29,87712,,
0.0,858,1.31,3400,102,26.34,87797,,
0.0,859,1.3,3404,102,26.08,87904,,
0.0,860,1.31,3408,102,26.07,88002,,
0.0,862,1.27,3412,102,26.46,88141,,
0.0,863,1.26,3416,102,26.35,88253,,
0.0,863,1.23,3420,102,25.88,88322,,
0.0,864,1.22,3424,102,25.67,88392,,
0.0,865,1.2,3428,102,24.95,88481,,
0.0,866,1.19,3432,102,25.23,88614,,
0.0,867,1.18,3436,102,25.16,88716,,
0.0,868,1.19,3440,102,25.25,88806,,
0.0,868,1.2,3444,102,25.18,88897,,
0.0,869,1.18,3448,102,25.21,89003,,
0.0,870,1.18,3452,102,24.86,89099,,
0.0,871,1.17,3456,102,25.2,89220,,
0.0,873,1.18,3460,102,25.15,89352,,
0.0,874,1.19,3464,102,25.2,89447,,
0.0,875,1.16,3468,102,24.9,89515,,
0.0,876,1.15,3472,102,24.99,89610,,
0.0,877,1.14,3476,102,24.5,89688,,
0.0,878,1.12,3480,102,24.64,89797,,
0.0,879,1.12,3484,102,24.85,89903,,
0.0,880,1.15,3488,102,25.25,90033,,
0.0,882,1.16,3492,102,26.02,90227,,
0.0,883,1.17,3496,102,26.41,90353,,
0.0,885,1.18,3500,102,27.11,90508,,
0.0,886,1.22,3504,102,27.16,90620,,
0.0,887,1.21,3508,102,27.18,90720,,
0.0,889,1.21,3512,102,26.83,90824,,
0.0,890,1.19,3516,102,26.78,90931,,
0.0,891,1.2,3520,102,26.9,91012,,
0.0,892,1.2,3524,102,26.92,91084,,
0.0,893,1.21,3528,102,26.99,91180,,
0.0,894,1.22,3532,102,27.06,91320,,
0.0,895,1.22,3536,102,27.41,91457,,
0.0,896,1.22,3540,102,27.65,91571,,
0.0,897,1.19,3544,102,27.65,91662,,
0.0,898,1.2,3548,102,27.84,91787,,
0.0,899,1.2,3552,102,28.05,91904,,
0.0,900,1.21,3556,102,28.08,92028,,
0.0,901,1.19,3560,102,27.66,92118,,
0.0,902,1.23,3564,102,27.78,92225,,
0.0,903,1.26,3568,102,27.98,92313,,
0.0,905,1.24,3572,102,28.39,92449,,
0.0,906,1.24,3576,102,28.44,92532,,
0.0,907,1.24,3580,102,28.22,92619,,
0.0,908,1.24,3584,102,28.1,92713,,
0.0,909,1.2,3588,102,27.75,92808,,
0.0,910,1.18,3592,102,27.01,92928,,
0.0,910,1.17,3596,102,26.71,93024,,
0.0,911,1.17,3600,102,26.26,93134,,
0.0,912,1.12,3604,102,26.1,93230,,
0.0,913,1.09,3608,102,25.88,93308,,
0.0,914,1.09,3612,102,26.03,93427,,
0.0,915,1.1,3616,102,25.7,93501,,
0.0,915,1.1,3620,102,25.74,93586,,
0.0,916,1.11,3624,102,26.13,93697,,
0.0,917,1.08,3628,102,26.16,93796,,
0.0,919,1.07,3632,102,25.84,93904,,
0.0,920,1.08,3636,102,25.61,94018,,
0.0,921,1.1,3640,102,25.6,94131,,
0.0,923,1.1,3644,102,25.79,94241,,
0.0,924,1.12,3648,102,25.72,94359,,
0.0,924,1.14,3652,102,25.42,94446,,
0.0,925,1.13,3656,102,25.07,94535,,
0.0,926,1.11,3660,102,25.29,94647,,
0.0,927,1.08,3664,102,25.32,94757,,
0.0,928,1.07,3668,102,25.12,94825,,
0.0,929,1.08,3672,102,24.74,94923,,
0.0,930,1.08,3676,102,25.03,95035,,
0.0,930,1.11,3680,102,25.05,95124,,
0.0,932,1.14,3684,102,25.55,95268,,
0.0,933,1.17,3688,102,25.75,95383,,
0.0,934,1.19,3692,102,25.82,95510,,
0.0,936,1.24,3696,102,26.47,95671,,
0.0,938,1.24,3700,102,26.46,95780,,
0.0,939,1.28,3704,102,26.8,95910,,
0.0,940,1.33,3708,102,27.43,96051,,
0.0,941,1.36,3712,102,27.62,96189,,
0.0,942,1.4,3716,102,28.46,96347,,
0.0,944,1.39,3720,102,28.93,96479,,
0.0,945,1.41,3724,102,29.04,96601,,
0.0,945,1.4,3728,102,28.82,96678,,
0.0,946,1.42,3732,102,28.99,96803,,
0.0,947,1.41,3736,102,28.69,96887,,
0.0,948,1.41,3740,102,28.86,97017,,
0.0,950,1.41,3744,102,28.78,97119,,
0.0,952,1.38,3748,102,29.24,97283,,
0.0,953,1.35,3752,102,29.3,97376,,
0.0,954,1.36,3756,102,29.46,97481,,
0.0,955,1.37,3760,102,29.39,97586,,
0.0,956,1.4,3764,102,29.6,97717,,
0.0,957,1.41,3768,102,30.49,97874,,
0.0,958,1.42,3772,102,30.84,98007,,
0.0,959,1.43,3776,102,30.57,98092,,
0.0,960,1.4,3780,102,30.53,98177,,
0.0,961,1.41,3784,102,30.46,98314,,
0.0,961,1.39,3788,102,30.12,98395,,
0.0,963,1.43,3792,102,30.22,98532,,
0.0,964,1.34,3796,102,29.44,98615,,
0.0,965,1.35,3800,102,29.62,98742,,
0.0,967,1.35,3804,102,29.5,98860,,
0.0,968,1.34,3808,102,29.35,98986,,
0.0,969,1.33,3812,102,29.07,99096,,
0.0,970,1.3,3816,102,28.76,99223,,
0.0,971,1.32,3820,102,28.49,99328,,
0.0,972,1.31,3824,102,28.4,99441,,
0.0,973,1.37,3828,102,29.22,99600,,
0.0,974,1.36,3832,102,29.22,99725,,
0.0,975,1.36,3836,102,29.54,99841,,
0.0,976,1.35,3840,102,29.08,99925,,
0.0,,,,,,100000,0.75,19.75
0.0,978,1.42,3844,102,29.33,100052,,
0.0,979,1.45,3848,102,28.58,100141,,
0.0,981,1.47,3852,102,28.9,100266,,
0.0,982,1.45,3856,102,28.66,100347,,
0.0,983,1.43,3860,102,28.89,100475,,
0.0,985,1.41,3864,102,29.02,100619,,
0.0,985,1.4,3868,102,28.23,100697,,
0.0,987,1.39,3872,102,28.55,100862,,
0.0,988,1.38,3876,102,28.9,100982,,
0.0,989,1.39,3880,102,29.35,101112,,
0.0,990,1.38,3884,102,29.12,101226,,
0.0,991,1.41,3888,102,29.45,101340,,
0.0,993,1.36,3892,102,29.61,101493,,
0.0,995,1.42,3896,102,30.35,101650,,
0.0,996,1.39,3900,102,29.98,101740,,
0.0,997,1.37,3904,102,29.79,101839,,
0.0,998,1.34,3908,102,29.32,101918,,
0.0,1000,1.34,3912,102,29.84,102080,,
0.0,1000,1.34,3916,102,29.6,102183,,
0.0,1001,1.33,3920,102,29.68,102296,,
0.0,1002,1.34,3924,102,29.86,102427,,
0.0,1004,1.29,3928,102,29.74,102574,,
0.0,1005,1.29,3932,102,29.86,102711,,
0.0,1006,1.3,3936,102,29.68,102809,,
0.0,1007,1.32,3940,102,29.89,102914,,
0.0,1008,1.27,3944,102,29.8,103032,,
0.0,1009,1.24,3948,102,30.47,103188,,
0.0,1011,1.24,3952,102,30.76,103342,,
0.0,1013,1.3,3956,102,31.59,103506,,
0.0,1014,1.32,3960,102,31.37,103612,,
0.0,1016,1.37,3964,102,31.94,103813,,
0.0,1017,1.4,3968,102,32.18,103915,,
0.0,1018,1.44,3972,102,32.0,104062,,
0.0,1019,1.44,3976,102,31.81,104163,,
0.0,1020,1.47,3980,102,31.4,104252,,
0.0,1021,1.47,3984,102,31.88,104414,,
0.0,1022,1.46,3988,102,32.04,104544,,
0.0,1023,1.47,3992,102,31.66,104659,,
0.0,1024,1.43,3996,102,31.09,104759,,
0.0,1026,1.47,4000,102,31.36,104876,,
0.0,1027,1.48,4004,102,31.35,104974,,
0.0,1028,1.51,4008,102,31.89,105107,,
0.0,1029,1.5,4012,102,31.24,105204,,
0.0,1030,1.5,4016,102,31.14,105297,,
0.0,1031,1.51,4020,102,31.54,105450,,
0.0,1033,1.53,4024,102,31.84,105611,,
0.0,1034,1.54,4028,102,31.43,105717,,
0.0,1035,1.57,4032,102,31.57,105868,,
0.0,1036,1.57,4036,102,31.73,105982,,
0.0,1037,1.57,4040,102,31.66,106080,,
0.0,1038,1.58,4044,102,31.49,106181,,
0.0,1039,1.62,4048,102,31.11,106299,,
0.0,1040,1.62,4052,102,30.68,106410,,
0.0,1042,1.6,4056,102,30.13,106519,,
0.0,1043,1.6,4060,102,29.96,106608,,
0.0,1043,1.53,4064,102,28.66,106679,,
0.0,1045,1.56,4068,102,29.12,106827,,
0.0,1045,1.51,4072,102,28.4,106902,,
0.0,1046,1.52,4076,102,28.38,107001,,
0.0,1047,1.5,4080,102,28.69,107121,,
0.0,1048,1.47,4084,102,27.91,107205,,
0.0,1049,1.46,4088,102,27.34,107278,,
0.0,1050,1.45,4092,102,27.23,107382,,
0.0,1051,1.45,4096,102,27.33,107492,,
0.0,1052,1.44,4100,102,27.31,107607,,
0.0,1052,1.44,4104,102,27.29,107703,,
0.0,1054,1.47,4108,102,27.41,107848,,
0.0,1055,1.47,4112,102,27.58,107962,,
0.0,1057,1.47,4116,102,27.53,108050,,
0.0,1058,1.48,4120,102,26.79,108129,,
0.0,1058,1.46,4124,102,25.99,108210,,
0.0,1059,1.47,4128,102,25.78,108295,,
0.0,1060,1.47,4132,102,25.79,108447,,
0.0,1061,1.46,4136,102,25.69,108551,,
0.0,1062,1.47,4140,102,25.96,108676,,
0.0,1063,1.46,4144,102,26.01,108782,,
0.0,1064,1.45,4148,102,25.68,108867,,
0.0,1065,1.43,4152,102,25.41,108951,,
0.0,1066,1.38,4156,102,25.38,109057,,
0.0,1066,1.38,4160,102,25.48,109156,,
0.0,1067,1.4,4164,102,25.8,109259,,
0.0,1069,1.35,4168,102,25.44,109371,,
0.0,1071,1.41,4172,102,26.06,109508,,
0.0,1072,1.41,4176,102,26.34,109635,,
0.0,1073,1.4,4180,102,26.33,109754,,
0.0,1074,1.43,4184,102,26.54,109859,,
0.0,1075,1.45,4188,102,26.93,109971,,
0.0,1076,1.43,4192,102,26.76,110058,,
0.0,1077,1.44,4196,102,26.79,110171,,
0.0,1078,1.45,4200,102,26.5,110257,,
0.0,1079,1.43,4204,102,26.65,110368,,
0.0,1080,1.39,4208,102,26.24,110472,,
0.0,1081,1.39,4212,102,25.92,110554,,
0.0,1082,1.4,4216,102,26.44,110694,,
0.0,1084,1.43,4220,102,27.13,110842,,
0.0,1085,1.42,4224,102,27.28,110938,,
0.0,1087,1.41,4228,102,27.69,111064,,
0.0,1088,1.39,4232,102,27.72,111219,,
0.0,1089,1.4,4236,102,27.66,111317,,
0.0,1090,1.41,4240,102,27.96,111472,,
0.0,1092,1.42,4244,102,28.65,111647,,
0.0,1092,1.39,4248,102,28.66,111733,,
0.0,1094,1.47,4252,102,29.67,111918,,
0.0,1095,1.5,4256,102,29.9,112047,,
0.0,1096,1.51,4260,102,29.98,112154,,
0.0,1097,1.51,4264,102,30.23,112282,,
0.0,1099,1.51,4268,102,30.49,112420,,
0.0,1100,1.45,4272,102,30.02,112510,,
0.0,1101,1.45,4276,102,29.88,112623,,
0.0,1102,1.45,4280,102,29.83,112737,,
0.0,1103,1.43,4284,102,29.62,112821,,
0.0,1104,1.43,4288,102,29.31,112902,,
0.0,1105,1.45,4292,102,29.55,113013,,
0.0,1106,1.47,4296,102,29.65,113136,,
0.0,1107,1.47,4300,102,29.99,113256,,
0.0,1108,1.5,4304,102,29.94,113362,,
0.0,1109,1.49,4308,102,29.81,113453,,
0.0,1110,1.49,4312,102,30.09,113563,,
0.0,1111,1.48,4316,102,29.78,113672,,
0.0,1112,1.45,4320,102,29.3,113772,,
0.0,1112,1.45,4324,102,29.2,113858,,
0.0,1114,1.46,4328,102,29.28,113992,,
0.0,1116,1.46,4332,102,29.07,114126,,
0.0,1117,1.46,4336,102,29.12,114229,,
0.0,1118,1.43,4340,102,28.41,114313,,
0.0,1119,1.42,4344,102,27.67,114414,,
0.0,1120,1.46,4348,102,28.06,114539,,
0.0,1121,1.45,4352,102,27.79,114697,,
0.0,1122,1.46,4356,102,28.12,114859,,
0.0,1123,1.45,4360,102,27.98,114952,,
0.0,1124,1.43,4364,102,27.48,115030,,
0.0,1125,1.42,4368,102,27.09,115129,,
0.0,1126,1.45,4372,102,27.26,115236,,
0.0,1126,1.45,4376,102,27.05,115328,,
0.0,1127,1.45,4380,102,26.83,115420,,
0.0,1129,1.44,4384,102,27.06,115527,,
0.0,1130,1.44,4388,102,27.55,115657,,
0.0,1132,1.45,4392,102,27.95,115808,,
0.0,1133,1.46,4396,102,28.57,115993,,
0.0,1134,1.45,4400,102,28.55,116111,,
0.0,1136,1.46,4404,102,29.0,116262,,
0.0,1136,1.45,4408,102,28.92,116345,,
0.0,1138,1.49,4412,102,29.68,116531,,
0.0,1139,1.5,4416,102,29.69,116641,,
0.0,1139,1.49,4420,102,29.54,116726,,
0.0,1141,1.5,4424,102,30.18,116876,,
0.0,1142,1.51,4428,102,30.15,117007,,
0.0,1143,1.5,4432,102,29.68,117094,,
0.0,1144,1.5,4436,102,29.53,117182,,
0.0,1145,1.5,4440,102,29.82,117295,,
0.0,1147,1.52,4444,102,30.11,117425,,
0.0,1148,1.5,4448,102,30.15,117554,,
0.0,1149,1.44,4452,102,29.49,117646,,
0.0,1149,1.42,4456,102,28.84,117743,,
0.0,1150,1.44,4460,102,28.74,117826,,
0.0,1151,1.47,4464,102,28.94,117924,,
0.0,1152,1.48,4468,102,28.94,118023,,
0.0,1153,1.46,4472,102,29.14,118150,,
0.0,1154,1.47,4476,102,29.18,118246,,
0.0,1155,1.48,4480,102,29.46,118366,,
0.0,1156,1.5,4484,102,29.29,118456,,
0.0,1157,1.47,4488,102,28.74,118531,,
0.0,1157,1.45,4492,102,28.02,118610,,
0.0,1159,1.41,4496,102,27.05,118698,,
0.0,1160,1.41,4500,102,26.92,118803,,
0.0,1161,1.36,4504,102,26.32,118894,,
0.0,1162,1.39,4508,102,26.51,118996,,
0.0,1163,1.34,4512,102,25.43,119074,,
0.0,1164,1.34,4516,102,25.54,119195,,
0.0,1165,1.35,4520,102,25.74,119300,,
0.0,1166,1.35,4524,102,25.47,119423,,
0.0,1167,1.32,4528,102,25.33,119540,,
0.0,1168,1.37,4532,102,25.98,119692,,
0.0,1169,1.36,4536,102,26.14,119796,,
0.0,1170,1.36,4540,102,26.0,119895,,
0.0,1171,1.34,4544,102,25.94,120019,,
0.0,1172,1.35,4548,102,25.64,120118,,
0.0,1174,1.38,4552,102,26.2,120266,,
0.0,1176,1.38,4556,102,26.3,120373,,
0.0,1177,1.37,4560,102,26.69,120495,,
0.0,1178,1.38,4564,102,26.8,120604,,
0.0,1179,1.38,4568,102,27.1,120733,,
0.0,1180,1.41,4572,102,27.13,120863,,
0.0,1181,1.4,4576,102,27.64,121010,,
0.0,1182,1.41,4580,102,27.74,121140,,
0.0,1183,1.4,4584,102,27.82,121238,,
0.0,1184,1.42,4588,102,28.26,121357,,
0.0,1185,1.43,4592,102,28.7,121480,,
0.0,1187,1.45,4596,102,28.99,121597,,
0.0,1188,1.44,4600,102,29.07,121710,,
0.0,1190,1.47,4604,102,30.14,121908,,
0.0,1192,1.45,4608,102,30.56,122052,,
0.0,1193,1.48,4612,102,31.04,122178,,
0.0,1194,1.51,4616,102,30.98,122293,,
0.0,1195,1.5,4620,102,31.22,122422,,
0.0,1196,1.5,4624,102,30.8,122503,,
0.0,1197,1.54,4628,102,30.63,122603,,
0.0,1197,1.49,4632,102,30.11,122703,,
0.0,1199,1.53,4636,102,30.43,122839,,
0.0,1199,1.53,4640,102,30.43,122938,,
0.0,1200,1.53,4644,102,30.22,123041,,
0.0,1201,1.52,4648,102,30.03,123121,,
0.0,1203,1.53,4652,102,29.67,123233,,
0.0,1204,1.54,4656,102,29.67,123340,,
0.0,1206,1.53,4660,102,29.88,123483,,
0.0,1207,1.53,4664,102,29.9,123594,,
0.0,1208,1.55,4668,102,29.75,123708,,
0.0,1209,1.55,4672,102,30.19,123882,,
0.0,1210,1.56,4676,102,30.18,124028,,
0.0,1211,1.54,4680,102,30.05,124145,,
0.0,1212,1.54,4684,102,30.09,124247,,
0.0,1213,1.53,4688,102,30.27,124384,,
0.0,1214,1.52,4692,102,29.95,124475,,
0.0,1215,1.5,4696,102,29.72,124569,,
0.0,1217,1.55,4700,102,30.1,124720,,
0.0,1218,1.56,4704,102,29.55,124863,,
0.0,1220,1.57,4708,102,29.36,124988,,
0.0,,,,,,125000,1.5,43.25
0.0,1222,1.57,4712,102,29.19,125097,,
0.0,1224,1.53,4716,102,29.99,125292,,
0.0,1225,1.56,4720,102,30.1,125432,,
0.0,1226,1.55,4724,102,30.09,125512,,
0.0,1227,1.54,4728,102,30.52,125655,,
0.0,1228,1.53,4732,102,30.86,125789,,
0.0,1229,1.5,4736,102,30.54,125893,,
0.0,1231,1.51,4740,102,30.9,126028,,
0.0,1231,1.49,4744,102,30.56,126097,,
0.0,1232,1.5,4748,102,30.57,126178,,
