time/episodes,time/fps,rollout/exploration_rate,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
2256,105,0.0,961,101069,61.15,3.69,,
2260,105,0.0,963,101295,60.66,3.67,,
2264,105,0.0,966,101656,62.59,3.82,,
2268,105,0.0,968,101819,62.02,3.78,,
2272,105,0.0,969,101962,60.41,3.67,,
2276,105,0.0,972,102281,61.45,3.73,,
2280,105,0.0,973,102435,60.72,3.68,,
2284,105,0.0,975,102589,60.07,3.6,,
2288,105,0.0,977,102782,60.36,3.62,,
2292,105,0.0,980,103042,60.05,3.56,,
2296,105,0.0,983,103412,61.61,3.71,,
2300,105,0.0,985,103689,61.76,3.72,,
2304,105,0.0,987,103920,61.71,3.72,,
2308,105,0.0,990,104234,62.55,3.77,,
2312,105,0.0,992,104377,60.21,3.56,,
2316,105,0.0,994,104609,60.27,3.55,,
2320,105,0.0,998,105008,61.65,3.68,,
2324,105,0.0,1001,105375,62.95,3.8,,
2328,105,0.0,1003,105681,63.22,3.83,,
2332,105,0.0,1008,106091,65.06,3.96,,
2336,105,0.0,1010,106330,65.44,3.99,,
2340,105,0.0,1012,106544,66.07,4.08,,
2344,105,0.0,1014,106779,64.61,3.96,,
2348,105,0.0,1016,107093,64.01,3.9,,
2352,105,0.0,1018,107256,63.41,3.85,,
2356,105,0.0,1021,107521,64.52,3.9,,
2360,105,0.0,1024,107873,65.78,3.96,,
2364,105,0.0,1026,108102,64.46,3.86,,
2368,105,0.0,1029,108409,65.9,3.95,,
2372,105,0.0,1031,108677,67.15,4.05,,
2376,105,0.0,1034,108998,67.17,4.06,,
2380,105,0.0,1038,109324,68.89,4.2,,
2384,105,0.0,1040,109629,70.4,4.34,,
2388,105,0.0,1042,109864,70.82,4.34,,
2392,105,0.0,1043,109975,69.33,4.28,,
2396,105,0.0,1049,110261,68.49,4.18,,
2400,104,0.0,1054,110649,69.6,4.26,,
2404,104,0.0,1055,110845,69.25,4.22,,
2408,104,0.0,1058,111109,68.75,4.18,,
2412,105,0.0,1061,111449,70.72,4.35,,
2416,105,0.0,1063,111694,70.85,4.37,,
2420,105,0.0,1066,112012,70.04,4.24,,
2424,104,0.0,1069,112298,69.23,4.16,,
2428,105,0.0,1073,112722,70.41,4.25,,
2432,105,0.0,1074,112884,67.93,4.11,,
2436,105,0.0,1076,113112,67.82,4.1,,
2440,105,0.0,1078,113298,67.54,4.07,,
2444,105,0.0,1079,113469,66.9,4.02,,
2448,105,0.0,1082,113703,66.1,3.98,,
2452,105,0.0,1085,114005,67.49,4.08,,
2456,105,0.0,1089,114439,69.18,4.21,,
2460,105,0.0,1091,114675,68.02,4.11,,
2464,105,0.0,1093,115001,68.99,4.18,,
2468,105,0.0,1097,115336,69.27,4.2,,
2472,105,0.0,1101,115700,70.23,4.26,,
2476,105,0.0,1102,115935,69.37,4.19,,
2480,105,0.0,1105,116230,69.06,4.18,,
2484,105,0.0,1107,116443,68.14,4.12,,
2488,105,0.0,1108,116639,67.75,4.14,,
2492,105,0.0,1112,116937,69.62,4.25,,
2496,105,0.0,1116,117395,71.34,4.36,,
2500,105,0.0,1118,117652,70.03,4.26,,
2504,105,0.0,1120,117839,69.94,4.23,,
2508,105,0.0,1121,117989,68.8,4.15,,
2512,105,0.0,1122,118144,66.95,3.98,,
2516,105,0.0,1125,118453,67.59,4.05,,
2520,105,0.0,1127,118642,66.3,3.99,,
2524,105,0.0,1131,119045,67.47,4.11,,
2528,105,0.0,1134,119347,66.25,4.01,,
2532,105,0.0,1137,119706,68.22,4.14,,
2536,105,0.0,1138,119922,68.1,4.13,,
2540,104,0.0,1144,120108,68.1,4.12,,
2544,104,0.0,1145,120322,68.53,4.13,,
2548,105,0.0,1148,120576,68.73,4.11,,
2552,105,0.0,1149,120742,67.37,4.04,,
2556,105,0.0,1151,120995,65.56,3.94,,
2560,104,0.0,1155,121367,66.92,4.1,,
2564,104,0.0,1158,121628,66.27,4.06,,
2568,105,0.0,1162,122056,67.2,4.18,,
2572,105,0.0,1165,122442,67.42,4.2,,
2576,105,0.0,1167,122680,67.45,4.22,,
2580,105,0.0,1170,122984,67.54,4.21,,
2584,105,0.0,1174,123350,69.07,4.32,,
2588,105,0.0,1176,123600,69.61,4.36,,
2592,105,0.0,1177,123817,68.8,4.31,,
2596,105,0.0,1179,124071,66.76,4.2,,
2600,105,0.0,1182,124385,67.33,4.26,,
2604,105,0.0,1185,124648,68.09,4.35,,
,,0.0,,125000,,,59.5,3.5
2608,105,0.0,1191,125105,71.16,4.55,,
2612,105,0.0,1193,125382,72.38,4.68,,
2616,105,0.0,1195,125633,71.8,4.58,,
2620,105,0.0,1198,125952,73.1,4.64,,
2624,105,0.0,1201,126241,71.96,4.54,,
2628,105,0.0,1204,126579,72.32,4.55,,
2632,105,0.0,1206,126849,71.43,4.49,,
2636,105,0.0,1208,127047,71.25,4.47,,
2640,105,0.0,1210,127314,72.06,4.53,,
2644,105,0.0,1212,127523,72.01,4.54,,
2648,105,0.0,1216,127847,72.71,4.61,,
2652,105,0.0,1219,128147,74.05,4.7,,
2656,105,0.0,1221,128448,74.53,4.73,,
2660,105,0.0,1224,128713,73.46,4.64,,
2664,105,0.0,1226,129015,73.87,4.67,,
2668,105,0.0,1228,129226,71.7,4.49,,
2672,105,0.0,1231,129486,70.44,4.39,,
2676,105,0.0,1233,129629,69.49,4.29,,
2680,105,0.0,1235,129870,68.86,4.25,,
2684,104,0.0,1240,130055,67.05,4.11,,
2688,104,0.0,1242,130278,66.78,4.08,,
2692,104,0.0,1246,130609,67.92,4.16,,
2696,104,0.0,1249,130923,68.52,4.19,,
2700,104,0.0,1252,131197,68.12,4.14,,
2704,104,0.0,1253,131360,67.12,4.04,,
2708,104,0.0,1254,131521,64.16,3.84,,
2712,104,0.0,1257,131868,64.86,3.83,,
2716,104,0.0,1259,132023,63.9,3.79,,
2720,104,0.0,1262,132261,63.09,3.78,,
2724,104,0.0,1264,132448,62.07,3.71,,
2728,104,0.0,1266,132740,61.61,3.7,,
2732,104,0.0,1269,133079,62.3,3.74,,
2736,104,0.0,1271,133310,62.63,3.77,,
2740,104,0.0,1274,133600,62.86,3.78,,
2744,104,0.0,1277,133911,63.88,3.87,,
2748,104,0.0,1279,134146,62.99,3.8,,
2752,104,0.0,1282,134419,62.72,3.8,,
2756,104,0.0,1285,134882,64.34,3.96,,
2760,104,0.0,1288,135182,64.69,3.96,,
2764,104,0.0,1291,135415,64.0,3.9,,
2768,104,0.0,1294,135786,65.6,4.0,,
2772,104,0.0,1298,136216,67.3,4.14,,
2776,104,0.0,1300,136431,68.02,4.21,,
2780,104,0.0,1302,136700,68.3,4.25,,
2784,104,0.0,1304,136857,68.02,4.23,,
2788,104,0.0,1308,137263,69.85,4.38,,
2792,104,0.0,1310,137473,68.64,4.3,,
2796,104,0.0,1312,137692,67.69,4.24,,
2800,104,0.0,1314,137900,67.03,4.16,,
2804,104,0.0,1317,138350,69.9,4.39,,
2808,104,0.0,1321,138699,71.78,4.54,,
2812,104,0.0,1324,139009,71.41,4.59,,
2816,104,0.0,1327,139319,72.96,4.7,,
2820,104,0.0,1329,139587,73.26,4.7,,
2824,104,0.0,1330,139742,72.94,4.66,,
2828,104,0.0,1337,140112,73.72,4.72,,
2832,104,0.0,1340,140486,74.07,4.78,,
2836,104,0.0,1343,140741,74.31,4.81,,
2840,104,0.0,1344,140939,73.39,4.76,,
2844,104,0.0,1347,141267,73.56,4.77,,
2848,104,0.0,1351,141547,74.01,4.81,,
2852,104,0.0,1354,141892,74.73,4.84,,
2856,104,0.0,1357,142327,74.45,4.79,,
2860,104,0.0,1361,142705,75.23,4.88,,
2864,104,0.0,1362,142913,74.98,4.83,,
2868,104,0.0,1364,143040,72.54,4.67,,
2872,104,0.0,1366,143184,69.68,4.44,,
2876,104,0.0,1368,143419,69.88,4.42,,
2880,104,0.0,1370,143671,69.71,4.4,,
2884,104,0.0,1373,143978,71.21,4.51,,
2888,104,0.0,1376,144302,70.39,4.42,,
2892,104,0.0,1377,144516,70.43,4.4,,
2896,104,0.0,1380,144770,70.78,4.4,,
2900,104,0.0,1383,145046,71.46,4.44,,
2904,104,0.0,1385,145242,68.92,4.24,,
2908,104,0.0,1387,145502,68.03,4.16,,
2912,104,0.0,1389,145734,67.25,4.08,,
2916,104,0.0,1391,145919,66.0,4.0,,
2920,104,0.0,1393,146150,65.63,4.01,,
2924,104,0.0,1397,146493,67.51,4.15,,
2928,104,0.0,1399,146743,66.31,4.07,,
2932,104,0.0,1400,146868,63.82,3.86,,
2936,104,0.0,1402,147120,63.79,3.83,,
2940,104,0.0,1404,147354,64.15,3.84,,
2944,104,0.0,1406,147585,63.18,3.73,,
2948,104,0.0,1409,147897,63.5,3.76,,
2952,104,0.0,1412,148149,62.57,3.7,,
2956,104,0.0,1414,148340,60.13,3.51,,
2960,104,0.0,1416,148615,59.1,3.38,,
2964,104,0.0,1418,148773,58.6,3.37,,
2968,104,0.0,1421,149177,61.37,3.53,,
2972,104,0.0,1425,149572,63.88,3.76,,
2976,104,0.0,1428,149891,64.72,3.83,,
,,0.0,,150000,,,36.5,1.75
2980,104,0.0,1436,150293,66.22,3.95,,
2984,104,0.0,1438,150595,66.17,3.94,,
2988,104,0.0,1441,150799,64.97,3.86,,
2992,104,0.0,1444,151100,65.84,3.91,,
2996,104,0.0,1447,151413,66.43,3.96,,
3000,104,0.0,1449,151653,66.07,3.98,,
3004,104,0.0,1451,151861,66.19,3.99,,
3008,104,0.0,1453,152119,66.17,3.99,,
3012,104,0.0,1455,152292,65.58,3.94,,
3016,104,0.0,1458,152550,66.31,3.98,,
3020,104,0.0,1461,152912,67.62,4.06,,
3024,104,0.0,1463,153183,66.9,4.02,,
3028,104,0.0,1466,153496,67.53,4.06,,
3032,104,0.0,1469,153819,69.51,4.21,,
3036,104,0.0,1473,154189,70.69,4.34,,
3040,104,0.0,1476,154456,71.02,4.36,,
3044,104,0.0,1478,154738,71.53,4.4,,
3048,104,0.0,1480,155041,71.44,4.39,,
3052,104,0.0,1483,155412,72.63,4.45,,
3056,104,0.0,1486,155607,72.67,4.44,,
3060,104,0.0,1488,155841,72.26,4.47,,
3064,104,0.0,1491,156116,73.43,4.57,,
3068,104,0.0,1493,156341,71.64,4.47,,
3072,104,0.0,1495,156589,70.17,4.33,,
3076,104,0.0,1496,156790,68.99,4.27,,
3080,104,0.0,1499,157122,68.29,4.24,,
3084,104,0.0,1501,157295,67.0,4.16,,
3088,104,0.0,1505,157615,68.16,4.23,,
3092,104,0.0,1508,158042,69.42,4.31,,
3096,104,0.0,1509,158193,67.8,4.2,,
3100,104,0.0,1511,158434,67.81,4.16,,
3104,104,0.0,1513,158640,67.79,4.15,,
3108,104,0.0,1517,158951,68.32,4.19,,
3112,104,0.0,1519,159142,68.5,4.19,,
3116,104,0.0,1520,159346,67.96,4.17,,
3120,104,0.0,1522,159615,67.03,4.09,,
3124,104,0.0,1525,159971,67.88,4.11,,
3128,104,0.0,1532,160257,67.61,4.08,,
3132,104,0.0,1534,160428,66.09,3.96,,
3136,104,0.0,1536,160746,65.57,3.86,,
3140,104,0.0,1538,160953,64.97,3.79,,
3144,104,0.0,1541,161236,64.98,3.81,,
3148,104,0.0,1545,161642,66.01,3.85,,
3152,104,0.0,1547,161830,64.18,3.72,,
3156,104,0.0,1549,162071,64.64,3.74,,
3160,104,0.0,1551,162321,64.8,3.73,,
3164,104,0.0,1553,162523,64.07,3.65,,
3168,104,0.0,1555,162752,64.11,3.64,,
3172,104,0.0,1557,162992,64.03,3.65,,
3176,104,0.0,1560,163297,65.07,3.73,,
3180,104,0.0,1564,163640,65.18,3.74,,
3184,104,0.0,1566,163907,66.12,3.81,,
3188,104,0.0,1567,164077,64.62,3.71,,
3192,104,0.0,1569,164259,62.17,3.58,,
3196,104,0.0,1571,164463,62.7,3.61,,
3200,104,0.0,1573,164667,62.33,3.59,,
3204,104,0.0,1576,164951,63.11,3.62,,
3208,104,0.0,1578,165165,62.14,3.54,,
3212,104,0.0,1581,165476,63.34,3.66,,
3216,104,0.0,1584,165853,65.07,3.77,,
3220,104,0.0,1585,166029,64.14,3.68,,
3224,104,0.0,1588,166326,63.55,3.67,,
3228,104,0.0,1591,166600,63.43,3.67,,
3232,104,0.0,1594,166936,65.08,3.78,,
3236,104,0.0,1596,167133,63.87,3.73,,
3240,104,0.0,1598,167363,64.1,3.76,,
3244,104,0.0,1600,167633,63.97,3.72,,
3248,104,0.0,1602,167865,62.23,3.6,,
3252,104,0.0,1605,168084,62.54,3.62,,
3256,104,0.0,1609,168503,64.32,3.73,,
3260,104,0.0,1611,168686,63.65,3.63,,
3264,104,0.0,1614,169099,65.76,3.8,,
3268,104,0.0,1617,169459,67.07,3.89,,
3272,104,0.0,1619,169619,66.27,3.8,,
3276,104,0.0,1621,169815,65.18,3.71,,
3280,104,0.0,1627,170063,64.23,3.62,,
3284,104,0.0,1629,170311,64.04,3.59,,
3288,104,0.0,1631,170547,64.7,3.65,,
3292,104,0.0,1635,170858,65.99,3.71,,
3296,104,0.0,1637,171049,65.86,3.69,,
3300,104,0.0,1639,171260,65.93,3.72,,
3304,104,0.0,1642,171594,66.43,3.81,,
3308,104,0.0,1643,171833,66.68,3.86,,
3312,104,0.0,1646,172176,67.0,3.83,,
3316,104,0.0,1649,172463,66.1,3.77,,
3320,104,0.0,1652,172657,66.28,3.81,,
3324,104,0.0,1656,173118,67.92,3.89,,
3328,104,0.0,1658,173398,67.98,3.89,,
3332,104,0.0,1660,173672,67.36,3.84,,
3336,104,0.0,1663,173945,68.12,3.88,,
3340,104,0.0,1665,174122,67.59,3.87,,
3344,104,0.0,1669,174577,69.44,4.01,,
3348,104,0.0,1670,174739,68.74,3.98,,
,,0.0,,175000,,,91.0,5.5
3352,104,0.0,1675,175082,69.98,4.09,,
3356,104,0.0,1678,175411,69.08,4.04,,
3360,104,0.0,1681,175644,69.58,4.11,,
3364,104,0.0,1683,175869,67.7,3.95,,
3368,104,0.0,1686,176210,67.51,3.95,,
3372,104,0.0,1689,176564,69.45,4.09,,
3376,104,0.0,1691,176894,70.79,4.18,,
3380,104,0.0,1695,177171,71.08,4.19,,
3384,104,0.0,1697,177352,70.41,4.16,,
3388,104,0.0,1700,177721,71.74,4.27,,
3392,104,0.0,1703,178151,72.93,4.31,,
3396,104,0.0,1706,178541,74.92,4.48,,
3400,104,0.0,1709,178750,74.9,4.48,,
3404,104,0.0,1713,179158,75.64,4.52,,
3408,104,0.0,1716,179573,77.4,4.59,,
3412,104,0.0,1718,179832,76.56,4.57,,
3416,104,0.0,1725,180177,77.14,4.61,,
3420,104,0.0,1728,180459,78.02,4.65,,
3424,104,0.0,1729,180621,75.03,4.49,,
3428,104,0.0,1731,180921,75.23,4.47,,
3432,104,0.0,1735,181337,76.65,4.59,,
3436,104,0.0,1740,181738,77.93,4.69,,
3440,104,0.0,1743,182118,79.96,4.82,,
3444,104,0.0,1746,182493,79.16,4.78,,
3448,104,0.0,1750,182895,81.56,4.93,,
3452,104,0.0,1754,183309,82.27,4.94,,
3456,104,0.0,1757,183625,82.14,4.98,,
3460,104,0.0,1760,184032,83.88,5.1,,
3464,104,0.0,1763,184361,84.92,5.18,,
3468,104,0.0,1765,184596,83.86,5.09,,
3472,104,0.0,1768,184845,82.81,5.02,,
3476,104,0.0,1771,185165,82.71,5.02,,
3480,104,0.0,1774,185463,82.92,5.01,,
3484,104,0.0,1776,185691,83.39,5.01,,
3488,104,0.0,1778,185995,82.74,4.93,,
3492,104,0.0,1780,186148,79.97,4.78,,
3496,104,0.0,1782,186409,78.68,4.66,,
3500,104,0.0,1784,186581,78.31,4.62,,
3504,104,0.0,1788,186976,78.18,4.65,,
3508,104,0.0,1789,187141,75.68,4.49,,
3512,104,0.0,1791,187381,75.49,4.48,,
3516,104,0.0,1792,187558,73.81,4.36,,
3520,104,0.0,1795,187946,74.87,4.43,,
3524,104,0.0,1798,188160,75.39,4.44,,
3528,104,0.0,1801,188410,74.89,4.44,,
3532,104,0.0,1802,188570,72.33,4.28,,
3536,104,0.0,1804,188786,70.48,4.13,,
3540,104,0.0,1806,189015,68.97,4.03,,
3544,104,0.0,1807,189215,67.22,3.91,,
3548,104,0.0,1810,189481,65.86,3.84,,
3552,104,0.0,1813,189822,65.13,3.82,,
3556,104,0.0,1819,190151,65.26,3.81,,
3560,104,0.0,1822,190503,64.71,3.73,,
3564,104,0.0,1823,190629,62.68,3.6,,
3568,104,0.0,1827,190966,63.7,3.67,,
3572,104,0.0,1830,191216,63.71,3.7,,
3576,104,0.0,1832,191475,63.1,3.65,,
3580,104,0.0,1836,191895,64.32,3.74,,
3584,104,0.0,1839,192254,65.63,3.86,,
3588,104,0.0,1841,192471,64.76,3.84,,
3592,104,0.0,1844,192751,66.03,3.93,,
3596,104,0.0,1848,193195,67.86,4.04,,
3600,104,0.0,1850,193470,68.89,4.11,,
3604,104,0.0,1852,193666,66.9,3.96,,
3608,104,0.0,1854,193894,67.53,4.04,,
3612,104,0.0,1856,194187,68.06,4.03,,
3616,104,0.0,1862,194635,70.77,4.2,,
3620,104,0.0,1864,194891,69.45,4.11,,
3624,104,0.0,1866,195129,69.69,4.15,,
3628,104,0.0,1868,195431,70.21,4.2,,
3632,104,0.0,1871,195744,71.74,4.26,,
3636,104,0.0,1874,196058,72.72,4.33,,
3640,104,0.0,1877,196313,72.98,4.34,,
3644,104,0.0,1879,196516,73.01,4.34,,
3648,104,0.0,1881,196757,72.76,4.34,,
3652,104,0.0,1884,197145,73.23,4.37,,
3656,104,0.0,1886,197340,71.89,4.27,,
3660,104,0.0,1889,197650,71.47,4.3,,
3664,104,0.0,1892,197885,72.56,4.38,,
3668,104,0.0,1894,198158,71.92,4.36,,
3672,104,0.0,1895,198320,71.04,4.28,,
3676,104,0.0,1897,198536,70.61,4.26,,
3680,104,0.0,1899,198799,69.04,4.15,,
3684,104,0.0,1901,198957,67.03,4.01,,
3688,104,0.0,1903,199202,67.31,3.97,,
3692,104,0.0,1906,199411,66.6,3.95,,
3696,104,0.0,1909,199729,65.34,3.9,,
3700,104,0.0,1911,199981,65.11,3.89,,
,,0.0,,200000,,,74.0,5.0
