time/total_timesteps,time/episodes,time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/exploration_rate,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
81251,2984,709,114,27.43,0.05,1.29,,
81345,2988,710,114,27.47,0.05,1.25,,
81462,2992,711,114,27.47,0.05,1.23,,
81604,2996,712,114,27.82,0.05,1.24,,
81688,3000,713,114,27.25,0.05,1.2,,
81879,3004,714,114,28.4,0.05,1.23,,
82008,3008,715,114,28.4,0.05,1.2,,
82101,3012,716,114,28.01,0.05,1.16,,
82213,3016,717,114,27.84,0.05,1.13,,
82356,3020,718,114,28.16,0.05,1.2,,
82479,3024,719,114,28.88,0.05,1.24,,
82683,3028,721,114,29.46,0.05,1.26,,
82837,3032,722,114,29.38,0.05,1.23,,
82937,3036,723,114,29.49,0.05,1.25,,
83067,3040,725,114,29.32,0.05,1.21,,
83219,3044,726,114,28.91,0.05,1.17,,
83355,3048,727,114,28.52,0.05,1.16,,
83444,3052,728,114,28.37,0.05,1.17,,
83519,3056,729,114,28.42,0.05,1.18,,
83701,3060,730,114,29.34,0.05,1.3,,
83849,3064,731,114,29.4,0.05,1.37,,
83964,3068,732,114,30.03,0.05,1.43,,
84200,3072,734,114,31.83,0.05,1.55,,
84367,3076,735,114,32.67,0.05,1.62,,
84443,3080,736,114,32.91,0.05,1.66,,
84515,3084,736,114,32.64,0.05,1.61,,
84615,3088,737,114,32.7,0.05,1.62,,
84686,3092,738,114,32.24,0.05,1.58,,
84807,3096,740,114,32.03,0.05,1.57,,
84926,3100,741,114,32.38,0.05,1.57,,
85092,3104,742,114,32.13,0.05,1.6,,
85230,3108,743,114,32.22,0.05,1.59,,
85379,3112,744,114,32.78,0.05,1.66,,
85488,3116,745,114,32.75,0.05,1.69,,
85583,3120,746,114,32.27,0.05,1.65,,
85710,3124,747,114,32.31,0.05,1.71,,
85811,3128,748,114,31.28,0.05,1.65,,
85903,3132,748,114,30.66,0.05,1.62,,
86013,3136,749,114,30.76,0.05,1.64,,
86127,3140,750,114,30.6,0.05,1.64,,
86233,3144,751,114,30.14,0.05,1.64,,
86331,3148,752,114,29.76,0.05,1.6,,
86413,3152,753,114,29.69,0.05,1.6,,
86483,3156,754,114,29.64,0.05,1.61,,
86547,3160,755,114,28.46,0.05,1.49,,
86669,3164,756,114,28.2,0.05,1.45,,
86791,3168,757,114,28.27,0.05,1.46,,
86929,3172,758,114,27.29,0.05,1.42,,
87049,3176,759,114,26.82,0.05,1.41,,
87191,3180,760,114,27.48,0.05,1.44,,
87290,3184,761,114,27.75,0.05,1.49,,
87410,3188,762,114,27.95,0.05,1.51,,
87546,3192,763,114,28.6,0.05,1.58,,
87716,3196,764,114,29.09,0.05,1.6,,
87864,3200,765,114,29.38,0.05,1.61,,
87998,3204,766,114,29.06,0.05,1.62,,
88167,3208,768,114,29.37,0.05,1.68,,
88296,3212,770,114,29.17,0.05,1.65,,
88405,3216,771,114,29.17,0.05,1.71,,
88528,3220,772,114,29.45,0.05,1.73,,
88723,3224,774,114,30.13,0.05,1.77,,
88849,3228,775,114,30.38,0.05,1.77,,
89004,3232,776,114,31.01,0.05,1.77,,
89098,3236,776,114,30.85,0.05,1.77,,
89242,3240,778,114,31.15,0.05,1.81,,
89371,3244,779,114,31.38,0.05,1.78,,
89478,3248,779,114,31.47,0.05,1.8,,
89593,3252,780,114,31.8,0.05,1.86,,
89713,3256,781,114,32.3,0.05,1.91,,
89823,3260,782,114,32.76,0.05,1.93,,
89942,3264,784,114,32.73,0.05,1.95,,
90029,3268,786,114,32.38,0.05,1.92,,
90134,3272,787,114,32.05,0.05,1.9,,
90251,3276,788,114,32.02,0.05,1.92,,
90352,3280,789,114,31.61,0.05,1.87,,
90460,3284,790,114,31.7,0.05,1.85,,
90534,3288,790,114,31.24,0.05,1.82,,
90661,3292,791,114,31.15,0.05,1.81,,
90757,3296,792,114,30.41,0.05,1.77,,
90869,3300,793,114,30.05,0.05,1.78,,
90997,3304,794,114,29.99,0.05,1.74,,
91068,3308,795,114,29.01,0.05,1.64,,
91137,3312,795,114,28.41,0.05,1.6,,
91199,3316,796,114,27.94,0.05,1.51,,
91290,3320,797,114,27.62,0.05,1.49,,
91411,3324,799,114,26.88,0.05,1.42,,
91555,3328,800,114,27.06,0.05,1.45,,
91657,3332,801,114,26.53,0.05,1.43,,
91735,3336,802,114,26.37,0.05,1.4,,
91790,3340,802,114,25.48,0.05,1.29,,
91931,3344,803,114,25.6,0.05,1.33,,
92045,3348,804,114,25.67,0.05,1.33,,
92120,3352,805,114,25.27,0.05,1.27,,
92235,3356,806,114,25.22,0.05,1.25,,
92342,3360,807,114,25.19,0.05,1.28,,
92482,3364,808,114,25.4,0.05,1.29,,
92594,3368,809,114,25.65,0.05,1.3,,
92716,3372,810,114,25.82,0.05,1.34,,
92795,3376,810,114,25.44,0.05,1.3,,
92926,3380,812,114,25.74,0.05,1.38,,
93030,3384,813,114,25.7,0.05,1.43,,
93103,3388,814,114,25.69,0.05,1.4,,
93190,3392,815,114,25.29,0.05,1.37,,
93327,3396,816,114,25.7,0.05,1.37,,
93428,3400,817,114,25.59,0.05,1.32,,
93546,3404,818,114,25.49,0.05,1.29,,
93661,3408,819,114,25.93,0.05,1.35,,
93766,3412,820,114,26.29,0.05,1.37,,
93879,3416,821,114,26.8,0.05,1.45,,
93982,3420,821,114,26.92,0.05,1.47,,
94089,3424,822,114,26.78,0.05,1.44,,
94167,3428,823,114,26.12,0.05,1.4,,
94213,3432,823,114,25.56,0.05,1.37,,
94303,3436,824,114,25.68,0.05,1.38,,
94380,3440,825,114,25.9,0.05,1.41,,
94471,3444,825,114,25.4,0.05,1.36,,
94600,3448,826,114,25.55,0.05,1.34,,
94705,3452,828,114,25.85,0.05,1.37,,
94864,3456,829,114,26.29,0.05,1.39,,
95047,3460,832,114,27.05,0.05,1.45,,
95267,3464,833,114,27.85,0.05,1.43,,
95328,3468,834,114,27.34,0.05,1.39,,
95421,3472,835,114,27.05,0.05,1.32,,
95613,3476,836,114,28.18,0.05,1.42,,
95732,3480,837,114,28.06,0.05,1.37,,
95810,3484,838,114,27.8,0.05,1.34,,
95882,3488,838,114,27.79,0.05,1.35,,
95941,3492,839,114,27.51,0.05,1.33,,
96014,3496,839,114,26.87,0.05,1.31,,
96122,3500,840,114,26.94,0.05,1.35,,
96239,3504,841,114,26.93,0.05,1.41,,
96378,3508,842,114,27.17,0.05,1.38,,
96490,3512,844,114,27.24,0.05,1.47,,
96582,3516,845,114,27.03,0.05,1.45,,
96684,3520,846,114,27.02,0.05,1.42,,
96793,3524,848,114,27.04,0.05,1.44,,
96878,3528,848,114,27.11,0.05,1.45,,
97010,3532,849,114,27.97,0.05,1.49,,
97082,3536,850,114,27.79,0.05,1.46,,
97180,3540,851,114,28.0,0.05,1.44,,
97288,3544,851,114,28.17,0.05,1.42,,
97373,3548,852,114,27.73,0.05,1.38,,
97499,3552,853,114,27.94,0.05,1.39,,
97657,3556,854,114,27.93,0.05,1.43,,
97786,3560,855,114,27.39,0.05,1.38,,
97885,3564,856,114,26.18,0.05,1.36,,
97971,3568,857,114,26.43,0.05,1.36,,
98057,3572,857,114,26.36,0.05,1.36,,
98148,3576,858,114,25.35,0.05,1.27,,
98214,3580,859,114,24.82,0.05,1.25,,
98286,3584,860,114,24.76,0.05,1.2,,
98437,3588,862,114,25.55,0.05,1.26,,
98532,3592,863,114,25.91,0.05,1.27,,
98654,3596,864,114,26.4,0.05,1.32,,
98808,3600,865,114,26.86,0.05,1.31,,
98942,3604,866,114,27.03,0.05,1.28,,
99088,3608,867,114,27.1,0.05,1.27,,
99157,3612,868,114,26.67,0.05,1.15,,
99321,3616,869,114,27.39,0.05,1.17,,
99453,3620,870,114,27.69,0.05,1.23,,
99563,3624,871,114,27.7,0.05,1.21,,
99617,3628,871,114,27.39,0.05,1.16,,
99709,3632,872,114,26.99,0.05,1.16,,
99777,3636,873,114,26.95,0.05,1.15,,
99832,3640,873,114,26.52,0.05,1.13,,
99923,3644,874,114,26.35,0.05,1.15,,
100000,,,,,0.05,,26.0,1.5
100045,3648,878,113,26.72,0.05,1.22,,
100142,3652,879,113,26.43,0.05,1.19,,
100219,3656,880,113,25.62,0.05,1.1,,
100327,3660,880,113,25.41,0.05,1.09,,
100382,3664,881,113,24.97,0.05,1.06,,
100514,3668,882,113,25.43,0.05,1.12,,
100647,3672,883,113,25.9,0.05,1.16,,
100766,3676,884,113,26.18,0.05,1.17,,
100857,3680,885,113,26.43,0.05,1.17,,
101040,3684,886,113,27.54,0.05,1.25,,
101142,3688,887,113,27.05,0.05,1.21,,
101243,3692,888,113,27.11,0.05,1.24,,
101358,3696,889,113,27.04,0.05,1.22,,
101515,3700,891,113,27.07,0.05,1.17,,
101689,3704,893,113,27.47,0.05,1.15,,
101754,3708,893,113,26.66,0.05,1.13,,
101839,3712,894,113,26.82,0.05,1.15,,
101925,3716,895,113,26.04,0.05,1.12,,
102008,3720,895,113,25.55,0.05,1.06,,
102098,3724,896,113,25.35,0.05,1.04,,
102172,3728,897,113,25.55,0.05,1.06,,
102315,3732,898,113,26.06,0.05,1.14,,
102440,3736,899,113,26.63,0.05,1.2,,
102530,3740,899,113,26.98,0.05,1.24,,
102632,3744,900,113,27.09,0.05,1.25,,
102733,3748,901,113,26.88,0.05,1.22,,
102824,3752,902,113,26.82,0.05,1.2,,
102969,3756,903,113,27.5,0.05,1.19,,
103036,3760,904,113,27.09,0.05,1.15,,
103177,3764,905,113,27.95,0.05,1.19,,
103274,3768,907,113,27.6,0.05,1.14,,
103380,3772,908,113,27.33,0.05,1.13,,
103447,3776,908,113,26.81,0.05,1.09,,
103573,3780,909,113,27.16,0.05,1.14,,
103663,3784,910,113,26.23,0.05,1.07,,
103750,3788,911,113,26.08,0.05,1.07,,
103855,3792,912,113,26.12,0.05,1.08,,
103994,3796,913,113,26.36,0.05,1.09,,
104142,3800,914,113,26.27,0.05,1.14,,
104238,3804,915,113,25.49,0.05,1.12,,
104395,3808,916,113,26.41,0.05,1.18,,
104492,3812,916,113,26.53,0.05,1.16,,
104580,3816,917,113,26.55,0.05,1.12,,
104656,3820,918,113,26.48,0.05,1.12,,
104730,3824,919,113,26.32,0.05,1.1,,
104850,3828,920,113,26.78,0.05,1.12,,
104905,3832,921,113,25.9,0.05,1.0,,
105109,3836,923,113,26.69,0.05,0.97,,
105182,3840,924,113,26.52,0.05,0.96,,
105286,3844,925,113,26.54,0.05,0.95,,
105409,3848,925,113,26.76,0.05,1.0,,
105524,3852,926,113,27.0,0.05,1.02,,
105636,3856,927,113,26.67,0.05,1.06,,
105790,3860,928,113,27.54,0.05,1.1,,
105930,3864,929,113,27.53,0.05,1.12,,
106007,3868,930,113,27.33,0.05,1.13,,
106087,3872,931,113,27.07,0.05,1.09,,
106226,3876,932,113,27.79,0.05,1.14,,
106294,3880,932,113,27.21,0.05,1.06,,
106362,3884,933,113,26.99,0.05,1.06,,
106442,3888,934,113,26.92,0.05,1.03,,
106533,3892,935,113,26.78,0.05,0.96,,
106624,3896,936,113,26.3,0.05,0.94,,
106761,3900,938,113,26.19,0.05,0.94,,
106898,3904,939,113,26.6,0.05,0.98,,
107005,3908,940,113,26.1,0.05,0.93,,
107134,3912,941,113,26.42,0.05,0.94,,
107272,3916,942,113,26.92,0.05,0.97,,
107424,3920,943,113,27.68,0.05,1.02,,
107586,3924,944,113,28.56,0.05,1.14,,
107681,3928,945,113,28.31,0.05,1.17,,
107852,3932,946,113,29.47,0.05,1.26,,
108006,3936,947,113,28.97,0.05,1.27,,
108162,3940,949,113,29.8,0.05,1.39,,
108222,3944,949,113,29.36,0.05,1.36,,
108301,3948,950,113,28.92,0.05,1.3,,
108446,3952,952,113,29.22,0.05,1.31,,
108545,3956,953,113,29.09,0.05,1.28,,
108636,3960,954,113,28.46,0.05,1.27,,
108699,3964,954,113,27.69,0.05,1.2,,
108831,3968,955,113,28.24,0.05,1.24,,
108939,3972,956,113,28.52,0.05,1.31,,
109073,3976,957,113,28.47,0.05,1.3,,
109212,3980,958,113,29.18,0.05,1.43,,
109327,3984,959,113,29.65,0.05,1.45,,
109393,3988,960,113,29.51,0.05,1.45,,
109481,3992,960,113,29.48,0.05,1.52,,
109585,3996,961,113,29.61,0.05,1.52,,
109713,4000,962,113,29.52,0.05,1.55,,
109815,4004,964,113,29.17,0.05,1.54,,
109954,4008,966,113,29.49,0.05,1.56,,
110057,4012,970,113,29.23,0.05,1.58,,
110164,4016,971,113,28.92,0.05,1.57,,
110319,4020,972,113,28.95,0.05,1.56,,
110429,4024,973,113,28.43,0.05,1.49,,
110625,4028,974,113,29.44,0.05,1.52,,
110756,4032,975,113,29.04,0.05,1.52,,
110976,4036,977,113,29.7,0.05,1.56,,
111103,4040,978,113,29.41,0.05,1.46,,
111272,4044,980,113,30.5,0.05,1.51,,
111427,4048,982,113,31.26,0.05,1.57,,
111547,4052,983,113,31.01,0.05,1.56,,
111631,4056,984,113,30.86,0.05,1.55,,
111696,4060,984,113,30.6,0.05,1.51,,
111757,4064,985,113,30.58,0.05,1.53,,
111890,4068,986,113,30.59,0.05,1.54,,
112008,4072,987,113,30.69,0.05,1.55,,
112146,4076,988,113,30.73,0.05,1.52,,
112241,4080,989,113,30.29,0.05,1.41,,
112343,4084,990,113,30.16,0.05,1.41,,
112464,4088,990,113,30.71,0.05,1.46,,
112574,4092,991,113,30.93,0.05,1.41,,
112632,4096,992,113,30.47,0.05,1.38,,
112696,4100,992,113,29.83,0.05,1.3,,
112768,4104,993,113,29.53,0.05,1.28,,
112847,4108,994,113,28.93,0.05,1.24,,
112931,4112,995,113,28.74,0.05,1.21,,
113023,4116,996,113,28.59,0.05,1.2,,
113121,4120,997,113,28.02,0.05,1.14,,
113258,4124,999,113,28.29,0.05,1.13,,
113344,4128,999,113,27.19,0.05,1.06,,
113477,4132,1000,113,27.21,0.05,1.05,,
113586,4136,1001,113,26.1,0.05,1.03,,
113717,4140,1002,113,26.14,0.05,0.99,,
113852,4144,1003,113,25.8,0.05,0.96,,
113956,4148,1004,113,25.29,0.05,0.87,,
114073,4152,1005,113,25.26,0.05,0.88,,
114179,4156,1006,113,25.48,0.05,0.91,,
114295,4160,1007,113,25.99,0.05,0.97,,
114364,4164,1007,113,26.07,0.05,0.96,,
114430,4168,1008,113,25.4,0.05,0.89,,
114589,4172,1009,113,25.81,0.05,0.85,,
114695,4176,1011,113,25.49,0.05,0.88,,
114800,4180,1012,113,25.59,0.05,0.9,,
114936,4184,1013,113,25.93,0.05,0.94,,
115002,4188,1014,113,25.38,0.05,0.92,,
115136,4192,1015,113,25.62,0.05,0.99,,
115221,4196,1016,113,25.89,0.05,1.0,,
115358,4200,1017,113,26.62,0.05,1.04,,
115479,4204,1018,113,27.11,0.05,1.03,,
115666,4208,1019,113,28.19,0.05,1.09,,
115760,4212,1020,113,28.29,0.05,1.12,,
115842,4216,1020,113,28.19,0.05,1.12,,
115958,4220,1021,113,28.37,0.05,1.16,,
116082,4224,1022,113,28.24,0.05,1.2,,
116149,4228,1023,113,28.05,0.05,1.18,,
116278,4232,1024,113,28.01,0.05,1.18,,
116341,4236,1025,113,27.55,0.05,1.12,,
116533,4240,1027,113,28.16,0.05,1.14,,
116677,4244,1028,113,28.25,0.05,1.14,,
116757,4248,1029,113,28.01,0.05,1.15,,
116966,4252,1031,113,28.93,0.05,1.19,,
117076,4256,1032,113,28.97,0.05,1.18,,
117193,4260,1033,113,28.98,0.05,1.12,,
117318,4264,1034,113,29.54,0.05,1.19,,
117383,4268,1034,113,29.53,0.05,1.19,,
117488,4272,1035,113,28.99,0.05,1.18,,
117570,4276,1036,113,28.75,0.05,1.14,,
117709,4280,1037,113,29.09,0.05,1.18,,
117808,4284,1037,113,28.72,0.05,1.14,,
117904,4288,1038,113,29.02,0.05,1.14,,
118041,4292,1039,113,29.05,0.05,1.14,,
118235,4296,1041,113,30.14,0.05,1.23,,
118368,4300,1043,113,30.1,0.05,1.22,,
118511,4304,1044,113,30.32,0.05,1.29,,
118652,4308,1045,113,29.86,0.05,1.28,,
118766,4312,1046,113,30.06,0.05,1.3,,
118844,4316,1047,113,30.02,0.05,1.27,,
119005,4320,1048,113,30.47,0.05,1.32,,
119105,4324,1049,113,30.23,0.05,1.26,,
119243,4328,1050,113,30.94,0.05,1.31,,
119357,4332,1051,113,30.79,0.05,1.29,,
119554,4336,1052,113,32.13,0.05,1.4,,
119675,4340,1053,113,31.42,0.05,1.44,,
119845,4344,1055,113,31.68,0.05,1.51,,
119987,4348,1057,113,32.3,0.05,1.55,,
120093,4352,1060,113,31.27,0.05,1.48,,
120214,4356,1061,113,31.38,0.05,1.52,,
120343,4360,1062,113,31.5,0.05,1.58,,
120468,4364,1063,113,31.5,0.05,1.57,,
120547,4368,1064,113,31.64,0.05,1.58,,
120612,4372,1064,113,31.24,0.05,1.54,,
120696,4376,1065,113,31.26,0.05,1.55,,
120781,4380,1066,113,30.72,0.05,1.5,,
120926,4384,1067,113,31.18,0.05,1.54,,
121061,4388,1068,113,31.57,0.05,1.55,,
121198,4392,1070,113,31.57,0.05,1.53,,
121412,4396,1072,113,31.77,0.05,1.52,,
121497,4400,1073,113,31.29,0.05,1.51,,
121590,4404,1074,113,30.79,0.05,1.48,,
121700,4408,1075,113,30.48,0.05,1.47,,
121823,4412,1076,113,30.57,0.05,1.47,,
121983,4416,1077,113,31.39,0.05,1.52,,
122127,4420,1078,113,31.22,0.05,1.51,,
122275,4424,1079,113,31.7,0.05,1.56,,
122413,4428,1080,113,31.7,0.05,1.54,,
122544,4432,1081,113,31.87,0.05,1.56,,
122615,4436,1082,113,30.61,0.05,1.46,,
122785,4440,1083,113,31.1,0.05,1.47,,
122950,4444,1085,113,31.05,0.05,1.41,,
123044,4448,1086,113,30.57,0.05,1.39,,
123162,4452,1087,113,30.69,0.05,1.41,,
123364,4456,1089,113,31.5,0.05,1.43,,
123500,4460,1090,113,31.57,0.05,1.44,,
123637,4464,1091,113,31.69,0.05,1.43,,
123755,4468,1092,113,32.08,0.05,1.44,,
123874,4472,1093,113,32.62,0.05,1.47,,
123988,4476,1094,113,32.92,0.05,1.48,,
124117,4480,1095,113,33.36,0.05,1.53,,
124255,4484,1096,113,33.29,0.05,1.54,,
124366,4488,1097,113,33.05,0.05,1.54,,
124522,4492,1098,113,33.24,0.05,1.54,,
124684,4496,1100,113,32.72,0.05,1.51,,
124891,4500,1102,113,33.94,0.05,1.58,,
124986,4504,1103,113,33.96,0.05,1.54,,
125000,,,,,0.05,,23.5,1.0
125058,4508,1105,113,33.58,0.05,1.51,,
125132,4512,1105,113,33.09,0.05,1.47,,
125252,4516,1106,113,32.69,0.05,1.49,,
125344,4520,1107,113,32.17,0.05,1.45,,
125443,4524,1108,113,31.68,0.05,1.43,,
125558,4528,1109,113,31.45,0.05,1.45,,
125733,4532,1110,113,31.89,0.05,1.45,,
125870,4536,1111,113,32.55,0.05,1.49,,
125970,4540,1112,113,31.85,0.05,1.45,,
126121,4544,1113,113,31.71,0.05,1.47,,
126192,4548,1114,113,31.48,0.05,1.46,,
126323,4552,1115,113,31.61,0.05,1.45,,
126446,4556,1116,113,30.82,0.05,1.42,,
126569,4560,1118,113,30.69,0.05,1.41,,
126707,4564,1119,113,30.7,0.05,1.42,,
126805,4568,1120,113,30.5,0.05,1.43,,
126932,4572,1121,113,30.58,0.05,1.45,,
127019,4576,1122,113,30.31,0.05,1.46,,
127118,4580,1123,113,30.01,0.05,1.49,,
127209,4584,1123,113,29.54,0.05,1.42,,
127292,4588,1124,113,29.26,0.05,1.4,,
127417,4592,1125,113,28.95,0.05,1.39,,
127519,4596,1126,113,28.35,0.05,1.36,,
127680,4600,1127,113,27.89,0.05,1.34,,
127794,4604,1128,113,28.08,0.05,1.34,,
127877,4608,1129,113,28.19,0.05,1.36,,
128008,4612,1130,113,28.76,0.05,1.39,,
128116,4616,1131,113,28.64,0.05,1.34,,
128206,4620,1132,113,28.62,0.05,1.32,,
128319,4624,1134,113,28.76,0.05,1.3,,
128383,4628,1135,113,28.25,0.05,1.26,,
128473,4632,1135,113,27.4,0.05,1.2,,
128581,4636,1136,113,27.11,0.05,1.16,,
128660,4640,1137,113,26.9,0.05,1.13,,
128738,4644,1137,113,26.17,0.05,1.07,,
128809,4648,1138,113,26.17,0.05,1.05,,
128882,4652,1139,113,25.59,0.05,1.04,,
129021,4656,1140,113,25.75,0.05,1.04,,
129103,4660,1140,113,25.34,0.05,0.97,,
129159,4664,1141,113,24.52,0.05,0.91,,
129233,4668,1141,113,24.28,0.05,0.89,,
129325,4672,1142,113,23.93,0.05,0.87,,
129537,4676,1144,113,25.18,0.05,0.9,,
129694,4680,1146,113,25.76,0.05,0.88,,
129844,4684,1151,112,26.35,0.05,0.94,,
130001,4688,1156,112,27.09,0.05,0.99,,
130115,4692,1157,112,26.98,0.05,0.95,,
130201,4696,1158,112,26.82,0.05,0.91,,
130285,4700,1159,112,26.05,0.05,0.84,,
130389,4704,1160,112,25.95,0.05,0.88,,
130614,4708,1162,112,27.37,0.05,0.92,,
130728,4712,1163,112,27.2,0.05,0.91,,
130933,4716,1166,112,28.17,0.05,0.95,,
131084,4720,1167,112,28.78,0.05,0.98,,
131225,4724,1168,112,29.06,0.05,1.0,,
131335,4728,1169,112,29.52,0.05,1.01,,
131434,4732,1170,112,29.61,0.05,1.03,,
131548,4736,1171,112,29.67,0.05,1.06,,
131668,4740,1172,112,30.08,0.05,1.11,,
131769,4744,1172,112,30.31,0.05,1.14,,
131859,4748,1173,112,30.5,0.05,1.16,,
131965,4752,1174,112,30.83,0.05,1.17,,
132149,4756,1175,112,31.28,0.05,1.2,,
132270,4760,1176,112,31.67,0.05,1.27,,
132424,4764,1178,112,32.65,0.05,1.31,,
132585,4768,1180,112,33.52,0.05,1.36,,
132768,4772,1182,112,34.43,0.05,1.41,,
132817,4776,1182,112,32.8,0.05,1.33,,
132887,4780,1183,112,31.93,0.05,1.26,,
133079,4784,1184,112,32.35,0.05,1.3,,
133235,4788,1185,112,32.34,0.05,1.31,,
133324,4792,1186,112,32.09,0.05,1.32,,
133465,4796,1187,112,32.64,0.05,1.37,,
133587,4800,1188,112,33.02,0.05,1.4,,
133737,4804,1189,112,33.48,0.05,1.41,,
133911,4808,1191,112,32.97,0.05,1.38,,
134099,4812,1192,112,33.71,0.05,1.43,,
134229,4816,1194,112,32.96,0.05,1.43,,
134328,4820,1195,112,32.44,0.05,1.41,,
134417,4824,1196,112,31.92,0.05,1.38,,
134578,4828,1198,112,32.43,0.05,1.4,,
134684,4832,1199,112,32.5,0.05,1.43,,
134841,4836,1200,112,32.93,0.05,1.46,,
134972,4840,1201,112,33.04,0.05,1.5,,
135189,4844,1202,112,34.2,0.05,1.61,,
135328,4848,1204,112,34.69,0.05,1.69,,
135430,4852,1204,112,34.65,0.05,1.71,,
135549,4856,1205,112,34.0,0.05,1.68,,
135686,4860,1206,112,34.16,0.05,1.62,,
135800,4864,1207,112,33.76,0.05,1.61,,
135917,4868,1209,112,33.32,0.05,1.58,,
136017,4872,1210,112,32.49,0.05,1.53,,
136113,4876,1211,112,32.96,0.05,1.56,,
136239,4880,1212,112,33.52,0.05,1.62,,
136353,4884,1213,112,32.74,0.05,1.54,,
136433,4888,1214,112,31.98,0.05,1.47,,
136538,4892,1215,112,32.14,0.05,1.47,,
136721,4896,1216,112,32.56,0.05,1.47,,
136792,4900,1217,112,32.05,0.05,1.42,,
136879,4904,1217,112,31.42,0.05,1.37,,
137029,4908,1219,112,31.18,0.05,1.4,,
137151,4912,1220,112,30.52,0.05,1.36,,
137260,4916,1220,112,30.31,0.05,1.33,,
137372,4920,1221,112,30.44,0.05,1.34,,
137532,4924,1223,112,31.15,0.05,1.39,,
137651,4928,1224,112,30.73,0.05,1.39,,
137717,4932,1225,112,30.33,0.05,1.34,,
137811,4936,1226,112,29.7,0.05,1.28,,
137907,4940,1227,112,29.35,0.05,1.21,,
137988,4944,1228,112,27.99,0.05,1.09,,
138147,4948,1229,112,28.19,0.05,1.08,,
138221,4952,1230,112,27.91,0.05,1.03,,
138387,4956,1231,112,28.38,0.05,1.09,,
138471,4960,1232,112,27.85,0.05,1.12,,
138556,4964,1232,112,27.56,0.05,1.09,,
138667,4968,1233,112,27.5,0.05,1.1,,
138758,4972,1234,112,27.41,0.05,1.12,,
138851,4976,1235,112,27.38,0.05,1.12,,
138994,4980,1236,112,27.55,0.05,1.1,,
139192,4984,1237,112,28.39,0.05,1.19,,
139328,4988,1239,112,28.95,0.05,1.22,,
139501,4992,1241,112,29.63,0.05,1.26,,
139609,4996,1242,112,28.88,0.05,1.26,,
139668,5000,1243,112,28.76,0.05,1.27,,
139792,5004,1244,112,29.13,0.05,1.3,,
139941,5008,1245,112,29.12,0.05,1.29,,
140032,5012,1249,112,28.81,0.05,1.26,,
140222,5016,1250,112,29.62,0.05,1.32,,
140332,5020,1251,112,29.6,0.05,1.3,,
140444,5024,1252,112,29.12,0.05,1.29,,
140623,5028,1254,112,29.72,0.05,1.33,,
140740,5032,1255,112,30.23,0.05,1.39,,
140837,5036,1257,111,30.26,0.05,1.41,,
140915,5040,1258,111,30.08,0.05,1.41,,
141023,5044,1260,111,30.35,0.05,1.42,,
141142,5048,1261,111,29.95,0.05,1.37,,
141291,5052,1262,111,30.7,0.05,1.43,,
141417,5056,1263,111,30.3,0.05,1.34,,
141536,5060,1264,111,30.65,0.05,1.34,,
141655,5064,1265,111,30.99,0.05,1.38,,
141786,5068,1266,111,31.19,0.05,1.38,,
141919,5072,1267,112,31.61,0.05,1.37,,
142133,5076,1269,111,32.82,0.05,1.41,,
142246,5080,1270,111,32.52,0.05,1.41,,
142339,5084,1271,111,31.47,0.05,1.3,,
142457,5088,1272,111,31.29,0.05,1.3,,
142639,5092,1274,111,31.38,0.05,1.37,,
142754,5096,1275,111,31.45,0.05,1.34,,
142827,5100,1275,111,31.59,0.05,1.34,,
142912,5104,1276,111,31.2,0.05,1.3,,
143007,5108,1277,111,30.66,0.05,1.26,,
143142,5112,1278,111,31.1,0.05,1.28,,
143279,5116,1279,111,30.57,0.05,1.23,,
143359,5120,1280,111,30.27,0.05,1.21,,
143444,5124,1280,112,30.0,0.05,1.17,,
143570,5128,1281,112,29.47,0.05,1.13,,
143712,5132,1282,112,29.72,0.05,1.12,,
143831,5136,1284,111,29.94,0.05,1.13,,
143949,5140,1286,111,30.34,0.05,1.18,,
144015,5144,1287,111,29.92,0.05,1.15,,
144093,5148,1288,111,29.51,0.05,1.14,,
144213,5152,1289,111,29.22,0.05,1.11,,
144415,5156,1291,111,29.98,0.05,1.17,,
144513,5160,1292,111,29.77,0.05,1.17,,
144650,5164,1293,111,29.95,0.05,1.18,,
144772,5168,1294,111,29.86,0.05,1.17,,
144892,5172,1295,111,29.73,0.05,1.17,,
145042,5176,1296,111,29.09,0.05,1.18,,
145120,5180,1297,111,28.74,0.05,1.14,,
145211,5184,1298,111,28.72,0.05,1.17,,
145311,5188,1298,111,28.54,0.05,1.15,,
145438,5192,1299,111,27.99,0.05,1.05,,
145552,5196,1300,111,27.98,0.05,1.1,,
145649,5200,1301,111,28.22,0.05,1.12,,
145738,5204,1302,111,28.26,0.05,1.17,,
145871,5208,1304,111,28.64,0.05,1.19,,
146006,5212,1305,111,28.64,0.05,1.19,,
146073,5216,1306,111,27.94,0.05,1.16,,
146144,5220,1307,111,27.85,0.05,1.16,,
146234,5224,1307,111,27.9,0.05,1.19,,
146308,5228,1308,111,27.38,0.05,1.16,,
146433,5232,1309,111,27.21,0.05,1.14,,
146580,5236,1310,111,27.49,0.05,1.14,,
146682,5240,1311,111,27.33,0.05,1.12,,
146804,5244,1312,111,27.89,0.05,1.18,,
